,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
4211,Veloutone,14595-54-1,H4lle,2,384,7.77E-08,7.02E-07,3.96E-05,0.017698439,N,
4212,Verdox,82356-51-2,H4lle,2,384,NA,NA,NA,NA,N,
4213,Nirvanol,1506-02-1,H4lle,2,384,NA,NA,NA,NA,N,
4214,Cetalox,3738-00-9,H4lle,2,384,8.57E-08,5.19E-07,3.96E-05,0.013106202,N,
4215,Tonalide,21145-77-7,H4lle,2,384,1.02E-07,2.42E-07,3.96E-05,0.006117899,N,
4216,"2,4-Dinitrophenol",51-28-5,H4lle,2,384,5.37E-09,3.86E-05,4.00E-05,0.965599268,A,4.1
4217,Aldrin,309-00-2,H4lle,2,384,1.72E-07,3.00E-08,3.95E-05,0.000757976,N,
4218,Azinphos-methyl,86-50-0,H4lle,2,384,1.93E-08,3.29E-05,3.99E-05,0.823200175,N,
4219,Chlorpyrifos,2921-88-2,H4lle,2,384,1.10E-07,1.54E-06,3.97E-05,0.038794891,N,
4220,"DDD-p,p'",50-29-3,H4lle,2,384,1.79E-07,1.00E-08,3.95E-05,0.000253441,N,
4221,"DDT-o,p'",789-02-6,H4lle,2,384,1.69E-07,2.55E-08,3.95E-05,0.000646321,N,
4222,"DDT-p,p'",72-54-8,H4lle,2,384,1.40E-07,8.16E-08,3.96E-05,0.002062241,N,
4223,Diazinon,333-41-5,H4lle,2,384,4.96E-08,1.46E-05,3.98E-05,0.366682743,N,
4224,Dicofol,115-32-2,H4lle,2,384,1.19E-07,1.33E-06,3.97E-05,0.033557598,N,
4225,Dieldrin,60-57-1,H4lle,2,384,1.26E-07,1.04E-06,3.97E-05,0.026290547,N,
4226,Disulfoton,298-04-4,H4lle,2,384,5.24E-08,1.07E-05,3.98E-05,0.268860515,N,
4227,Endosulfan I,115-29-7,H4lle,2,384,6.73E-08,1.42E-05,3.98E-05,0.356831172,N,
4228,Endrin,72-20-8,H4lle,2,384,1.39E-07,4.82E-07,3.96E-05,0.012152843,N,
4229,Ethion,563-12-2,H4lle,2,384,1.25E-07,1.18E-06,3.97E-05,0.029712959,N,
4230,Heptachlor,76-44-8,H4lle,2,384,1.62E-07,8.60E-08,3.96E-05,0.002172873,N,
4231,Heptachlor epoxide B,1024-57-3,H4lle,2,384,1.23E-07,1.47E-06,3.97E-05,0.036968729,N,
4232,Lindane,58-89-9,H4lle,2,384,4.40E-08,1.64E-05,3.98E-05,0.411939941,N,
4233,"Methoxychlor-o,p'",72-43-5,H4lle,2,384,1.13E-07,1.15E-06,3.97E-05,0.028996131,N,
4234,Parathion,56-38-2,H4lle,2,384,4.82E-08,1.42E-05,3.98E-05,0.356831172,N,
4235,Trifluralin,1582-09-8,H4lle,2,384,1.19E-07,6.04E-07,3.96E-05,0.015235561,N,
4236,Cisapride,81098-60-4,H4lle,2,384,5.74E-08,2.11E-05,3.99E-05,0.529880344,B,7.8
4237,Citalopram hydrobromide,59729-33-8,H4lle,2,384,3.02E-08,2.66E-05,3.99E-05,0.667262607,N,
4238,Dofetilide,115256-11-6,H4lle,2,384,1.76E-08,3.68E-05,4.00E-05,0.920572666,B,8.4
4239,Moxifloxacin hydrochloride,186826-86-8,H4lle,2,384,9.73E-09,3.94E-05,4.00E-05,0.984396554,A,6
4240,N-acetylpro-cainamide,32795-44-1,H4lle,2,384,6.81E-09,3.93E-05,4.00E-05,0.983219078,B,9.2
4241,Quinidine sulfate,50-54-4,H4lle,2,384,3.11E-08,2.62E-05,3.99E-05,0.655499225,B,9.3
4242,Sematilide,101526-83-4,H4lle,2,384,7.54E-09,3.94E-05,4.00E-05,0.985054906,B,9.1
4243,Sotalol hydrochloride,959-24-0,H4lle,2,384,6.52E-09,3.95E-05,4.00E-05,0.987162739,B,9
4244,Mifepristone,84371-65-3,H4lle,2,384,1.30E-07,1.88E-06,3.97E-05,0.047320375,N,
4245,Perfluorobutanesulfonic_acid,375-73-5,H4lle,2,384,8.17E-09,3.89E-05,4.00E-05,0.973260993,A,-2.9
4246,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,H4lle,2,384,9.98E-09,3.84E-05,4.00E-05,0.96064607,A,1.4
4247,Perfluorononanoic_acid,375-95-1,H4lle,2,384,2.00E-07,9.30E-08,3.96E-05,0.00234985,A,0.1
4248,Perfluorohexanoic_acid,307-24-4,H4lle,2,384,6.75E-08,7.87E-06,3.98E-05,0.197879044,A,0.1
4249,Perfluorobutanoic_acid,375-22-4,H4lle,2,384,6.37E-09,3.84E-05,3.98E-05,0.96293342,A,0.1
4250,Perfluorooctanoic_acid,335-67-1,H4lle,2,384,8.52E-08,8.91E-06,3.98E-05,0.223865117,A,0.1
4251,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,H4lle,2,384,3.19E-08,3.02E-05,3.99E-05,0.756594357,A,1.4
4252,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,H4lle,2,384,1.12E-07,8.16E-06,3.98E-05,0.205086387,A,1.4
4253,Perfluoroundecanoic_acid,2058-94-8,H4lle,2,384,2.37E-07,1.27E-07,3.96E-05,0.003210823,A,0.1
4254,Perfluorooctanesulfonic_acid,1763-23-1,H4lle,2,384,2.10E-07,1.27E-07,3.96E-05,0.003210823,A,-2.9
4255,Perfluoroheptanoic_acid,375-85-9,H4lle,2,384,4.66E-08,2.03E-05,3.99E-05,0.509530245,A,0.1
4256,Perfluoropentanoic_acid,2706-90-3,H4lle,2,384,1.13E-08,3.63E-05,4.00E-05,0.90786461,A,0.1
4257,Perfluorohexanesulfonic_acid,355-46-4,H4lle,2,384,2.34E-08,3.33E-05,3.99E-05,0.833426085,A,-2.9
4258,Perfluorodecanoic_acid,335-76-2,H4lle,2,384,2.38E-07,3.91E-08,3.95E-05,0.00098779,A,0.1
4259,cyclosporine A,59865-13-3,H4lle,2,384,8.55E-08,3.09E-05,3.99E-05,0.7733309,N,
4260,chlorpromazine,50-53-3,H4lle,2,384,1.16E-07,5.07E-07,3.96E-05,0.012780613,B,9.4
4261,PBDE 47,5436-43-1,H4lle,2,384,2.42E-07,1.31E-08,3.95E-05,0.000331531,N,
4262,PBDE 99,60348-60-9,H4lle,2,384,3.03E-07,3.30E-09,3.95E-05,8.35E-05,N,
4263,PBDE 153,68631-49-2,H4lle,2,384,3.70E-07,6.71E-10,3.94E-05,1.70E-05,N,
4264,amiodarone,1951-25-3,H4lle,2,384,3.58E-07,1.66E-09,3.94E-05,4.22E-05,B,9
4265,Azathioprine,446-86-6,H4lle,2,384,6.63E-09,3.95E-05,4.00E-05,0.987243536,A,8.2
4266,Benzocaine,94-09-7,H4lle,2,384,5.28E-09,3.81E-05,4.00E-05,0.954261879,N,
4267,Butylated hydroxyanisole,25013-16-5,H4lle,2,384,NA,NA,NA,NA,N,
4268,Cetirizine dihydrochloride,83881-52-1,H4lle,2,384,9.31E-09,3.94E-05,4.00E-05,0.986547552,A,4.7
4269,Cyclamate,139-05-9,H4lle,2,384,4.29E-09,3.95E-05,4.00E-05,0.98742497,B,17.6
4270,Cyclophosphamide,6055-19-2,H4lle,2,384,6.25E-09,3.94E-05,4.00E-05,0.986588599,B,6.1
4271,Cypermethrin,67375-30-8,H4lle,2,384,2.01E-07,2.18E-08,3.95E-05,0.000550926,N,
4272,DEET,134-62-3,H4lle,2,384,7.39E-09,3.70E-05,4.00E-05,0.925626194,N,
4273,Dexamethasone,50-02-2,H4lle,2,384,1.30E-08,3.80E-05,4.00E-05,0.949923769,N,
4274,Digoxin,20830-75-5,H4lle,2,384,1.96E-08,3.92E-05,4.00E-05,0.98117379,N,
4275,Fenazaquin,120928-09-8,H4lle,2,384,1.15E-07,3.93E-07,3.96E-05,0.00992846,N,
4276,Fenbuconazole,114369-43-6,H4lle,2,384,3.23E-08,2.61E-05,3.99E-05,0.654176822,N,
4277,Fluazinam,79622-59-6,H4lle,2,384,8.82E-08,1.09E-05,3.98E-05,0.273188852,N,
4278,Furosemide,54-31-9,H4lle,2,384,1.16E-08,3.76E-05,4.00E-05,0.940831369,A,3
4279,Glybenclamide,10238-21-8,H4lle,2,384,1.48E-07,2.00E-06,3.97E-05,0.050452165,A,5
4280,HC Red 3,2871-01-4,H4lle,2,384,4.72E-09,3.95E-05,4.00E-05,0.987227374,N,
4281,Hydralazine hydrochloride,304-20-1,H4lle,2,384,3.83E-09,3.94E-05,4.00E-05,0.986526318,B,6
4282,Ketoconazole,65277-42-1,H4lle,2,384,1.25E-07,5.94E-06,3.98E-05,0.149431839,B,6.6
4283,Metformin,1115-70-4,H4lle,2,384,3.09E-09,3.95E-05,4.00E-05,0.987448305,B,9.6
4284,Metoclopramide,364-62-5,H4lle,2,384,1.62E-08,3.41E-05,3.99E-05,0.854488129,B,9
4285,Nitrofurantoin,67-20-9,H4lle,2,384,5.70E-09,3.95E-05,4.00E-05,0.987410406,A,7.3
4286,Oxytetracycline hydrochloride,2058-46-0,H4lle,2,384,1.10E-08,3.95E-05,4.00E-05,0.987468396,A,4.5
4287,Panthenol,16485-10-2 ,H4lle,2,384,4.91E-09,3.95E-05,4.00E-05,0.987449725,N,
4288,Paracetamol,103-90-2,H4lle,2,384,3.62E-09,3.95E-05,4.00E-05,0.986953929,N,
4289,Topiramate,97240-79-4,H4lle,2,384,8.12E-09,3.95E-05,4.00E-05,0.987466215,A,9.2
4290,Trimellitic anhydride,552-30-7,H4lle,2,384,5.15E-09,3.90E-05,4.00E-05,0.974789686,A,3.3
4291,Verapamil hydrochloride,152-11-4,H4lle,2,384,1.14E-07,4.58E-06,3.97E-05,0.115266303,B,9.2
4292,Warfarin,129-06-6,H4lle,2,384,1.49E-08,3.53E-05,4.00E-05,0.882343559,N,
4293,Caffeine,58-08-2,SH-SY5Y,2,384,2.52E-09,3.95E-05,4.00E-05,0.987317022,N,
4294,Lamotrigine,84057-84-1,SH-SY5Y,2,384,7.43E-09,3.46E-05,4.00E-05,0.865088841,B,6.6
4295,Diclofenac,15307-79-6,SH-SY5Y,2,384,3.85E-09,3.95E-05,4.00E-05,0.986578512,B,17.6
4296,"2,4-Dichlorophenoxyacetic",94-75-7,SH-SY5Y,2,384,8.23E-09,3.22E-05,4.00E-05,0.806809849,A,2.7
4297,(S)-Naproxen,22204-53-1,SH-SY5Y,2,384,1.33E-08,2.70E-05,3.99E-05,0.675812497,A,4.4
4298,Ibuprofen,15687-27-1,SH-SY5Y,2,384,2.30E-08,1.62E-05,3.99E-05,0.406850785,A,5.4
4299,Torasemide,56211-40-6,SH-SY5Y,2,384,2.54E-08,2.35E-05,3.99E-05,0.589349578,A,4
4300,Warfarin,81-81-2,SH-SY5Y,2,384,1.02E-08,3.34E-05,4.00E-05,0.835897429,A,4.5
4301,di-n-butylphthalate,84-74-2,SH-SY5Y,2,384,6.42E-08,3.50E-06,3.98E-05,0.087937923,N,
4302,hexachlorophene,70-30-4,SH-SY5Y,2,384,2.07E-07,1.81E-09,3.95E-05,4.58E-05,A,6.2
4303,hexamethylenetetramine,100-97-0,SH-SY5Y,2,384,1.82E-09,3.95E-05,4.00E-05,0.987463715,B,6.4
4304,Malathion,121-75-5,SH-SY5Y,2,384,7.94E-09,3.61E-05,4.00E-05,0.902049606,N,
4305,pentachlorophenol,87-86-5,SH-SY5Y,2,384,7.76E-08,1.04E-06,3.97E-05,0.026290547,A,5
4306,"2,2,2-trichloroethanol",115-20-8,SH-SY5Y,2,384,2.13E-09,3.90E-05,4.00E-05,0.976227235,N,
4307,diethylphthalate,84-66-2,SH-SY5Y,2,384,5.72E-09,3.55E-05,4.00E-05,0.889309077,N,
4308,4-chlorophenol,106-48-9,SH-SY5Y,2,384,3.17E-09,3.59E-05,4.00E-05,0.897450826,N,
4309,permethrin,52645-53-1,SH-SY5Y,2,384,1.67E-07,3.00E-08,3.96E-05,0.000757976,N,
4310,Aniline,62-53-3,SH-SY5Y,2,384,1.21E-09,3.94E-05,4.00E-05,0.986064745,N,
4311,4-fluoroaniline,371-40-4,SH-SY5Y,2,384,1.47E-09,3.93E-05,4.00E-05,0.983940893,N,
4312,"2,4,6-trichlorophenol",88-06-2,SH-SY5Y,2,384,2.10E-08,1.70E-05,3.99E-05,0.427271887,A,6.8
4313,Allyl alcohol,107-18-6,SH-SY5Y,2,384,7.54E-10,3.95E-05,4.00E-05,0.987204045,N,
4314,N-methylaniline,100-61-8,SH-SY5Y,2,384,1.67E-09,3.86E-05,4.00E-05,0.966108002,N,
4315,"3,4-dichloroaniline",95-76-1,SH-SY5Y,2,384,5.30E-09,3.35E-05,4.00E-05,0.838335293,N,
4316,4-decylaniline,37529-30-9,SH-SY5Y,2,384,9.61E-08,4.83E-08,3.96E-05,0.001220003,N,
4317,naphthalene,91-20-3,SH-SY5Y,2,384,8.42E-09,2.44E-05,3.92E-05,0.622490508,N,
4318,"1,2,4-trichlorobenzene",120-82-1,SH-SY5Y,2,384,2.56E-08,1.09E-05,3.88E-05,0.281957287,N,
4319,"1,2-dichlorobenzene",95-50-1,SH-SY5Y,2,384,1.07E-08,2.08E-05,3.71E-05,0.559968546,N,
4320,dichloromethane,75-09-2,SH-SY5Y,2,384,9.41E-10,3.20E-05,3.26E-05,0.981444782,N,
4321,tetrachloroethylene,127-18-4,SH-SY5Y,2,384,7.31E-09,1.34E-05,2.33E-05,0.574759532,N,
4322,"2,3-dimethyl-1,3-butadiene",513-81-5,SH-SY5Y,2,384,1.27E-09,8.79E-06,1.22E-05,0.720221785,N,
4323,Eugenol F,97-53-0,SH-SY5Y,2,384,3.67E-09,3.66E-05,4.00E-05,0.91465134,N,
4324,Methyl-antranilate,134-20-3,SH-SY5Y,2,384,2.63E-09,3.81E-05,4.00E-05,0.952860849,N,
4325,Lilyfore,285977-85-7,SH-SY5Y,2,384,1.10E-08,2.59E-05,3.99E-05,0.649747025,N,
4326,Damascone beta,23726-91-2,SH-SY5Y,2,384,3.58E-08,6.65E-06,3.97E-05,0.16762454,N,
4327,Veloutone,14595-54-1,SH-SY5Y,2,384,6.87E-08,7.02E-07,3.97E-05,0.017698439,N,
4328,Verdox,82356-51-2,SH-SY5Y,2,384,NA,NA,NA,NA,N,
4329,Nirvanol,1506-02-1,SH-SY5Y,2,384,NA,NA,NA,NA,N,
4330,Cetalox,3738-00-9,SH-SY5Y,2,384,7.59E-08,5.19E-07,3.96E-05,0.013106202,N,
4331,Tonalide,21145-77-7,SH-SY5Y,2,384,9.10E-08,2.43E-07,3.96E-05,0.006117899,N,
4332,"2,4-Dinitrophenol",51-28-5,SH-SY5Y,2,384,2.89E-09,3.86E-05,4.00E-05,0.965599268,A,4.1
4333,Aldrin,309-00-2,SH-SY5Y,2,384,1.56E-07,3.00E-08,3.96E-05,0.000757976,N,
4334,Azinphos-methyl,86-50-0,SH-SY5Y,2,384,1.11E-08,3.29E-05,4.00E-05,0.823200175,N,
4335,Chlorpyrifos,2921-88-2,SH-SY5Y,2,384,9.58E-08,1.54E-06,3.97E-05,0.038794891,N,
4336,"DDD-p,p'",50-29-3,SH-SY5Y,2,384,1.64E-07,1.00E-08,3.95E-05,0.000253441,N,
4337,"DDT-o,p'",789-02-6,SH-SY5Y,2,384,1.54E-07,2.56E-08,3.96E-05,0.000646321,N,
4338,"DDT-p,p'",72-54-8,SH-SY5Y,2,384,1.26E-07,8.17E-08,3.96E-05,0.002062241,N,
4339,Diazinon,333-41-5,SH-SY5Y,2,384,3.69E-08,1.46E-05,3.99E-05,0.366682743,N,
4340,Dicofol,115-32-2,SH-SY5Y,2,384,1.04E-07,1.33E-06,3.97E-05,0.033557598,N,
4341,Dieldrin,60-57-1,SH-SY5Y,2,384,1.11E-07,1.04E-06,3.97E-05,0.026290547,N,
4342,Disulfoton,298-04-4,SH-SY5Y,2,384,4.09E-08,1.07E-05,3.98E-05,0.268860515,N,
4343,Endosulfan I,115-29-7,SH-SY5Y,2,384,5.04E-08,1.42E-05,3.99E-05,0.356831172,N,
4344,Endrin,72-20-8,SH-SY5Y,2,384,1.24E-07,4.82E-07,3.97E-05,0.012152843,N,
4345,Ethion,563-12-2,SH-SY5Y,2,384,1.10E-07,1.18E-06,3.97E-05,0.029712959,N,
4346,Heptachlor,76-44-8,SH-SY5Y,2,384,1.46E-07,8.61E-08,3.96E-05,0.002172873,N,
4347,Heptachlor epoxide B,1024-57-3,SH-SY5Y,2,384,1.07E-07,1.47E-06,3.97E-05,0.036968729,N,
4348,Lindane,58-89-9,SH-SY5Y,2,384,3.20E-08,1.64E-05,3.99E-05,0.411939941,N,
4349,"Methoxychlor-o,p'",72-43-5,SH-SY5Y,2,384,9.92E-08,1.15E-06,3.97E-05,0.028996131,N,
4350,Parathion,56-38-2,SH-SY5Y,2,384,3.61E-08,1.42E-05,3.99E-05,0.356831172,N,
4351,Trifluralin,1582-09-8,SH-SY5Y,2,384,1.06E-07,6.05E-07,3.97E-05,0.015235561,N,
4352,Cisapride,81098-60-4,SH-SY5Y,2,384,3.94E-08,2.12E-05,3.99E-05,0.529880344,B,7.8
4353,Citalopram hydrobromide,59729-33-8,SH-SY5Y,2,384,1.92E-08,2.66E-05,3.99E-05,0.667262607,N,
4354,Dofetilide,115256-11-6,SH-SY5Y,2,384,9.53E-09,3.68E-05,4.00E-05,0.920572666,B,8.4
4355,Moxifloxacin hydrochloride,186826-86-8,SH-SY5Y,2,384,5.29E-09,3.94E-05,4.00E-05,0.984396554,A,6
4356,N-acetylpro-cainamide,32795-44-1,SH-SY5Y,2,384,3.70E-09,3.93E-05,4.00E-05,0.983219078,B,9.2
4357,Quinidine sulfate,50-54-4,SH-SY5Y,2,384,1.98E-08,2.62E-05,3.99E-05,0.655499225,B,9.3
4358,Sematilide,101526-83-4,SH-SY5Y,2,384,4.10E-09,3.94E-05,4.00E-05,0.985054906,B,9.1
4359,Sotalol hydrochloride,959-24-0,SH-SY5Y,2,384,3.54E-09,3.95E-05,4.00E-05,0.987162739,B,9
4360,Mifepristone,84371-65-3,SH-SY5Y,2,384,1.13E-07,1.88E-06,3.97E-05,0.047320375,N,
4361,Perfluorobutanesulfonic_acid,375-73-5,SH-SY5Y,2,384,4.41E-09,3.89E-05,4.00E-05,0.973260993,A,-2.9
4362,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,SH-SY5Y,2,384,5.37E-09,3.84E-05,4.00E-05,0.96064607,A,1.4
4363,Perfluorononanoic_acid,375-95-1,SH-SY5Y,2,384,1.80E-07,9.31E-08,3.96E-05,0.00234985,A,0.1
4364,Perfluorohexanoic_acid,307-24-4,SH-SY5Y,2,384,5.47E-08,7.88E-06,3.98E-05,0.197879044,A,0.1
4365,Perfluorobutanoic_acid,375-22-4,SH-SY5Y,2,384,3.42E-09,3.84E-05,3.98E-05,0.96293342,A,0.1
4366,Perfluorooctanoic_acid,335-67-1,SH-SY5Y,2,384,6.81E-08,8.92E-06,3.98E-05,0.223865117,A,0.1
4367,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,SH-SY5Y,2,384,1.92E-08,3.02E-05,4.00E-05,0.756594357,A,1.4
4368,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,SH-SY5Y,2,384,9.05E-08,8.17E-06,3.98E-05,0.205086387,A,1.4
4369,Perfluoroundecanoic_acid,2058-94-8,SH-SY5Y,2,384,2.13E-07,1.27E-07,3.96E-05,0.003210823,A,0.1
4370,Perfluorooctanesulfonic_acid,1763-23-1,SH-SY5Y,2,384,1.89E-07,1.27E-07,3.96E-05,0.003210823,A,-2.9
4371,Perfluoroheptanoic_acid,375-85-9,SH-SY5Y,2,384,3.23E-08,2.03E-05,3.99E-05,0.509530245,A,0.1
4372,Perfluoropentanoic_acid,2706-90-3,SH-SY5Y,2,384,6.14E-09,3.63E-05,4.00E-05,0.90786461,A,0.1
4373,Perfluorohexanesulfonic_acid,355-46-4,SH-SY5Y,2,384,1.34E-08,3.33E-05,4.00E-05,0.833426085,A,-2.9
4374,Perfluorodecanoic_acid,335-76-2,SH-SY5Y,2,384,2.15E-07,3.91E-08,3.96E-05,0.00098779,A,0.1
4375,cyclosporine A,59865-13-3,SH-SY5Y,2,384,5.07E-08,3.09E-05,4.00E-05,0.7733309,N,
4376,chlorpromazine,50-53-3,SH-SY5Y,2,384,1.03E-07,5.07E-07,3.97E-05,0.012780613,B,9.4
4377,PBDE 47,5436-43-1,SH-SY5Y,2,384,2.21E-07,1.31E-08,3.95E-05,0.000331531,N,
4378,PBDE 99,60348-60-9,SH-SY5Y,2,384,2.78E-07,3.30E-09,3.95E-05,8.35E-05,N,
4379,PBDE 153,68631-49-2,SH-SY5Y,2,384,3.41E-07,6.72E-10,3.95E-05,1.70E-05,N,
4380,amiodarone,1951-25-3,SH-SY5Y,2,384,3.29E-07,1.67E-09,3.95E-05,4.22E-05,B,9
4381,Azathioprine,446-86-6,SH-SY5Y,2,384,3.60E-09,3.95E-05,4.00E-05,0.987243536,A,8.2
4382,Benzocaine,94-09-7,SH-SY5Y,2,384,2.84E-09,3.82E-05,4.00E-05,0.954261879,N,
4383,Butylated hydroxyanisole,25013-16-5,SH-SY5Y,2,384,NA,NA,NA,NA,N,
4384,Cetirizine dihydrochloride,83881-52-1,SH-SY5Y,2,384,5.05E-09,3.94E-05,4.00E-05,0.986547552,A,4.7
4385,Cyclamate,139-05-9,SH-SY5Y,2,384,2.33E-09,3.95E-05,4.00E-05,0.98742497,B,17.6
4386,Cyclophosphamide,6055-19-2,SH-SY5Y,2,384,3.39E-09,3.94E-05,4.00E-05,0.986588599,B,6.1
4387,Cypermethrin,67375-30-8,SH-SY5Y,2,384,1.82E-07,2.18E-08,3.96E-05,0.000550926,N,
4388,DEET,134-62-3,SH-SY5Y,2,384,4.00E-09,3.70E-05,4.00E-05,0.925626194,N,
4389,Dexamethasone,50-02-2,SH-SY5Y,2,384,6.97E-09,3.80E-05,4.00E-05,0.949923769,N,
4390,Digoxin,20830-75-5,SH-SY5Y,2,384,1.06E-08,3.92E-05,4.00E-05,0.98117379,N,
4391,Fenazaquin,120928-09-8,SH-SY5Y,2,384,1.02E-07,3.94E-07,3.97E-05,0.00992846,N,
4392,Fenbuconazole,114369-43-6,SH-SY5Y,2,384,2.07E-08,2.61E-05,3.99E-05,0.654176822,N,
4393,Fluazinam,79622-59-6,SH-SY5Y,2,384,6.88E-08,1.09E-05,3.99E-05,0.273188852,N,
4394,Furosemide,54-31-9,SH-SY5Y,2,384,6.27E-09,3.76E-05,4.00E-05,0.940831369,A,3
4395,Glybenclamide,10238-21-8,SH-SY5Y,2,384,1.29E-07,2.00E-06,3.97E-05,0.050452165,A,5
4396,HC Red 3,2871-01-4,SH-SY5Y,2,384,2.56E-09,3.95E-05,4.00E-05,0.987227374,N,
4397,Hydralazine hydrochloride,304-20-1,SH-SY5Y,2,384,2.08E-09,3.94E-05,4.00E-05,0.986526318,B,6
4398,Ketoconazole,65277-42-1,SH-SY5Y,2,384,1.04E-07,5.95E-06,3.98E-05,0.149431839,B,6.6
4399,Metformin,1115-70-4,SH-SY5Y,2,384,1.68E-09,3.95E-05,4.00E-05,0.987448305,B,9.6
4400,Metoclopramide,364-62-5,SH-SY5Y,2,384,9.14E-09,3.42E-05,4.00E-05,0.854488129,B,9
4401,Nitrofurantoin,67-20-9,SH-SY5Y,2,384,3.09E-09,3.95E-05,4.00E-05,0.987410406,A,7.3
4402,Oxytetracycline hydrochloride,2058-46-0,SH-SY5Y,2,384,5.97E-09,3.95E-05,4.00E-05,0.987468396,A,4.5
4403,Panthenol,16485-10-2 ,SH-SY5Y,2,384,2.66E-09,3.95E-05,4.00E-05,0.987449725,N,
4404,Paracetamol,103-90-2,SH-SY5Y,2,384,1.96E-09,3.95E-05,4.00E-05,0.986953929,N,
4405,Topiramate,97240-79-4,SH-SY5Y,2,384,4.40E-09,3.95E-05,4.00E-05,0.987466215,A,9.2
4406,Trimellitic anhydride,552-30-7,SH-SY5Y,2,384,2.78E-09,3.90E-05,4.00E-05,0.974789686,A,3.3
4407,Verapamil hydrochloride,152-11-4,SH-SY5Y,2,384,9.68E-08,4.59E-06,3.98E-05,0.115266303,B,9.2
4408,Warfarin,129-06-6,SH-SY5Y,2,384,8.22E-09,3.53E-05,4.00E-05,0.882343559,N,
4409,Caffeine,58-08-2,HEK293H,2,384,4.11E-09,3.95E-05,4.00E-05,0.987317022,N,
4410,Lamotrigine,84057-84-1,HEK293H,2,384,1.99E-08,3.45E-05,3.99E-05,0.865088841,B,6.6
4411,Diclofenac,15307-79-6,HEK293H,2,384,6.30E-09,3.94E-05,4.00E-05,0.986578512,B,17.6
4412,"2,4-Dichlorophenoxyacetic",94-75-7,HEK293H,2,384,2.46E-08,3.22E-05,3.99E-05,0.806809849,A,2.7
4413,(S)-Naproxen,22204-53-1,HEK293H,2,384,4.68E-08,2.69E-05,3.98E-05,0.675812497,A,4.4
4414,Ibuprofen,15687-27-1,HEK293H,2,384,9.61E-08,1.61E-05,3.95E-05,0.406850785,A,5.4
4415,Torasemide,56211-40-6,HEK293H,2,384,9.60E-08,2.34E-05,3.97E-05,0.589349578,A,4
4416,Warfarin,81-81-2,HEK293H,2,384,2.90E-08,3.34E-05,3.99E-05,0.835897429,A,4.5
4417,di-n-butylphthalate,84-74-2,HEK293H,2,384,3.02E-07,3.42E-06,3.89E-05,0.087937923,N,
4418,hexachlorophene,70-30-4,HEK293H,2,384,9.81E-07,1.72E-09,3.76E-05,4.58E-05,A,6.2
4419,hexamethylenetetramine,100-97-0,HEK293H,2,384,2.96E-09,3.95E-05,4.00E-05,0.987463715,B,6.4
4420,Malathion,121-75-5,HEK293H,2,384,1.93E-08,3.60E-05,3.99E-05,0.902049606,N,
4421,pentachlorophenol,87-86-5,HEK293H,2,384,3.67E-07,1.02E-06,3.86E-05,0.026290547,A,5
4422,"2,2,2-trichloroethanol",115-20-8,HEK293H,2,384,3.76E-09,3.90E-05,4.00E-05,0.976227235,N,
4423,diethylphthalate,84-66-2,HEK293H,2,384,1.44E-08,3.55E-05,3.99E-05,0.889309077,N,
4424,4-chlorophenol,106-48-9,HEK293H,2,384,7.79E-09,3.58E-05,3.99E-05,0.897450826,N,
4425,permethrin,52645-53-1,HEK293H,2,384,7.96E-07,2.88E-08,3.80E-05,0.000757976,N,
4426,Aniline,62-53-3,HEK293H,2,384,1.99E-09,3.94E-05,4.00E-05,0.986064745,N,
4427,4-fluoroaniline,371-40-4,HEK293H,2,384,2.46E-09,3.93E-05,4.00E-05,0.983940893,N,
4428,"2,4,6-trichlorophenol",88-06-2,HEK293H,2,384,8.72E-08,1.69E-05,3.96E-05,0.427271887,A,6.8
4429,Allyl alcohol,107-18-6,HEK293H,2,384,1.23E-09,3.95E-05,4.00E-05,0.987204045,N,
4430,N-methylaniline,100-61-8,HEK293H,2,384,3.14E-09,3.86E-05,3.99E-05,0.966108002,N,
4431,"3,4-dichloroaniline",95-76-1,HEK293H,2,384,1.50E-08,3.35E-05,3.99E-05,0.838335293,N,
4432,4-decylaniline,37529-30-9,HEK293H,2,384,4.57E-07,4.64E-08,3.80E-05,0.001220003,N,
4433,naphthalene,91-20-3,HEK293H,2,384,3.10E-08,2.43E-05,3.90E-05,0.622490508,N,
4434,"1,2,4-trichlorobenzene",120-82-1,HEK293H,2,384,1.13E-07,1.08E-05,3.83E-05,0.281957287,N,
4435,"1,2-dichlorobenzene",95-50-1,HEK293H,2,384,4.13E-08,2.07E-05,3.69E-05,0.559968546,N,
4436,dichloromethane,75-09-2,HEK293H,2,384,1.60E-09,3.20E-05,3.26E-05,0.981444782,N,
4437,tetrachloroethylene,127-18-4,HEK293H,2,384,2.79E-08,1.33E-05,2.32E-05,0.574759532,N,
4438,"2,3-dimethyl-1,3-butadiene",513-81-5,HEK293H,2,384,4.26E-09,8.78E-06,1.22E-05,0.720221785,N,
