,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
1,Caffeine,58-08-2,Rat cerebellar granule cell,2,96,2.02E-09,0.000148086,0.000149977,0.98738971,N,
2,Lamotrigine,84057-84-1,Rat cerebellar granule cell,2,96,6.83E-07,0.000130517,0.000147331,0.885873712,B,6.6
3,Diclofenac,15307-79-6,Rat cerebellar granule cell,2,96,6.69E-09,0.000148025,0.000149977,0.986983886,B,17.6
4,"2,4-Dichlorophenoxyacetic",94-75-7,Rat cerebellar granule cell,2,96,1.09E-06,0.000121587,0.000145065,0.838157997,A,2.7
5,(S)-Naproxen,22204-53-1,Rat cerebellar granule cell,2,96,2.71E-06,0.000100608,0.000138212,0.727923155,A,4.4
6,Ibuprofen,15687-27-1,Rat cerebellar granule cell,2,96,6.60E-06,5.63E-05,0.000117994,0.477084431,A,5.4
7,Torasemide,56211-40-6,Rat cerebellar granule cell,2,96,6.08E-06,8.64E-05,0.000132545,0.65152502,A,4
8,Warfarin,81-81-2,Rat cerebellar granule cell,2,96,1.15E-06,0.000126083,0.000146264,0.862024294,A,4.5
9,di-n-butylphthalate,84-74-2,Rat cerebellar granule cell,2,96,1.87E-05,9.41E-06,8.27E-05,0.113782274,N,
10,hexachlorophene,70-30-4,Rat cerebellar granule cell,2,96,3.79E-05,2.84E-09,5.68E-05,4.99E-05,A,6.2
11,hexamethylenetetramine,100-97-0,Rat cerebellar granule cell,2,96,1.25E-09,0.00014811,0.00014999,0.987468698,B,6.4
12,Malathion,121-75-5,Rat cerebellar granule cell,2,96,5.05E-07,0.00013601,0.000148471,0.916070449,N,
13,pentachlorophenol,87-86-5,Rat cerebellar granule cell,2,96,2.03E-05,2.46E-06,7.37E-05,0.033369399,A,5
14,"2,2,2-trichloroethanol",115-20-8,Rat cerebellar granule cell,2,96,1.79E-08,0.000146568,0.000149832,0.97821241,N,
15,diethylphthalate,84-66-2,Rat cerebellar granule cell,2,96,4.21E-07,0.000134132,0.000148106,0.905648136,N,
16,4-chlorophenol,106-48-9,Rat cerebellar granule cell,2,96,2.13E-07,0.00013533,0.000148338,0.912305592,N,
17,permethrin,52645-53-1,Rat cerebellar granule cell,2,96,3.46E-05,5.38E-08,6.15E-05,0.000874628,N,
18,Aniline,62-53-3,Rat cerebellar granule cell,2,96,3.09E-09,0.000147956,0.00014995,0.986697891,N,
19,4-fluoroaniline,371-40-4,Rat cerebellar granule cell,2,96,6.59E-09,0.000147693,0.000149936,0.985043293,N,
20,"2,4,6-trichlorophenol",88-06-2,Rat cerebellar granule cell,2,96,5.97E-06,5.96E-05,0.000119785,0.49763217,A,6.8
21,Allyl alcohol,107-18-6,Rat cerebellar granule cell,2,96,6.89E-10,0.000148047,0.000149947,0.987328263,N,
22,N-methylaniline,100-61-8,Rat cerebellar granule cell,2,96,2.45E-08,0.000145125,0.0001497,0.969435819,N,
23,"3,4-dichloroaniline",95-76-1,Rat cerebellar granule cell,2,96,5.90E-07,0.000126455,0.000146357,0.864018887,N,
24,4-decylaniline,37529-30-9,Rat cerebellar granule cell,2,96,2.04E-05,8.92E-08,6.26E-05,0.001424584,N,
25,naphthalene,91-20-3,Rat cerebellar granule cell,2,96,1.92E-06,9.05E-05,0.000132847,0.681216846,N,
26,"1,2,4-trichlorobenzene",120-82-1,Rat cerebellar granule cell,2,96,7.82E-06,3.59E-05,0.000104095,0.344837254,N,
27,"1,2-dichlorobenzene",95-50-1,Rat cerebellar granule cell,2,96,2.72E-06,7.71E-05,0.000123339,0.62473902,N,
28,dichloromethane,75-09-2,Rat cerebellar granule cell,2,96,5.55E-09,0.000125353,0.000127545,0.982816463,N,
29,tetrachloroethylene,127-18-4,Rat cerebellar granule cell,2,96,1.99E-06,5.44E-05,8.52E-05,0.638279762,N,
30,"2,3-dimethyl-1,3-butadiene",513-81-5,Rat cerebellar granule cell,2,96,2.73E-07,3.90E-05,5.09E-05,0.765927301,N,
31,Eugenol F,97-53-0,Rat cerebellar granule cell,2,96,1.97E-07,0.000137848,0.000148798,0.926410432,N,
32,Methyl-antranilate,134-20-3,Rat cerebellar granule cell,2,96,6.29E-08,0.000143326,0.000149584,0.958163388,N,
33,Lilyfore,285977-85-7,Rat cerebellar granule cell,2,96,2.36E-06,9.63E-05,0.00013659,0.70524805,N,
34,Damascone beta,23726-91-2,Rat cerebellar granule cell,2,96,1.08E-05,1.98E-05,9.32E-05,0.212684163,N,
35,Veloutone,14595-54-1,Rat cerebellar granule cell,2,96,1.74E-05,1.59E-06,7.17E-05,0.022238416,N,
36,Verdox,82356-51-2,Rat cerebellar granule cell,2,96,NA,NA,NA,NA,N,
37,Nirvanol,1506-02-1,Rat cerebellar granule cell,2,96,NA,NA,NA,NA,N,
38,Cetalox,3738-00-9,Rat cerebellar granule cell,2,96,1.88E-05,1.15E-06,7.03E-05,0.016334721,N,
39,Tonalide,21145-77-7,Rat cerebellar granule cell,2,96,2.14E-05,5.02E-07,6.73E-05,0.007463664,N,
40,"2,4-Dinitrophenol",51-28-5,Rat cerebellar granule cell,2,96,4.33E-08,0.000145121,0.000149764,0.968998925,A,4.1
41,Aldrin,309-00-2,Rat cerebellar granule cell,2,96,3.23E-05,5.38E-08,6.15E-05,0.000874628,N,
42,Azinphos-methyl,86-50-0,Rat cerebellar granule cell,2,96,1.35E-06,0.000124129,0.000145756,0.851623028,N,
43,Chlorpyrifos,2921-88-2,Rat cerebellar granule cell,2,96,2.59E-05,3.78E-06,7.61E-05,0.049671599,N,
44,"DDD-p,p'",50-29-3,Rat cerebellar granule cell,2,96,3.21E-05,1.69E-08,5.93E-05,0.000285223,N,
45,"DDT-o,p'",789-02-6,Rat cerebellar granule cell,2,96,3.15E-05,4.54E-08,6.12E-05,0.000742928,N,
46,"DDT-p,p'",72-54-8,Rat cerebellar granule cell,2,96,2.75E-05,1.56E-07,6.39E-05,0.002441371,N,
47,Diazinon,333-41-5,Rat cerebellar granule cell,2,96,1.09E-05,4.98E-05,0.000114341,0.435820056,N,
48,Dicofol,115-32-2,Rat cerebellar granule cell,2,96,2.77E-05,3.22E-06,7.52E-05,0.042834402,N,
49,Dieldrin,60-57-1,Rat cerebellar granule cell,2,96,2.91E-05,2.46E-06,7.37E-05,0.033369399,N,
50,Disulfoton,298-04-4,Rat cerebellar granule cell,2,96,1.24E-05,3.46E-05,0.000104723,0.330265746,N,
51,Endosulfan I,115-29-7,Rat cerebellar granule cell,2,96,1.49E-05,4.82E-05,0.000113372,0.425522162,N,
52,Endrin,72-20-8,Rat cerebellar granule cell,2,96,3.05E-05,1.06E-06,7.00E-05,0.015114939,N,
53,Ethion,563-12-2,Rat cerebellar granule cell,2,96,2.91E-05,2.81E-06,7.44E-05,0.037822848,N,
54,Heptachlor,76-44-8,Rat cerebellar granule cell,2,96,3.21E-05,1.65E-07,6.41E-05,0.002575948,N,
55,Heptachlor epoxide B,1024-57-3,Rat cerebellar granule cell,2,96,2.89E-05,3.58E-06,7.58E-05,0.047286518,N,
56,Lindane,58-89-9,Rat cerebellar granule cell,2,96,9.18E-06,5.71E-05,0.000118437,0.482231711,N,
57,"Methoxychlor-o,p'",72-43-5,Rat cerebellar granule cell,2,96,2.62E-05,2.74E-06,7.43E-05,0.03688939,N,
58,Parathion,56-38-2,Rat cerebellar granule cell,2,96,1.07E-05,4.83E-05,0.00011342,0.425522162,N,
59,Trifluralin,1582-09-8,Rat cerebellar granule cell,2,96,2.65E-05,1.35E-06,7.10E-05,0.01906693,N,
60,Cisapride,81098-60-4,Rat cerebellar granule cell,2,96,1.02E-05,7.65E-05,0.000128176,0.596829116,B,7.8
61,Citalopram hydrobromide,59729-33-8,Rat cerebellar granule cell,2,96,3.99E-06,9.92E-05,0.00013767,0.720517051,N,
62,Dofetilide,115256-11-6,Rat cerebellar granule cell,2,96,4.67E-07,0.000138708,0.000148943,0.931284536,B,8.4
63,Moxifloxacin hydrochloride,186826-86-8,Rat cerebellar granule cell,2,96,2.26E-08,0.000147762,0.000149944,0.985451719,A,6
64,N-acetylpro-cainamide,32795-44-1,Rat cerebellar granule cell,2,96,1.78E-08,0.000147597,0.000149936,0.984397554,B,9.2
65,Quinidine sulfate,50-54-4,Rat cerebellar granule cell,2,96,4.23E-06,9.73E-05,0.000136957,0.710277048,B,9.3
66,Sematilide,101526-83-4,Rat cerebellar granule cell,2,96,1.64E-08,0.000147855,0.000149948,0.986042938,B,9.1
67,Sotalol hydrochloride,959-24-0,Rat cerebellar granule cell,2,96,3.39E-09,0.000148084,0.000149988,0.987305715,B,9
68,Mifepristone,84371-65-3,Rat cerebellar granule cell,2,96,3.12E-05,4.71E-06,7.74E-05,0.060815115,N,
69,Perfluorobutanesulfonic_acid,375-73-5,Rat cerebellar granule cell,2,96,4.46E-08,0.000146198,0.000149851,0.975621065,A,-2.9
70,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Rat cerebellar granule cell,2,96,9.85E-08,0.000144425,0.0001497,0.964763242,A,1.4
71,Perfluorononanoic_acid,375-95-1,Rat cerebellar granule cell,2,96,3.98E-05,1.80E-07,6.43E-05,0.002791638,A,0.1
72,Perfluorohexanoic_acid,307-24-4,Rat cerebellar granule cell,2,96,1.66E-05,2.41E-05,9.70E-05,0.248765877,A,0.1
73,Perfluorobutanoic_acid,375-22-4,Rat cerebellar granule cell,2,96,5.75E-08,0.000144363,0.000149333,0.966715317,A,0.1
74,Perfluorooctanoic_acid,335-67-1,Rat cerebellar granule cell,2,96,2.07E-05,2.79E-05,9.99E-05,0.279107554,A,0.1
75,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Rat cerebellar granule cell,2,96,3.12E-06,0.00011367,0.000142706,0.796531875,A,1.4
76,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Rat cerebellar granule cell,2,96,2.76E-05,2.52E-05,9.78E-05,0.257240866,A,1.4
77,Perfluoroundecanoic_acid,2058-94-8,Rat cerebellar granule cell,2,96,4.78E-05,2.51E-07,6.52E-05,0.003847133,A,0.1
78,Perfluorooctanesulfonic_acid,1763-23-1,Rat cerebellar granule cell,2,96,4.24E-05,2.51E-07,6.52E-05,0.003847133,A,-2.9
79,Perfluoroheptanoic_acid,375-85-9,Rat cerebellar granule cell,2,96,8.52E-06,7.31E-05,0.000126596,0.577663601,A,0.1
80,Perfluoropentanoic_acid,2706-90-3,Rat cerebellar granule cell,2,96,3.63E-07,0.000136861,0.000148626,0.920836959,A,0.1
81,Perfluorohexanesulfonic_acid,355-46-4,Rat cerebellar granule cell,2,96,1.53E-06,0.000125704,0.000146167,0.860001566,A,-2.9
82,Perfluorodecanoic_acid,335-76-2,Rat cerebellar granule cell,2,96,4.52E-05,7.12E-08,6.21E-05,0.001147286,A,0.1
83,cyclosporine A,59865-13-3,Rat cerebellar granule cell,2,96,7.78E-06,0.000116329,0.000143531,0.810477685,N,
84,chlorpromazine,50-53-3,Rat cerebellar granule cell,2,96,2.54E-05,1.12E-06,7.02E-05,0.015917882,B,9.4
85,PBDE 47,5436-43-1,Rat cerebellar granule cell,2,96,4.38E-05,2.25E-08,5.98E-05,0.000375282,N,
86,PBDE 99,60348-60-9,Rat cerebellar granule cell,2,96,5.22E-05,5.30E-09,5.76E-05,9.20E-05,N,
87,PBDE 153,68631-49-2,Rat cerebellar granule cell,2,96,6.07E-05,1.02E-09,5.58E-05,1.83E-05,N,
88,amiodarone,1951-25-3,Rat cerebellar granule cell,2,96,6.02E-05,2.61E-09,5.67E-05,4.59E-05,B,9
89,Azathioprine,446-86-6,Rat cerebellar granule cell,2,96,3.14E-09,0.000148091,0.000149988,0.987349781,A,8.2
90,Benzocaine,94-09-7,Rat cerebellar granule cell,2,96,6.51E-08,0.000143524,0.000149606,0.959346492,N,
91,Butylated hydroxyanisole,25013-16-5,Rat cerebellar granule cell,2,96,NA,NA,NA,NA,N,
92,Cetirizine dihydrochloride,83881-52-1,Rat cerebellar granule cell,2,96,9.01E-09,0.000148022,0.000149977,0.986966717,A,4.7
93,Cyclamate,139-05-9,Rat cerebellar granule cell,2,96,1.65E-09,0.000148108,0.000149991,0.987447983,B,17.6
94,Cyclophosphamide,6055-19-2,Rat cerebellar granule cell,2,96,5.84E-09,0.000148018,0.000149969,0.986989479,B,6.1
95,Cypermethrin,67375-30-8,Rat cerebellar granule cell,2,96,3.71E-05,3.84E-08,6.08E-05,0.000630883,N,
96,DEET,134-62-3,Rat cerebellar granule cell,2,96,1.80E-07,0.000139437,0.000149058,0.935454373,N,
97,Dexamethasone,50-02-2,Rat cerebellar granule cell,2,96,1.82E-07,0.00014291,0.000149536,0.955689046,N,
98,Digoxin,20830-75-5,Rat cerebellar granule cell,2,96,6.15E-08,0.000147309,0.000149921,0.982575722,N,
99,Fenazaquin,120928-09-8,Rat cerebellar granule cell,2,96,2.48E-05,8.49E-07,6.91E-05,0.012278947,N,
100,Fenbuconazole,114369-43-6,Rat cerebellar granule cell,2,96,4.42E-06,9.70E-05,0.000136855,0.709122184,N,
101,Fluazinam,79622-59-6,Rat cerebellar granule cell,2,96,2.08E-05,3.52E-05,0.000105178,0.335097088,N,
102,Furosemide,54-31-9,Rat cerebellar granule cell,2,96,2.07E-07,0.000141618,0.000149374,0.948073537,A,3
103,Glybenclamide,10238-21-8,Rat cerebellar granule cell,2,96,3.56E-05,5.06E-06,7.79E-05,0.064910126,A,5
104,HC Red 3,2871-01-4,Rat cerebellar granule cell,2,96,2.28E-09,0.000148089,0.000149988,0.987340979,N,
105,Hydralazine hydrochloride,304-20-1,Rat cerebellar granule cell,2,96,3.78E-09,0.00014802,0.000149976,0.986954937,B,6
106,Ketoconazole,65277-42-1,Rat cerebellar granule cell,2,96,3.12E-05,1.74E-05,9.12E-05,0.190590254,B,6.6
107,Metformin,1115-70-4,Rat cerebellar granule cell,2,96,1.17E-09,0.00014811,0.000149991,0.987460483,B,9.6
108,Metoclopramide,364-62-5,Rat cerebellar granule cell,2,96,9.11E-07,0.000128916,0.00014696,0.877219687,B,9
109,Nitrofurantoin,67-20-9,Rat cerebellar granule cell,2,96,2.23E-09,0.000148107,0.000149991,0.987440158,A,7.3
110,Oxytetracycline hydrochloride,2058-46-0,Rat cerebellar granule cell,2,96,4.10E-09,0.000148112,0.000149991,0.987471184,A,4.5
111,Panthenol,16485-10-2 ,Rat cerebellar granule cell,2,96,1.85E-09,0.00014811,0.000149991,0.987461241,N,
112,Paracetamol,103-90-2,Rat cerebellar granule cell,2,96,2.38E-09,0.000148063,0.000149984,0.987191237,N,
113,Topiramate,97240-79-4,Rat cerebellar granule cell,2,96,3.03E-09,0.000148112,0.000149991,0.987470027,A,9.2
114,Trimellitic anhydride,552-30-7,Rat cerebellar granule cell,2,96,2.57E-08,0.000146413,0.000149866,0.976954397,A,3.3
115,Verapamil hydrochloride,152-11-4,Rat cerebellar granule cell,2,96,2.87E-05,1.29E-05,8.68E-05,0.148290327,B,9.2
116,Warfarin,129-06-6,Rat cerebellar granule cell,2,96,6.49E-07,0.000133099,0.000147894,0.899958244,N,
117,Caffeine,58-08-2,Balbc_3T3,2,96,1.77E-08,0.000148006,0.000149896,0.98738971,N,
118,Lamotrigine,84057-84-1,Balbc_3T3,2,96,1.85E-07,0.000132243,0.00014928,0.885873712,B,6.6
119,Diclofenac,15307-79-6,Balbc_3T3,2,96,2.75E-08,0.000147956,0.000149907,0.986983886,B,17.6
120,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,2,96,2.51E-07,0.000124771,0.000148863,0.838157997,A,2.7
121,(S)-Naproxen,22204-53-1,Balbc_3T3,2,96,5.39E-07,0.000107486,0.000147661,0.727923155,A,4.4
122,Ibuprofen,15687-27-1,Balbc_3T3,2,96,1.27E-06,6.86E-05,0.00014382,0.477084431,A,5.4
123,Torasemide,56211-40-6,Balbc_3T3,2,96,1.17E-06,9.55E-05,0.00014665,0.65152502,A,4
124,Warfarin,81-81-2,Balbc_3T3,2,96,2.84E-07,0.00012851,0.00014908,0.862024294,A,4.5
125,di-n-butylphthalate,84-74-2,Balbc_3T3,2,96,4.37E-06,1.53E-05,0.000134295,0.113782274,N,
126,hexachlorophene,70-30-4,Balbc_3T3,2,96,1.14E-05,6.09E-09,0.000122007,4.99E-05,A,6.2
127,hexamethylenetetramine,100-97-0,Balbc_3T3,2,96,1.27E-08,0.000148029,0.000149908,0.987468698,B,6.4
128,Malathion,121-75-5,Balbc_3T3,2,96,1.63E-07,0.000136958,0.000149506,0.916070449,N,
129,pentachlorophenol,87-86-5,Balbc_3T3,2,96,5.14E-06,4.36E-06,0.000130713,0.033369399,A,5
130,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,2,96,1.97E-08,0.000146556,0.00014982,0.97821241,N,
131,diethylphthalate,84-66-2,Balbc_3T3,2,96,1.26E-07,0.000135332,0.000149431,0.905648136,N,
132,4-chlorophenol,106-48-9,Balbc_3T3,2,96,6.69E-08,0.000136367,0.000149475,0.912305592,N,
133,permethrin,52645-53-1,Balbc_3T3,2,96,9.88E-06,1.09E-07,0.000124739,0.000874628,N,
134,Aniline,62-53-3,Balbc_3T3,2,96,8.77E-09,0.000147896,0.000149889,0.986697891,N,
135,4-fluoroaniline,371-40-4,Balbc_3T3,2,96,1.13E-08,0.000147651,0.000149893,0.985043293,N,
136,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,2,96,1.15E-06,7.18E-05,0.000144188,0.49763217,A,6.8
137,Allyl alcohol,107-18-6,Balbc_3T3,2,96,5.30E-09,0.000147969,0.000149868,0.987328263,N,
138,N-methylaniline,100-61-8,Balbc_3T3,2,96,1.86E-08,0.000145178,0.000149755,0.969435819,N,
139,"3,4-dichloroaniline",95-76-1,Balbc_3T3,2,96,1.46E-07,0.000128822,0.000149096,0.864018887,N,
140,4-decylaniline,37529-30-9,Balbc_3T3,2,96,5.75E-06,1.79E-07,0.000125342,0.001424584,N,
141,naphthalene,91-20-3,Balbc_3T3,2,96,3.71E-07,9.86E-05,0.000144719,0.681216846,N,
142,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,2,96,1.57E-06,4.75E-05,0.000137634,0.344837254,N,
143,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,2,96,5.16E-07,8.58E-05,0.000137402,0.62473902,N,
144,dichloromethane,75-09-2,Balbc_3T3,2,96,8.06E-09,0.000125328,0.000127519,0.982816463,N,
145,tetrachloroethylene,127-18-4,Balbc_3T3,2,96,3.65E-07,5.82E-05,9.12E-05,0.638279762,N,
146,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,2,96,5.43E-08,3.97E-05,5.18E-05,0.765927301,N,
147,Eugenol F,97-53-0,Balbc_3T3,2,96,6.95E-08,0.000138568,0.000149575,0.926410432,N,
148,Methyl-antranilate,134-20-3,Balbc_3T3,2,96,3.51E-08,0.000143502,0.000149768,0.958163388,N,
149,Lilyfore,285977-85-7,Balbc_3T3,2,96,4.63E-07,0.000103933,0.000147371,0.70524805,N,
150,Damascone beta,23726-91-2,Balbc_3T3,2,96,2.35E-06,2.92E-05,0.000137263,0.212684163,N,
151,Veloutone,14595-54-1,Balbc_3T3,2,96,4.49E-06,2.89E-06,0.000129788,0.022238416,N,
152,Verdox,82356-51-2,Balbc_3T3,2,96,NA,NA,NA,NA,N,
153,Nirvanol,1506-02-1,Balbc_3T3,2,96,NA,NA,NA,NA,N,
154,Cetalox,3738-00-9,Balbc_3T3,2,96,4.91E-06,2.11E-06,0.00012905,0.016334721,N,
155,Tonalide,21145-77-7,Balbc_3T3,2,96,5.74E-06,9.54E-07,0.00012777,0.007463664,N,
156,"2,4-Dinitrophenol",51-28-5,Balbc_3T3,2,96,3.24E-08,0.000145179,0.000149823,0.968998925,A,4.1
157,Aldrin,309-00-2,Balbc_3T3,2,96,9.22E-06,1.09E-07,0.000124738,0.000874628,N,
158,Azinphos-methyl,86-50-0,Balbc_3T3,2,96,3.21E-07,0.00012688,0.000148987,0.851623028,N,
159,Chlorpyrifos,2921-88-2,Balbc_3T3,2,96,6.41E-06,6.54E-06,0.000131702,0.049671599,N,
160,"DDD-p,p'",50-29-3,Balbc_3T3,2,96,9.39E-06,3.52E-08,0.000123515,0.000285223,N,
161,"DDT-o,p'",789-02-6,Balbc_3T3,2,96,9.02E-06,9.25E-08,0.000124547,0.000742928,N,
162,"DDT-p,p'",72-54-8,Balbc_3T3,2,96,7.66E-06,3.08E-07,0.000126063,0.002441371,N,
163,Diazinon,333-41-5,Balbc_3T3,2,96,2.12E-06,6.23E-05,0.000143036,0.435820056,N,
164,Dicofol,115-32-2,Balbc_3T3,2,96,6.92E-06,5.63E-06,0.00013132,0.042834402,N,
165,Dieldrin,60-57-1,Balbc_3T3,2,96,7.35E-06,4.36E-06,0.000130711,0.033369399,N,
166,Disulfoton,298-04-4,Balbc_3T3,2,96,2.53E-06,4.65E-05,0.000140781,0.330265746,N,
167,Endosulfan I,115-29-7,Balbc_3T3,2,96,2.91E-06,6.07E-05,0.000142756,0.425522162,N,
168,Endrin,72-20-8,Balbc_3T3,2,96,7.98E-06,1.95E-06,0.000129036,0.015114939,N,
169,Ethion,563-12-2,Balbc_3T3,2,96,7.30E-06,4.96E-06,0.000131011,0.037822848,N,
170,Heptachlor,76-44-8,Balbc_3T3,2,96,8.91E-06,3.25E-07,0.000126134,0.002575948,N,
171,Heptachlor epoxide B,1024-57-3,Balbc_3T3,2,96,7.17E-06,6.22E-06,0.000131568,0.047286518,N,
172,Lindane,58-89-9,Balbc_3T3,2,96,1.77E-06,6.94E-05,0.000143903,0.482231711,N,
173,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,2,96,6.58E-06,4.83E-06,0.000130951,0.03688939,N,
174,Parathion,56-38-2,Balbc_3T3,2,96,2.09E-06,6.08E-05,0.000142832,0.425522162,N,
175,Trifluralin,1582-09-8,Balbc_3T3,2,96,6.87E-06,2.47E-06,0.000129483,0.01906693,N,
176,Cisapride,81098-60-4,Balbc_3T3,2,96,1.94E-06,8.70E-05,0.000145842,0.596829116,B,7.8
177,Citalopram hydrobromide,59729-33-8,Balbc_3T3,2,96,7.89E-07,0.000106309,0.000147546,0.720517051,N,
178,Dofetilide,115256-11-6,Balbc_3T3,2,96,1.73E-07,0.000139328,0.000149608,0.931284536,B,8.4
179,Moxifloxacin hydrochloride,186826-86-8,Balbc_3T3,2,96,4.02E-08,0.000147719,0.0001499,0.985451719,A,6
180,N-acetylpro-cainamide,32795-44-1,Balbc_3T3,2,96,2.90E-08,0.000147557,0.000149895,0.984397554,B,9.2
181,Quinidine sulfate,50-54-4,Balbc_3T3,2,96,8.31E-07,0.000104723,0.00014744,0.710277048,B,9.3
182,Sematilide,101526-83-4,Balbc_3T3,2,96,3.06E-08,0.00014781,0.000149902,0.986042938,B,9.1
183,Sotalol hydrochloride,959-24-0,Balbc_3T3,2,96,2.49E-08,0.000148006,0.000149909,0.987305715,B,9
184,Mifepristone,84371-65-3,Balbc_3T3,2,96,7.62E-06,8.04E-06,0.00013226,0.060815115,N,
185,Perfluorobutanesulfonic_acid,375-73-5,Balbc_3T3,2,96,4.33E-08,0.000146203,0.000149856,0.975621065,A,-2.9
186,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Balbc_3T3,2,96,6.48E-08,0.000144524,0.000149803,0.964763242,A,1.4
187,Perfluorononanoic_acid,375-95-1,Balbc_3T3,2,96,1.10E-05,3.52E-07,0.000126252,0.002791638,A,0.1
188,Perfluorohexanoic_acid,307-24-4,Balbc_3T3,2,96,3.53E-06,3.45E-05,0.000138758,0.248765877,A,0.1
189,Perfluorobutanoic_acid,375-22-4,Balbc_3T3,2,96,4.00E-08,0.000144441,0.000149415,0.966715317,A,0.1
190,Perfluorooctanoic_acid,335-67-1,Balbc_3T3,2,96,4.33E-06,3.90E-05,0.000139553,0.279107554,A,0.1
191,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Balbc_3T3,2,96,6.65E-07,0.000118242,0.000148446,0.796531875,A,1.4
192,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Balbc_3T3,2,96,5.82E-06,3.58E-05,0.000138985,0.257240866,A,1.4
193,Perfluoroundecanoic_acid,2058-94-8,Balbc_3T3,2,96,1.31E-05,4.88E-07,0.000126721,0.003847133,A,0.1
194,Perfluorooctanesulfonic_acid,1763-23-1,Balbc_3T3,2,96,1.16E-05,4.88E-07,0.000126721,0.003847133,A,-2.9
195,Perfluoroheptanoic_acid,375-85-9,Balbc_3T3,2,96,1.62E-06,8.41E-05,0.000145542,0.577663601,A,0.1
196,Perfluoropentanoic_acid,2706-90-3,Balbc_3T3,2,96,1.22E-07,0.000137701,0.000149539,0.920836959,A,0.1
197,Perfluorohexanesulfonic_acid,355-46-4,Balbc_3T3,2,96,3.75E-07,0.000128194,0.000149062,0.860001566,A,-2.9
198,Perfluorodecanoic_acid,335-76-2,Balbc_3T3,2,96,1.28E-05,1.43E-07,0.000125069,0.001147286,A,0.1
199,cyclosporine A,59865-13-3,Balbc_3T3,2,96,1.69E-06,0.00012043,0.000148591,0.810477685,N,
200,chlorpromazine,50-53-3,Balbc_3T3,2,96,6.65E-06,2.06E-06,0.000129137,0.015917882,B,9.4
201,PBDE 47,5436-43-1,Balbc_3T3,2,96,1.27E-05,4.65E-08,0.000123794,0.000375282,N,
202,PBDE 99,60348-60-9,Balbc_3T3,2,96,1.55E-05,1.13E-08,0.000122486,9.20E-05,N,
203,PBDE 153,68631-49-2,Balbc_3T3,2,96,1.85E-05,2.22E-09,0.000121324,1.83E-05,N,
204,amiodarone,1951-25-3,Balbc_3T3,2,96,1.81E-05,5.60E-09,0.000121946,4.59E-05,B,9
205,Azathioprine,446-86-6,Balbc_3T3,2,96,2.53E-08,0.000148012,0.000149908,0.987349781,A,8.2
206,Benzocaine,94-09-7,Balbc_3T3,2,96,3.73E-08,0.000143685,0.000149774,0.959346492,N,
207,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,2,96,NA,NA,NA,NA,N,
208,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,2,96,3.61E-08,0.000147953,0.000149907,0.986966717,A,4.7
209,Cyclamate,139-05-9,Balbc_3T3,2,96,1.63E-08,0.000148027,0.000149909,0.987447983,B,17.6
210,Cyclophosphamide,6055-19-2,Balbc_3T3,2,96,2.42E-08,0.000147949,0.000149899,0.986989479,B,6.1
211,Cypermethrin,67375-30-8,Balbc_3T3,2,96,1.07E-05,7.85E-08,0.000124359,0.000630883,N,
212,DEET,134-62-3,Balbc_3T3,2,96,6.98E-08,0.000139976,0.000149634,0.935454373,N,
213,Dexamethasone,50-02-2,Balbc_3T3,2,96,9.64E-08,0.000143119,0.000149754,0.955689046,N,
214,Digoxin,20830-75-5,Balbc_3T3,2,96,8.79E-08,0.000147276,0.000149887,0.982575722,N,
215,Fenazaquin,120928-09-8,Balbc_3T3,2,96,6.54E-06,1.58E-06,0.000128646,0.012278947,N,
216,Fenbuconazole,114369-43-6,Balbc_3T3,2,96,8.67E-07,0.000104527,0.000147403,0.709122184,N,
217,Fluazinam,79622-59-6,Balbc_3T3,2,96,4.23E-06,4.72E-05,0.000140903,0.335097088,N,
218,Furosemide,54-31-9,Balbc_3T3,2,96,9.55E-08,0.000141937,0.000149711,0.948073537,A,3
219,Glybenclamide,10238-21-8,Balbc_3T3,2,96,8.67E-06,8.60E-06,0.000132449,0.064910126,A,5
220,HC Red 3,2871-01-4,Balbc_3T3,2,96,1.80E-08,0.00014801,0.000149908,0.987340979,N,
221,Hydralazine hydrochloride,304-20-1,Balbc_3T3,2,96,1.49E-08,0.000147951,0.000149907,0.986954937,B,6
222,Ketoconazole,65277-42-1,Balbc_3T3,2,96,6.87E-06,2.61E-05,0.000137071,0.190590254,B,6.6
