,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media,IOC,pKa
2612,Cisapride,81098-60-4,Me_180,20,96,3.11E-06,4.62E-05,0.000133112,0.348668052,B,7.8
2613,Citalopram hydrobromide,59729-33-8,Me_180,20,96,1.12E-06,3.39E-05,0.00012456,0.273502363,N,
2614,Dofetilide,115256-11-6,Me_180,20,96,4.98E-07,1.41E-04,0.000146916,0.966086922,B,8.4
2615,Moxifloxacin hydrochloride,186826-86-8,Me_180,20,96,6.85E-08,0.000147805,0.000149656,0.991497925,A,6
2616,N-acetylpro-cainamide,32795-44-1,Me_180,20,96,1.03E-07,0.000149524,0.000149774,1.002238337,B,9.2
2617,Quinidine sulfate,50-54-4,Me_180,20,96,3.51E-06,1.15E-04,0.0001454,0.792367969,B,9.3
2618,Sematilide,101526-83-4,Me_180,20,96,9.68E-08,0.000149552,0.000149765,1.002486851,B,9.1
2619,Sotalol hydrochloride,959-24-0,Me_180,20,96,6.97E-08,0.000149849,0.000149875,1.003740425,B,9
2620,Mifepristone,84371-65-3,Me_180,20,96,1.98E-06,1.22E-06,0.000140266,0.008701422,N,
2621,Perfluorobutanesulfonic_acid,375-73-5,Me_180,20,96,6.92E-08,0.000145391,0.000149927,0.973537317,A,-2.9
2622,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,Me_180,20,96,7.20E-08,0.000141467,0.000149923,0.947286791,A,1.4
2623,Perfluorononanoic_acid,375-95-1,Me_180,20,96,9.89E-07,5.81E-07,0.000149006,0.00391147,A,0.1
2624,Perfluorohexanoic_acid,307-24-4,Me_180,20,96,1.18E-07,5.41E-06,0.000149877,0.036254002,A,0.1
2625,Perfluorobutanoic_acid,375-22-4,Me_180,20,96,7.14E-08,0.000142231,0.000149924,0.9524002,A,0.1
2626,Perfluorooctanoic_acid,335-67-1,Me_180,20,96,1.19E-07,6.40E-06,0.000149876,0.042892934,A,0.1
2627,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,Me_180,20,96,1.10E-07,6.72E-05,0.000149878,0.449792138,A,1.4
2628,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,Me_180,20,96,1.19E-07,5.68E-06,0.000149877,0.038042778,A,1.4
2629,Perfluoroundecanoic_acid,2058-94-8,Me_180,20,96,8.29E-07,6.45E-07,0.000149166,0.004338169,A,0.1
2630,Perfluorooctanesulfonic_acid,1763-23-1,Me_180,20,96,8.29E-07,6.45E-07,0.000149166,0.004338169,A,-2.9
2631,Perfluoroheptanoic_acid,375-85-9,Me_180,20,96,1.23E-07,2.50E-05,0.000149869,0.167389596,A,0.1
2632,Perfluoropentanoic_acid,2706-90-3,Me_180,20,96,8.46E-08,1.21E-04,0.000149907,0.807984127,A,0.1
2633,Perfluorohexanesulfonic_acid,355-46-4,Me_180,20,96,9.98E-08,9.12E-05,0.000149889,0.611011736,A,-2.9
2634,Perfluorodecanoic_acid,335-76-2,Me_180,20,96,1.60E-06,4.35E-07,0.000148391,0.002941431,A,0.1
2635,cyclosporine A,59865-13-3,Me_180,20,96,9.13E-07,5.26E-05,0.000122932,0.429281369,N,
2636,chlorpromazine,50-53-3,Me_180,20,96,3.29E-05,6.62E-06,0.000116191,0.057239633,B,9.4
2637,PBDE 47,5436-43-1,Me_180,20,96,8.03E-06,5.41E-08,0.000137683,3.94E-04,N,
2638,PBDE 99,60348-60-9,Me_180,20,96,9.03E-06,1.85E-08,0.00013812,1.34E-04,N,
2639,PBDE 153,68631-49-2,Me_180,20,96,9.72E-06,5.14E-09,0.000138597,3.72E-05,N,
2640,amiodarone,1951-25-3,Me_180,20,96,9.80E-05,1.24E-07,5.12964E-05,2.43E-03,B,9
2641,Azathioprine,446-86-6,Me_180,20,96,6.78E-08,0.000148133,0.00014832,1.002652934,A,8.2
2642,Benzocaine,94-09-7,Me_180,20,96,2.28E-07,0.00012242,0.000134459,0.914027016,N,
2643,Butylated hydroxyanisole,25013-16-5,Me_180,20,96,1.24414E-06,2.26967E-05,0.000127018,0.179388945,N,
2644,Cetirizine dihydrochloride,83881-52-1,Me_180,20,96,6.63E-08,0.00014927,0.000149924,0.999530617,A,4.7
2645,Cyclamate,139-05-9,Me_180,20,96,6.62E-08,0.000149931,0.000149934,1.003896591,B,17.6
2646,Cyclophosphamide,6055-19-2,Me_180,20,96,7.76E-08,0.000145351,0.000146132,0.998549143,B,6.1
2647,Cypermethrin,67375-30-8,Me_180,20,96,7.54E-06,7.91E-08,0.00013757,5.77E-04,N,
2648,DEET,134-62-3,Me_180,20,96,3.67E-07,1.06E-04,0.00012944,0.825481961,N,
2649,Dexamethasone,50-02-2,Me_180,20,96,2.49E-07,0.000119883,0.000133547,0.901191512,N,
2650,Digoxin,20830-75-5,Me_180,20,96,1.10E-07,0.000138828,0.000141951,0.981824932,N,
2651,Fenazaquin,120928-09-8,Me_180,20,96,3.81E-06,5.33E-07,0.00013844,0.003864529,N,
2652,Fenbuconazole,114369-43-6,Me_180,20,96,1.14E-06,3.22E-05,0.000124854,0.259022637,N,
2653,Fluazinam,79622-59-6,Me_180,20,96,1.41E-06,6.52E-06,0.000135144,0.048411384,N,
2654,Furosemide,54-31-9,Me_180,20,96,7.67E-08,0.000134162,0.000149916,0.898416352,A,3
2655,Glybenclamide,10238-21-8,Me_180,20,96,1.74E-07,1.66E-06,0.000149783,0.011159392,A,5
2656,HC Red 3,2871-01-4,Me_180,20,96,6.84E-08,0.000147786,0.000147994,1.002502993,N,
2657,Hydralazine hydrochloride,304-20-1,Me_180,20,96,7.84E-08,0.000145101,0.000145948,0.998089327,B,6
2658,Ketoconazole,65277-42-1,Me_180,20,96,1.72E-06,3.39E-06,0.000138902,0.024476679,B,6.6
2659,Metformin,1115-70-4,Me_180,20,96,6.59E-08,0.000149929,0.000149931,1.003904573,B,9.6
2660,Metoclopramide,364-62-5,Me_180,20,96,1.08E-06,1.39E-04,0.000147759,0.941954217,B,9
2661,Nitrofurantoin,67-20-9,Me_180,20,96,6.58E-08,0.000149497,0.000149537,1.003643055,A,7.3
2662,Oxytetracycline hydrochloride,2058-46-0,Me_180,20,96,6.56E-08,0.000149932,0.000149934,1.003897602,A,4.5
2663,Panthenol,16485-10-2 ,Me_180,20,96,6.57E-08,0.000149402,0.000149419,1.003798496,N,
2664,Paracetamol,103-90-2,Me_180,20,96,7.21E-08,0.000146511,0.000146974,1.000752536,N,
2665,Topiramate,97240-79-4,Me_180,20,96,6.56E-08,0.000149663,0.000149668,1.003879421,A,9.2
2666,Trimellitic anhydride,552-30-7,Me_180,20,96,6.89E-08,0.00014581,0.000149927,0.976348624,A,3.3
2667,Verapamil hydrochloride,152-11-4,Me_180,20,96,1.08E-05,1.90E-05,0.000138078,0.137922605,B,9.2
2668,Warfarin,129-06-6,Me_180,20,96,5.61E-07,8.62E-05,0.000125257,0.69115041,N,
2669,Caffeine,58-08-2,H4lle,20,96,6.53E-08,0.000148308,0.000148436,1.003048724,N,
2670,Lamotrigine,84057-84-1,H4lle,20,96,2.53E-07,8.48E-05,0.000126666,0.672055828,B,6.6
2671,Diclofenac,15307-79-6,H4lle,20,96,7.33E-08,0.000149862,0.000149925,1.00348969,B,17.6
2672,"2,4-Dichlorophenoxyacetic",94-75-7,H4lle,20,96,4.96E-08,8.21E-05,0.000149939,0.549870884,A,2.7
2673,(S)-Naproxen,22204-53-1,H4lle,20,96,4.08E-08,4.86E-05,0.000149915,0.325599324,A,4.4
2674,Ibuprofen,15687-27-1,H4lle,20,96,3.39E-08,1.62E-05,0.00014973,0.108453046,A,5.4
2675,Torasemide,56211-40-6,H4lle,20,96,3.65E-08,3.45E-05,0.000149942,0.230791787,A,4
2676,Warfarin,81-81-2,H4lle,20,96,5.23E-08,9.21E-05,0.000149894,0.616902939,A,4.5
2677,di-n-butylphthalate,84-74-2,H4lle,20,96,3.18E-07,1.66E-06,0.000142218,0.01170014,N,
2678,hexachlorophene,70-30-4,H4lle,20,96,1.91E-06,9.30E-08,0.000146948,6.35E-04,A,6.2
2679,hexamethylenetetramine,100-97-0,H4lle,20,96,6.15E-08,0.00014075,0.000140756,1.003871452,B,6.4
2680,Malathion,121-75-5,H4lle,20,96,1.37E-07,9.51E-05,0.000127065,0.751029015,N,
2681,pentachlorophenol,87-86-5,H4lle,20,96,5.26E-08,1.32E-06,0.000149898,0.008849317,A,5
2682,"2,2,2-trichloroethanol",115-20-8,H4lle,20,96,6.92E-08,0.00012592,0.000130117,0.971529898,N,
2683,diethylphthalate,84-66-2,H4lle,20,96,1.48E-07,8.93E-05,0.000125977,0.71196546,N,
2684,4-chlorophenol,106-48-9,H4lle,20,96,1.41E-07,9.28E-05,0.000126434,0.736795306,N,
2685,permethrin,52645-53-1,H4lle,20,96,1.63E-06,1.04E-07,0.000142878,0.000729322,N,
2686,Aniline,62-53-3,H4lle,20,96,6.68E-08,0.000142089,0.00014341,0.994668488,N,
2687,4-fluoroaniline,371-40-4,H4lle,20,96,6.86E-08,0.000137988,0.000140357,0.986966426,N,
2688,"2,4,6-trichlorophenol",88-06-2,H4lle,20,96,9.91E-08,1.66E-05,0.000145152,0.114648247,A,6.8
2689,Allyl alcohol,107-18-6,H4lle,20,96,6.20E-08,0.000139893,0.000140111,1.002358012,N,
2690,N-methylaniline,100-61-8,H4lle,20,96,7.72E-08,0.000121823,0.000129148,0.946971232,N,
2691,"3,4-dichloroaniline",95-76-1,H4lle,20,96,1.84E-07,7.03E-05,0.000123624,0.570648432,N,
2692,4-decylaniline,37529-30-9,H4lle,20,96,1.50E-06,1.45E-07,0.000142401,0.001023937,N,
2693,naphthalene,91-20-3,H4lle,20,96,2.36E-07,2.50E-05,0.000110394,0.227230992,N,
2694,"1,2,4-trichlorobenzene",120-82-1,H4lle,20,96,1.34E-07,2.94E-06,5.82198E-05,0.050740255,N,
2695,"1,2-dichlorobenzene",95-50-1,H4lle,20,96,6.99E-08,5.52E-06,3.15414E-05,0.175780755,N,
2696,dichloromethane,75-09-2,H4lle,20,96,5.77E-09,1.12564E-05,1.15035E-05,0.982349427,N,
2697,tetrachloroethylene,127-18-4,H4lle,20,96,2.72E-08,2.30E-06,1.23416E-05,0.186778431,N,
2698,"2,3-dimethyl-1,3-butadiene",513-81-5,H4lle,20,96,4.94E-10,8.63E-08,2.54E-07,0.341718023,N,
2699,Eugenol F,97-53-0,H4lle,20,96,1.26E-07,1.01E-04,0.000128085,0.790621879,N,
2700,Methyl-antranilate,134-20-3,H4lle,20,96,9.32E-08,0.000121708,0.000134281,0.909918026,N,
2701,Lilyfore,285977-85-7,H4lle,20,96,2.64E-07,3.18E-05,0.000125686,0.254308513,N,
2702,Damascone beta,23726-91-2,H4lle,20,96,3.11E-07,3.41E-06,0.000137878,0.024828186,N,
2703,Veloutone,14595-54-1,H4lle,20,96,6.82E-07,7.45E-07,0.000141237,0.005298327,N,
2704,Verdox,82356-51-2,H4lle,20,96,1.59619E-06,1.13883E-07,0.000142458,0.000802543,N,
2705,Nirvanol,1506-02-1,H4lle,20,96,1.0013E-06,4.1085E-07,0.000141326,0.002918496,N,
2706,Cetalox,3738-00-9,H4lle,20,96,7.50E-07,6.20E-07,0.000138008,0.00450852,N,
2707,Tonalide,21145-77-7,H4lle,20,96,1.00E-06,4.11E-07,0.000141326,0.002918496,N,
2708,"2,4-Dinitrophenol",51-28-5,H4lle,20,96,6.42E-08,0.000143093,0.000149924,0.958172353,A,4.1
2709,Aldrin,309-00-2,H4lle,20,96,1.63E-06,1.03E-07,0.000142458,0.000729322,N,
2710,Azinphos-methyl,86-50-0,H4lle,20,96,1.93E-07,6.57E-05,0.000123599,0.533919875,N,
2711,Chlorpyrifos,2921-88-2,H4lle,20,96,4.84E-07,1.11E-06,0.000141589,0.007897835,N,
2712,"DDD-p,p'",50-29-3,H4lle,20,96,1.89E-06,4.60E-08,0.000143959,3.21E-04,N,
2713,"DDT-o,p'",789-02-6,H4lle,20,96,1.68E-06,9.25E-08,0.000143034,6.49E-04,N,
2714,"DDT-p,p'",72-54-8,H4lle,20,96,1.35E-06,2.07E-07,0.000141953,0.001466675,N,
2715,Diazinon,333-41-5,H4lle,20,96,3.08E-07,1.02E-05,0.000133439,0.07698005,N,
2716,Dicofol,115-32-2,H4lle,20,96,5.17E-07,1.04E-06,0.000141521,0.007351781,N,
2717,Dieldrin,60-57-1,H4lle,20,96,5.77E-07,9.16E-07,0.000141397,0.006503656,N,
2718,Disulfoton,298-04-4,H4lle,20,96,3.14E-07,6.42E-06,0.000136285,0.04728531,N,
2719,Endosulfan I,115-29-7,H4lle,20,96,3.09E-07,9.80E-06,0.000133714,0.073540874,N,
2720,Endrin,72-20-8,H4lle,20,96,7.90E-07,6.08E-07,0.000141227,0.004325509,N,
2721,Ethion,563-12-2,H4lle,20,96,5.47E-07,9.75E-07,0.000141461,0.00691824,N,
2722,Heptachlor,76-44-8,H4lle,20,96,1.33E-06,2.15E-07,0.000141881,0.001518687,N,
2723,Heptachlor epoxide B,1024-57-3,H4lle,20,96,4.95E-07,1.09E-06,0.000141571,0.007712633,N,
2724,Lindane,58-89-9,H4lle,20,96,3.03E-07,1.24E-05,0.000131802,0.094344232,N,
2725,"Methoxychlor-o,p'",72-43-5,H4lle,20,96,5.53E-07,9.63E-07,0.000141449,0.006833824,N,
2726,Parathion,56-38-2,H4lle,20,96,3.09E-07,9.80E-06,0.00013373,0.073540874,N,
2727,Trifluralin,1582-09-8,H4lle,20,96,7.24E-07,6.88E-07,0.0001412,0.004891678,N,
2728,Cisapride,81098-60-4,H4lle,20,96,1.79E-06,4.66E-05,0.000134311,0.348668052,B,7.8
2729,Citalopram hydrobromide,59729-33-8,H4lle,20,96,2.59E-07,3.41E-05,0.00012528,0.273502363,N,
2730,Dofetilide,115256-11-6,H4lle,20,96,3.33E-07,1.42E-04,0.000147078,0.966086922,B,8.4
2731,Moxifloxacin hydrochloride,186826-86-8,H4lle,20,96,6.54E-08,0.000147808,0.000149659,0.991497925,A,6
2732,N-acetylpro-cainamide,32795-44-1,H4lle,20,96,8.95E-08,0.000149538,0.000149788,1.002238337,B,9.2
2733,Quinidine sulfate,50-54-4,H4lle,20,96,2.29E-06,1.16E-04,0.000146612,0.792367969,B,9.3
2734,Sematilide,101526-83-4,H4lle,20,96,8.54E-08,0.000149564,0.000149777,1.002486851,B,9.1
2735,Sotalol hydrochloride,959-24-0,H4lle,20,96,6.81E-08,0.00014985,0.000149876,1.003740425,B,9
2736,Mifepristone,84371-65-3,H4lle,20,96,4.39E-07,1.23E-06,0.000141729,0.008701422,N,
2737,Perfluorobutanesulfonic_acid,375-73-5,H4lle,20,96,6.47E-08,0.000145395,0.000149932,0.973537317,A,-2.9
2738,4_2_Fluorotelomer_sulfonic_acid,757124-72-4,H4lle,20,96,6.38E-08,0.000141474,0.000149931,0.947286791,A,1.4
2739,Perfluorononanoic_acid,375-95-1,H4lle,20,96,2.00E-07,5.84E-07,0.000149795,0.00391147,A,0.1
2740,Perfluorohexanoic_acid,307-24-4,H4lle,20,96,2.57E-08,5.42E-06,0.00014997,0.036254002,A,0.1
2741,Perfluorobutanoic_acid,375-22-4,H4lle,20,96,6.40E-08,0.000142238,0.000149931,0.9524002,A,0.1
2742,Perfluorooctanoic_acid,335-67-1,H4lle,20,96,2.62E-08,6.41E-06,0.000149969,0.042892934,A,0.1
2743,6_2_Fluorotelomer_sulfonic_acid,27619-97-2,H4lle,20,96,4.56E-08,6.72E-05,0.000149943,0.449792138,A,1.4
2744,8_2_Fluorotelomer_sulfonic_acid,39108-34-4,H4lle,20,96,2.58E-08,5.68E-06,0.00014997,0.038042778,A,1.4
2745,Perfluoroundecanoic_acid,2058-94-8,H4lle,20,96,1.67E-07,6.47E-07,0.000149827,0.004338169,A,0.1
2746,Perfluorooctanesulfonic_acid,1763-23-1,H4lle,20,96,1.67E-07,6.47E-07,0.000149827,0.004338169,A,-2.9
2747,Perfluoroheptanoic_acid,375-85-9,H4lle,20,96,3.34E-08,2.50E-05,0.000149958,0.167389596,A,0.1
2748,Perfluoropentanoic_acid,2706-90-3,H4lle,20,96,5.91E-08,1.21E-04,0.000149932,0.807984127,A,0.1
2749,Perfluorohexanesulfonic_acid,355-46-4,H4lle,20,96,5.19E-08,9.13E-05,0.000149937,0.611011736,A,-2.9
2750,Perfluorodecanoic_acid,335-76-2,H4lle,20,96,3.24E-07,4.39E-07,0.000149669,0.002941431,A,0.1
2751,cyclosporine A,59865-13-3,H4lle,20,96,2.20E-07,5.28E-05,0.000123503,0.429281369,N,
2752,chlorpromazine,50-53-3,H4lle,20,96,2.30E-05,7.19E-06,0.000126082,0.057239633,B,9.4
2753,PBDE 47,5436-43-1,H4lle,20,96,1.83E-06,5.64E-08,0.000143696,3.94E-04,N,
2754,PBDE 99,60348-60-9,H4lle,20,96,2.07E-06,1.94E-08,0.000144943,1.34E-04,N,
2755,PBDE 153,68631-49-2,H4lle,20,96,2.23E-06,5.41E-09,0.000145993,3.72E-05,N,
2756,amiodarone,1951-25-3,H4lle,20,96,8.20E-05,1.63E-07,6.7137E-05,2.43E-03,B,9
2757,Azathioprine,446-86-6,H4lle,20,96,6.54E-08,0.000148136,0.000148322,1.002652934,A,8.2
2758,Benzocaine,94-09-7,H4lle,20,96,9.20E-08,0.000122531,0.000134581,0.914027016,N,
2759,Butylated hydroxyanisole,25013-16-5,H4lle,20,96,2.82818E-07,2.28434E-05,0.000127838,0.179388945,N,
2760,Cetirizine dihydrochloride,83881-52-1,H4lle,20,96,6.54E-08,0.00014927,0.000149925,0.999530617,A,4.7
2761,Cyclamate,139-05-9,H4lle,20,96,6.59E-08,0.000149931,0.000149934,1.003896591,B,17.6
2762,Cyclophosphamide,6055-19-2,H4lle,20,96,6.71E-08,0.000145361,0.000146142,0.998549143,B,6.1
2763,Cypermethrin,67375-30-8,H4lle,20,96,1.72E-06,8.23E-08,0.000143195,5.77E-04,N,
2764,DEET,134-62-3,H4lle,20,96,1.17E-07,1.07E-04,0.000129656,0.825481961,N,
2765,Dexamethasone,50-02-2,H4lle,20,96,9.58E-08,0.000120005,0.000133684,0.901191512,N,
2766,Digoxin,20830-75-5,H4lle,20,96,7.14E-08,0.000138863,0.000141987,0.981824932,N,
2767,Fenazaquin,120928-09-8,H4lle,20,96,8.51E-07,5.44E-07,0.00014124,0.003864529,N,
2768,Fenbuconazole,114369-43-6,H4lle,20,96,2.63E-07,3.24E-05,0.000125588,0.259022637,N,
2769,Fluazinam,79622-59-6,H4lle,20,96,3.13E-07,6.56E-06,0.000136139,0.048411384,N,
2770,Furosemide,54-31-9,H4lle,20,96,6.22E-08,0.000134175,0.00014993,0.898416352,A,3
2771,Glybenclamide,10238-21-8,H4lle,20,96,3.56E-08,1.67E-06,0.00014992,0.011159392,A,5
2772,HC Red 3,2871-01-4,H4lle,20,96,6.54E-08,0.000147789,0.000147997,1.002502993,N,
2773,Hydralazine hydrochloride,304-20-1,H4lle,20,96,6.72E-08,0.000145112,0.000145959,0.998089327,B,6
2774,Ketoconazole,65277-42-1,H4lle,20,96,5.58E-07,3.41E-06,0.00013999,0.024476679,B,6.6
2775,Metformin,1115-70-4,H4lle,20,96,6.57E-08,0.000149929,0.000149931,1.003904573,B,9.6
2776,Metoclopramide,364-62-5,H4lle,20,96,7.16E-07,1.39E-04,0.000148124,0.941954217,B,9
2777,Nitrofurantoin,67-20-9,H4lle,20,96,6.54E-08,0.000149497,0.000149537,1.003643055,A,7.3
2778,Oxytetracycline hydrochloride,2058-46-0,H4lle,20,96,6.55E-08,0.000149932,0.000149934,1.003897602,A,4.5
2779,Panthenol,16485-10-2 ,H4lle,20,96,6.54E-08,0.000149402,0.00014942,1.003798496,N,
2780,Paracetamol,103-90-2,H4lle,20,96,6.58E-08,0.000146518,0.00014698,1.000752536,N,
2781,Topiramate,97240-79-4,H4lle,20,96,6.54E-08,0.000149663,0.000149668,1.003879421,A,9.2
2782,Trimellitic anhydride,552-30-7,H4lle,20,96,6.47E-08,0.000145814,0.000149931,0.976348624,A,3.3
2783,Verapamil hydrochloride,152-11-4,H4lle,20,96,7.10E-06,1.95E-05,0.000141727,0.137922605,B,9.2
2784,Warfarin,129-06-6,H4lle,20,96,1.53E-07,8.65E-05,0.000125599,0.69115041,N,
2785,Caffeine,58-08-2,SH-SY5Y,20,96,3.69E-08,0.000148336,0.000148464,1.003048724,N,
2786,Lamotrigine,84057-84-1,SH-SY5Y,20,96,1.79E-07,8.48E-05,0.000126729,0.672055828,B,6.6
2787,Diclofenac,15307-79-6,SH-SY5Y,20,96,4.15E-08,0.000149894,0.000149957,1.00348969,B,17.6
2788,"2,4-Dichlorophenoxyacetic",94-75-7,SH-SY5Y,20,96,3.28E-08,8.21E-05,0.000149955,0.549870884,A,2.7
2789,(S)-Naproxen,22204-53-1,SH-SY5Y,20,96,2.99E-08,4.86E-05,0.000149925,0.325599324,A,4.4
2790,Ibuprofen,15687-27-1,SH-SY5Y,20,96,2.84E-08,1.62E-05,0.000149735,0.108453046,A,5.4
2791,Torasemide,56211-40-6,SH-SY5Y,20,96,2.81E-08,3.45E-05,0.00014995,0.230791787,A,4
2792,Warfarin,81-81-2,SH-SY5Y,20,96,3.37E-08,9.21E-05,0.000149912,0.616902939,A,4.5
2793,di-n-butylphthalate,84-74-2,SH-SY5Y,20,96,2.72E-07,1.66E-06,0.000142262,0.01170014,N,
2794,hexachlorophene,70-30-4,SH-SY5Y,20,96,1.70E-06,9.31E-08,0.000147161,6.35E-04,A,6.2
2795,hexamethylenetetramine,100-97-0,SH-SY5Y,20,96,3.46E-08,0.000140776,0.000140781,1.003871452,B,6.4
2796,Malathion,121-75-5,SH-SY5Y,20,96,1.05E-07,9.51E-05,0.000127093,0.751029015,N,
2797,pentachlorophenol,87-86-5,SH-SY5Y,20,96,4.79E-08,1.32E-06,0.000149903,0.008849317,A,5
2798,"2,2,2-trichloroethanol",115-20-8,SH-SY5Y,20,96,4.30E-08,0.000125942,0.00013014,0.971529898,N,
2799,diethylphthalate,84-66-2,SH-SY5Y,20,96,1.14E-07,8.94E-05,0.000126005,0.71196546,N,
2800,4-chlorophenol,106-48-9,SH-SY5Y,20,96,1.08E-07,9.28E-05,0.000126462,0.736795306,N,
2801,permethrin,52645-53-1,SH-SY5Y,20,96,1.40E-06,1.04E-07,0.000143104,0.000729322,N,
2802,Aniline,62-53-3,SH-SY5Y,20,96,3.90E-08,0.000142116,0.000143437,0.994668488,N,
2803,4-fluoroaniline,371-40-4,SH-SY5Y,20,96,4.09E-08,0.000138013,0.000140383,0.986966426,N,
2804,"2,4,6-trichlorophenol",88-06-2,SH-SY5Y,20,96,8.36E-08,1.66E-05,0.000145167,0.114648247,A,6.8
2805,Allyl alcohol,107-18-6,SH-SY5Y,20,96,3.51E-08,0.000139919,0.000140136,1.002358012,N,
2806,N-methylaniline,100-61-8,SH-SY5Y,20,96,5.03E-08,0.000121845,0.000129172,0.946971232,N,
2807,"3,4-dichloroaniline",95-76-1,SH-SY5Y,20,96,1.47E-07,7.03E-05,0.000123653,0.570648432,N,
2808,4-decylaniline,37529-30-9,SH-SY5Y,20,96,1.29E-06,1.45E-07,0.000142608,0.001023937,N,
2809,naphthalene,91-20-3,SH-SY5Y,20,96,1.98E-07,2.50E-05,0.000110422,0.227230992,N,
2810,"1,2,4-trichlorobenzene",120-82-1,SH-SY5Y,20,96,1.14E-07,2.94E-06,5.82277E-05,0.050740255,N,
2811,"1,2-dichlorobenzene",95-50-1,SH-SY5Y,20,96,5.89E-08,5.52E-06,3.15438E-05,0.175780755,N,
2812,dichloromethane,75-09-2,SH-SY5Y,20,96,3.49E-09,1.12566E-05,1.15037E-05,0.982349427,N,
2813,tetrachloroethylene,127-18-4,SH-SY5Y,20,96,2.29E-08,2.30E-06,1.2342E-05,0.186778431,N,
2814,"2,3-dimethyl-1,3-butadiene",513-81-5,SH-SY5Y,20,96,4.09E-10,8.63E-08,2.54E-07,0.341718023,N,
2815,Eugenol F,97-53-0,SH-SY5Y,20,96,9.49E-08,1.01E-04,0.000128112,0.790621879,N,
2816,Methyl-antranilate,134-20-3,SH-SY5Y,20,96,6.40E-08,0.000121732,0.000134307,0.909918026,N,
2817,Lilyfore,285977-85-7,SH-SY5Y,20,96,2.21E-07,3.18E-05,0.000125722,0.254308513,N,
2818,Damascone beta,23726-91-2,SH-SY5Y,20,96,2.65E-07,3.41E-06,0.000137921,0.024828186,N,
2819,Veloutone,14595-54-1,SH-SY5Y,20,96,5.83E-07,7.46E-07,0.000141331,0.005298327,N,
2820,Verdox,82356-51-2,SH-SY5Y,20,96,1.36724E-06,1.14058E-07,0.000142677,0.000802543,N,
2821,Nirvanol,1506-02-1,SH-SY5Y,20,96,8.56356E-07,4.1125E-07,0.000141463,0.002918496,N,
2822,Cetalox,3738-00-9,SH-SY5Y,20,96,6.41E-07,6.20E-07,0.000138109,0.00450852,N,
2823,Tonalide,21145-77-7,SH-SY5Y,20,96,8.56E-07,4.11E-07,0.000141463,0.002918496,N,
2824,"2,4-Dinitrophenol",51-28-5,SH-SY5Y,20,96,3.67E-08,0.00014312,0.000149952,0.958172353,A,4.1
2825,Aldrin,309-00-2,SH-SY5Y,20,96,1.40E-06,1.04E-07,0.000142683,0.000729322,N,
2826,Azinphos-methyl,86-50-0,SH-SY5Y,20,96,1.56E-07,6.58E-05,0.00012363,0.533919875,N,
2827,Chlorpyrifos,2921-88-2,SH-SY5Y,20,96,4.13E-07,1.11E-06,0.000141656,0.007897835,N,
2828,"DDD-p,p'",50-29-3,SH-SY5Y,20,96,1.62E-06,4.61E-08,0.000144221,3.21E-04,N,
2829,"DDT-o,p'",789-02-6,SH-SY5Y,20,96,1.44E-06,9.27E-08,0.000143265,6.49E-04,N,
2830,"DDT-p,p'",72-54-8,SH-SY5Y,20,96,1.15E-06,2.08E-07,0.000142138,0.001466675,N,
2831,Diazinon,333-41-5,SH-SY5Y,20,96,2.61E-07,1.02E-05,0.000133481,0.07698005,N,
2832,Dicofol,115-32-2,SH-SY5Y,20,96,4.42E-07,1.04E-06,0.000141593,0.007351781,N,
2833,Dieldrin,60-57-1,SH-SY5Y,20,96,4.93E-07,9.17E-07,0.000141476,0.006503656,N,
2834,Disulfoton,298-04-4,SH-SY5Y,20,96,2.67E-07,6.42E-06,0.000136328,0.04728531,N,
2835,Endosulfan I,115-29-7,SH-SY5Y,20,96,2.62E-07,9.80E-06,0.000133756,0.073540874,N,
2836,Endrin,72-20-8,SH-SY5Y,20,96,6.75E-07,6.09E-07,0.000141336,0.004325509,N,
2837,Ethion,563-12-2,SH-SY5Y,20,96,4.67E-07,9.75E-07,0.000141536,0.00691824,N,
2838,Heptachlor,76-44-8,SH-SY5Y,20,96,1.14E-06,2.15E-07,0.000142064,0.001518687,N,
2839,Heptachlor epoxide B,1024-57-3,SH-SY5Y,20,96,4.22E-07,1.09E-06,0.00014164,0.007712633,N,
2840,Lindane,58-89-9,SH-SY5Y,20,96,2.57E-07,1.24E-05,0.000131843,0.094344232,N,
2841,"Methoxychlor-o,p'",72-43-5,SH-SY5Y,20,96,4.72E-07,9.63E-07,0.000141525,0.006833824,N,
2842,Parathion,56-38-2,SH-SY5Y,20,96,2.62E-07,9.80E-06,0.000133772,0.073540874,N,
2843,Trifluralin,1582-09-8,SH-SY5Y,20,96,6.19E-07,6.88E-07,0.000141299,0.004891678,N,
2844,Cisapride,81098-60-4,SH-SY5Y,20,96,1.11E-06,4.69E-05,0.000134923,0.348668052,B,7.8
2845,Citalopram hydrobromide,59729-33-8,SH-SY5Y,20,96,2.16E-07,3.41E-05,0.000125315,0.273502363,N,
2846,Dofetilide,115256-11-6,SH-SY5Y,20,96,1.99E-07,1.42E-04,0.000147209,0.966086922,B,8.4
