"","Chemical","CAS","Cell.type","FBS","Well","Q_cells","Q_media_free","Q_media","F_free_media"
"2731","1,2-dichlorobenzene","95-50-1","HEK293H",20,96,2.82685e-07,2.9231e-05,0.000135496,0.194874
"2732","dichloromethane","9/2/1975","HEK293H",20,96,2.98526e-08,0.000120223,0.000122148,0.801486
"2733","tetrachloroethylene","127-18-4","HEK293H",20,96,2.43454e-07,2.69467e-05,0.000117861,0.179645
"2734","2,3-dimethyl-1,3-butadiene","513-81-5","HEK293H",20,96,1.88142e-08,4.36502e-06,1.08432e-05,0.0291002
"2735","cyclosporine A","59865-13-3","HEK293H",20,96,2.25733e-07,7.27834e-05,0.000147151,0.485223
"2736","chlorpromazine","50-53-3","HEK293H",20,96,7.58393e-07,8.12654e-07,0.000141621,0.00541769
"2737","PBDE 47","5436-43-1","HEK293H",20,96,2.90633e-06,1.20133e-07,0.000121405,0.000800889
"2738","PBDE 99","60348-60-9","HEK293H",20,96,3.55781e-06,4.4794e-08,0.00011652,0.000298627
"2739","PBDE 153","68631-49-2","HEK293H",20,96,3.84589e-06,1.25001e-08,0.000115655,8.33341e-05
"2740","amiodarone","1951-25-3","HEK293H",20,96,3.73819e-06,2.62623e-08,0.000115599,0.000175082
"2741","PFBS","375-73-5","HEK293H",20,96,4.30823e-08,0.000145387,0.000149725,0.969249
"2742","4:2 FTS","757124-72-4","HEK293H",20,96,5.46717e-08,0.000141474,0.000149535,0.943163
"2743","PFNA","375-95-1","HEK293H",20,96,1.62457e-06,3.75753e-07,0.000132983,0.00250502
"2744","PFHxA","307-24-4","HEK293H",20,96,3.21611e-07,5.68367e-06,0.000146096,0.0378911
"2745","PFBA","375-22-4","HEK293H",20,96,5.24446e-08,0.000142193,0.000149528,0.947956
"2746","PFOA","335-67-1","HEK293H",20,96,3.23151e-07,6.71236e-06,0.000146025,0.0447491
"2747","6:2 FTS","27619-97-2","HEK293H",20,96,2.3565e-07,6.81316e-05,0.00014697,0.454211
"2748","8:2 FTS","39108-34-4","HEK293H",20,96,3.22094e-07,5.96121e-06,0.000146079,0.0397414
"2749","PFUnDA","2058-94-8","HEK293H",20,96,6.04999e-12,4.80271e-07,0.000134956,0.00320181
"2750","PFOS","1763-23-1","HEK293H",20,96,5.92251e-12,4.80271e-07,0.000134956,0.00320181
"2751","PFHpA","375-85-9","HEK293H",20,96,3.12959e-07,2.57784e-05,0.000145973,0.171856
"2752","PFPeA","2706-90-3","HEK293H",20,96,1.1059e-07,0.000120886,0.000148638,0.805909
"2753","PFHxS","355-46-4","HEK293H",20,96,1.82149e-07,9.19838e-05,0.000147716,0.613226
"2754","PFDA","335-76-2","HEK293H",20,96,3.63539e-12,2.76415e-07,0.000126344,0.00184276
"2755","Azathioprine","446-86-6","HEK293H",20,96,2.86429e-08,0.000149824,0.000149961,0.998828
"2756","Benzocaine","94-09-7","HEK293H",20,96,6.10525e-08,0.000139289,0.000149468,0.928596
"2757","Butylated hydroxyanisole","25013-16-5","HEK293H",20,96,3.03939e-07,3.21501e-05,0.000146155,0.214334
"2758","Cetirizine dihydrochloride","83881-52-1","HEK293H",20,96,3.05651e-08,0.000149299,0.00014993,0.995325
"2759","Cyclamate","139-05-9","HEK293H",20,96,2.81513e-08,0.000149945,0.00014997,0.999631
"2760","Cyclophosphamide","6055-19-2","HEK293H",20,96,3.04513e-08,0.000149331,0.000149932,0.99554
"2761","Cypermethrin","67375-30-8","HEK293H",20,96,2.58739e-06,1.66469e-07,0.000124126,0.00110979
"2762","DEET","134-62-3","HEK293H",20,96,9.15132e-08,0.000128243,0.000149023,0.854956
"2763","Dexamethasone","50-02-2","HEK293H",20,96,6.5513e-08,0.000137718,0.000149403,0.918121
"2764","Digoxin","20830-75-5","HEK293H",20,96,3.68157e-08,0.000147412,0.000149833,0.982749
"2765","Fenazaquin","120928-09-8","HEK293H",20,96,8.60106e-07,7.3071e-07,0.000140573,0.0048714
"2766","Fenbuconazole","114369-43-6","HEK293H",20,96,2.80882e-07,4.5618e-05,0.000146434,0.30412
"2767","Fluazinam","79622-59-6","HEK293H",20,96,3.25089e-07,8.90518e-06,0.000146012,0.0593679
"2768","Furosemide","54-31-9","HEK293H",20,96,3.35836e-09,0.000134482,0.000149333,0.896546
"2769","Glybenclamide","10238-21-8","HEK293H",20,96,3.58991e-07,1.40988e-06,0.000145856,0.00939922
"2770","HC Red 3","1/4/2871","HEK293H",20,96,2.86872e-08,0.000149813,0.000149961,0.998752
"2771","Hydralazine hydrochloride","304-20-1","HEK293H",20,96,3.0624e-08,0.000149282,0.000149929,0.995213
"2772","Ketoconazole","65277-42-1","HEK293H",20,96,3.17192e-07,3.96376e-06,0.0001462,0.026425
"2773","Metformin","1115-70-4","HEK293H",20,96,2.80896e-08,0.000149958,0.000149971,0.999723
"2774","Metoclopramide","364-62-5","HEK293H",20,96,1.63851e-07,9.97076e-05,0.000147997,0.664718
"2775","Nitrofurantoin","67-20-9","HEK293H",20,96,2.81902e-08,0.000149936,0.000149969,0.999572
"2776","Oxytetracycline hydrochloride","2058-46-0","HEK293H",20,96,2.80376e-08,0.000149969,0.000149972,0.999795
"2777","Panthenol","16485-10-2 ","HEK293H",20,96,2.80859e-08,0.000149959,0.000149971,0.999729
"2778","Paracetamol","103-90-2","HEK293H",20,96,2.944e-08,0.000149613,0.000149948,0.997419
"2779","Topiramate","97240-79-4","HEK293H",20,96,2.80431e-08,0.000149968,0.000149972,0.999788
"2780","Trimellitic anhydride","552-30-7","HEK293H",20,96,4.18013e-08,0.000145818,0.000149757,0.972122
"2781","Verapamil hydrochloride","152-11-4","HEK293H",20,96,3.12553e-07,2.89156e-06,0.00014629,0.0192771
"2782","Warfarin","129-06-6","HEK293H",20,96,1.37176e-07,0.000110573,0.000148371,0.737153
"2783","2,4-Dinitrophenol","51-28-5","Rat cerebellar granule cell",2,384,2.31583e-07,3.93827e-05,3.95621e-05,0.984568
"2784","Aldrin","309-00-2","Rat cerebellar granule cell",2,384,2.22413e-05,5.60252e-08,3.54388e-06,0.00140063
"2785","Azinphos-methyl","86-50-0","Rat cerebellar granule cell",2,384,2.36139e-06,3.34456e-05,3.56841e-05,0.83614
"2786","Chlorpyrifos","2921-88-2","Rat cerebellar granule cell",2,384,1.43524e-05,1.25357e-06,1.54485e-05,0.0313393
"2787","DDD-p,p'","50-29-3","Rat cerebellar granule cell",2,384,2.29966e-05,2.25366e-08,2.72155e-06,0.000563414
"2788","DDT-o,p'","789-02-6","Rat cerebellar granule cell",2,384,2.23761e-05,4.90916e-08,3.38743e-06,0.00122729
"2789","DDT-p,p'","72-54-8","Rat cerebellar granule cell",2,384,2.11805e-05,1.27985e-07,4.92754e-06,0.00319963
"2790","Diazinon","333-41-5","Rat cerebellar granule cell",2,384,9.62046e-06,1.1869e-05,2.29778e-05,0.296726
"2791","Dicofol","115-32-2","Rat cerebellar granule cell",2,384,1.48482e-05,1.12953e-06,1.46444e-05,0.0282382
"2792","Dieldrin","60-57-1","Rat cerebellar granule cell",2,384,1.56463e-05,9.45444e-07,1.33575e-05,0.0236361
"2793","Disulfoton","298-04-4","Rat cerebellar granule cell",2,384,1.07535e-05,8.18032e-06,2.10924e-05,0.204508
"2794","Endosulfan I","115-29-7","Rat cerebellar granule cell",2,384,9.74292e-06,1.14791e-05,2.27713e-05,0.286978
"2795","Endrin","72-20-8","Rat cerebellar granule cell",2,384,1.78532e-05,5.28372e-07,9.86564e-06,0.0132093
"2796","Ethion","563-12-2","Rat cerebellar granule cell",2,384,1.52519e-05,1.03407e-06,1.39922e-05,0.0258517
"2797","Heptachlor","76-44-8","Rat cerebellar granule cell",2,384,2.11116e-05,1.33581e-07,5.02203e-06,0.00333953
"2798","Heptachlor epoxide B","1024-57-3","Rat cerebellar granule cell",2,384,1.4519e-05,1.21105e-06,1.5178e-05,0.0302762
"2799","Lindane","58-89-9","Rat cerebellar granule cell",2,384,9.03209e-06,1.3709e-05,2.39652e-05,0.342726
"2800","Methoxychlor-o,p'","72-43-5","Rat cerebellar granule cell",2,384,1.53316e-05,1.01581e-06,1.38639e-05,0.0253952
"2801","Parathion","56-38-2","Rat cerebellar granule cell",2,384,9.74304e-06,1.14793e-05,2.27716e-05,0.286982
"2802","Trifluralin","1582-09-8","Rat cerebellar granule cell",2,384,1.72572e-05,6.28339e-07,1.07965e-05,0.0157085
"2803","Eugenol F","97-53-0","Rat cerebellar granule cell",2,384,8.79356e-07,3.76038e-05,3.8366e-05,0.940094
"2804","Methyl-antranilate","134-20-3","Rat cerebellar granule cell",2,384,3.71749e-07,3.90021e-05,3.93017e-05,0.975053
"2805","Lilyfore","285977-85-7","Rat cerebellar granule cell",2,384,5.38914e-06,2.47017e-05,3.02983e-05,0.617541
"2806","Damascone beta","23726-91-2","Rat cerebellar granule cell",2,384,1.16955e-05,4.77796e-06,1.9545e-05,0.119449
"2807","Veloutone","14595-54-1","Rat cerebellar granule cell",2,384,1.68392e-05,7.03955e-07,1.14557e-05,0.0175989
"2808","Verdox","82356-51-2","Rat cerebellar granule cell",2,384,2.21256e-05,6.25344e-08,3.68612e-06,0.00156336
"2809","Nirvanol","1506-02-1","Rat cerebellar granule cell",2,384,1.94077e-05,3.0846e-07,7.4883e-06,0.00771149
"2810","Cetalox","3738-00-9","Rat cerebellar granule cell",2,384,1.76278e-05,5.59013e-07,1.01504e-05,0.0139753
"2811","Tonalide","21145-77-7","Rat cerebellar granule cell",2,384,1.94077e-05,3.0846e-07,7.4883e-06,0.00771149
"2812","Caffeine","8/2/1958","Rat cerebellar granule cell",2,384,4.6111e-09,3.99887e-05,3.99911e-05,0.999717
"2813","Lamotrigine","84057-84-1","Rat cerebellar granule cell",2,384,1.63831e-06,3.54593e-05,3.69755e-05,0.886483
"2814","Diclofenac","15307-79-6","Rat cerebellar granule cell",2,384,8.31866e-11,3.99598e-05,3.99759e-05,0.998995
"2815","2,4-Dichlorophenoxyacetic","94-75-7","Rat cerebellar granule cell",2,384,4.36678e-11,3.49744e-05,3.7663e-05,0.874361
"2816","(S)-Naproxen","22204-53-1","Rat cerebellar granule cell",2,384,1.76384e-09,2.97237e-05,3.54599e-05,0.743093
"2817","Ibuprofen","15687-27-1","Rat cerebellar granule cell",2,384,8.84139e-09,1.75425e-05,3.08419e-05,0.438563
"2818","Torasemide","56211-40-6","Rat cerebellar granule cell",2,384,1.17684e-06,2.5156e-05,3.29518e-05,0.6289
"2819","Warfarin","81-81-2","Rat cerebellar granule cell",2,384,5.92277e-09,3.60069e-05,3.81122e-05,0.900172
"2820","di-n-butylphthalate","84-74-2","Rat cerebellar granule cell",2,384,1.22562e-05,2.39651e-06,1.88215e-05,0.0599127
"2821","hexachlorophene","70-30-4","Rat cerebellar granule cell",2,384,2.95184e-07,1.39563e-08,3.58325e-06,0.000348908
"2822","hexamethylenetetramine","100-97-0","Rat cerebellar granule cell",2,384,6.06981e-10,3.99293e-05,3.99294e-05,0.998232
"2823","Malathion","121-75-5","Rat cerebellar granule cell",2,384,1.06687e-06,3.70857e-05,3.80261e-05,0.927142
"2824","pentachlorophenol","87-86-5","Rat cerebellar granule cell",2,384,3.90229e-08,1.57052e-06,2.16952e-05,0.039263
"2825","2,2,2-trichloroethanol","115-20-8","Rat cerebellar granule cell",2,384,1.30997e-07,3.95706e-05,3.96674e-05,0.989266
"2826","diethylphthalate","84-66-2","Rat cerebellar granule cell",2,384,1.2636e-06,3.65365e-05,3.76671e-05,0.913412
"2827","4-chlorophenol","106-48-9","Rat cerebellar granule cell",2,384,1.13704e-06,3.68877e-05,3.78956e-05,0.922191
"2828","permethrin","52645-53-1","Rat cerebellar granule cell",2,384,2.22442e-05,5.60327e-08,3.54436e-06,0.00140082
"2829","Aniline","62-53-3","Rat cerebellar granule cell",2,384,4.01111e-08,3.98859e-05,3.99126e-05,0.997148
"2830","4-fluoroaniline","371-40-4","Rat cerebellar granule cell",2,384,7.09042e-08,3.9795e-05,3.98447e-05,0.994876
"2831","2,4,6-trichlorophenol","6/2/1988","Rat cerebellar granule cell",2,384,8.82244e-06,1.43485e-05,2.43108e-05,0.358712
"2832","Allyl alcohol","107-18-6","Rat cerebellar granule cell",2,384,7.75125e-09,3.99252e-05,3.99296e-05,0.99813
"2833","N-methylaniline","100-61-8","Rat cerebellar granule cell",2,384,2.26003e-07,3.93276e-05,3.95023e-05,0.98319
"2834","3,4-dichloroaniline","95-76-1","Rat cerebellar granule cell",2,384,2.10175e-06,3.41779e-05,3.61482e-05,0.854448
"2835","4-decylaniline","37529-30-9","Rat cerebellar granule cell",2,384,2.17935e-05,8.30904e-08,4.10857e-06,0.00207726
"2836","naphthalene","91-20-3","Rat cerebellar granule cell",2,384,5.78826e-06,2.31077e-05,2.91863e-05,0.577693
"2837","1,2,4-trichlorobenzene","120-82-1","Rat cerebellar granule cell",2,384,9.25382e-06,7.54296e-06,1.85924e-05,0.188574
"2838","1,2-dichlorobenzene","95-50-1","Rat cerebellar granule cell",2,384,5.51882e-06,1.63327e-05,2.22703e-05,0.408319
"2839","dichloromethane","9/2/1975","Rat cerebellar granule cell",2,384,6.88269e-08,3.07142e-05,3.07634e-05,0.767855
"2840","tetrachloroethylene","127-18-4","Rat cerebellar granule cell",2,384,3.83535e-06,1.21623e-05,1.62657e-05,0.304058
"2841","2,3-dimethyl-1,3-butadiene","513-81-5","Rat cerebellar granule cell",2,384,1.39367e-07,9.44842e-07,1.08507e-06,0.0236211
"2842","cyclosporine A","59865-13-3","Rat cerebellar granule cell",2,384,3.23295e-06,3.0959e-05,3.41223e-05,0.773976
"2843","chlorpromazine","50-53-3","Rat cerebellar granule cell",2,384,1.77242e-05,5.49277e-07,1.00666e-05,0.0137319
"2844","PBDE 47","5436-43-1","Rat cerebellar granule cell",2,384,2.28423e-05,2.81815e-08,2.87334e-06,0.000704537
"2845","PBDE 99","60348-60-9","Rat cerebellar granule cell",2,384,2.3485e-05,8.95394e-09,2.33718e-06,0.000223848
"2846","PBDE 153","68631-49-2","Rat cerebellar granule cell",2,384,2.39111e-05,2.39786e-09,2.22072e-06,5.99465e-05
"2847","amiodarone","1951-25-3","Rat cerebellar granule cell",2,384,2.36977e-05,5.08078e-09,2.24099e-06,0.000127019
"2848","PFBS","375-73-5","Rat cerebellar granule cell",2,384,1.57456e-07,3.95784e-05,3.96965e-05,0.98946
"2849","4:2 FTS","757124-72-4","Rat cerebellar granule cell",2,384,2.8374e-07,3.92316e-05,3.94552e-05,0.98079
"2850","PFNA","375-95-1","Rat cerebellar granule cell",2,384,2.10051e-05,1.42413e-07,5.16831e-06,0.00356032
"2851","PFHxA","307-24-4","Rat cerebellar granule cell",2,384,1.14473e-05,5.75342e-06,1.99669e-05,0.143836
"2852","PFBA","375-22-4","Rat cerebellar granule cell",2,384,2.59148e-07,3.92839e-05,3.94865e-05,0.982096
"2853","PFOA","335-67-1","Rat cerebellar granule cell",2,384,1.11938e-05,6.60996e-06,2.03287e-05,0.165249
"2854","6:2 FTS","27619-97-2","Rat cerebellar granule cell",2,384,3.52564e-06,3.00906e-05,3.35725e-05,0.752265
"2855","8:2 FTS","39108-34-4","Rat cerebellar granule cell",2,384,1.13798e-05,5.98905e-06,2.00662e-05,0.149726
"2856","PFUnDA","2058-94-8","Rat cerebellar granule cell",2,384,4.19583e-12,3.8741e-07,1.12349e-05,0.00968525
"2857","PFOS","1763-23-1","Rat cerebellar granule cell",2,384,2.21155e-13,3.8741e-07,1.12349e-05,0.00968525
"2858","PFHpA","375-85-9","Rat cerebellar granule cell",2,384,7.63169e-06,1.79406e-05,2.63055e-05,0.448514
"2859","PFPeA","2706-90-3","Rat cerebellar granule cell",2,384,9.78322e-07,3.72877e-05,3.81437e-05,0.932192
"2860","PFHxS","355-46-4","Rat cerebellar granule cell",2,384,2.18498e-06,3.39324e-05,3.59883e-05,0.848309
"2861","PFDA","335-76-2","Rat cerebellar granule cell",2,384,4.73201e-12,1.60341e-07,7.47322e-06,0.00400854
"2862","Azathioprine","446-86-6","Rat cerebellar granule cell",2,384,6.65735e-09,3.99834e-05,3.99871e-05,0.999585
"2863","Benzocaine","94-09-7","Rat cerebellar granule cell",2,384,3.55437e-07,3.90465e-05,3.93319e-05,0.976164
"2864","Butylated hydroxyanisole","25013-16-5","Rat cerebellar granule cell",2,384,6.78793e-06,2.05565e-05,2.78459e-05,0.513913
"2865","Cetirizine dihydrochloride","83881-52-1","Rat cerebellar granule cell",2,384,2.63452e-08,3.9932e-05,3.99489e-05,0.9983
"2866","Cyclamate","139-05-9","Rat cerebellar granule cell",2,384,1.64391e-09,3.99963e-05,3.9997e-05,0.999908
"2867","Cyclophosphamide","6055-19-2","Rat cerebellar granule cell",2,384,2.51766e-08,3.99351e-05,3.99511e-05,0.998376
"2868","Cypermethrin","67375-30-8","Rat cerebellar granule cell",2,384,2.24997e-05,4.29932e-08,3.24443e-06,0.00107483
"2869","DEET","134-62-3","Rat cerebellar granule cell",2,384,7.23085e-07,3.80382e-05,3.86545e-05,0.950955
"2870","Dexamethasone","50-02-2","Rat cerebellar granule cell",2,384,4.06591e-07,3.89072e-05,3.92373e-05,0.972679
"2871","Digoxin","20830-75-5","Rat cerebellar granule cell",2,384,9.11654e-08,3.97602e-05,3.98255e-05,0.994005
"2872","Fenazaquin","120928-09-8","Rat cerebellar granule cell",2,384,1.83501e-05,4.51714e-07,9.09654e-06,0.0112928
"2873","Fenbuconazole","114369-43-6","Rat cerebellar granule cell",2,384,5.31372e-06,2.49233e-05,3.04313e-05,0.623081
"2874","Fluazinam","79622-59-6","Rat cerebellar granule cell",2,384,1.07073e-05,8.33488e-06,2.11675e-05,0.208372
"2875","Furosemide","54-31-9","Rat cerebellar granule cell",2,384,7.36864e-11,3.91103e-05,3.95422e-05,0.977758
"2876","Glybenclamide","10238-21-8","Rat cerebellar granule cell",2,384,1.34169e-05,1.50965e-06,1.69764e-05,0.0377413
"2877","HC Red 3","1/4/2871","Rat cerebellar granule cell",2,384,7.10908e-09,3.99822e-05,3.99862e-05,0.999556
"2878","Hydralazine hydrochloride","304-20-1","Rat cerebellar granule cell",2,384,2.69499e-08,3.99304e-05,3.99477e-05,0.99826
"2879","Ketoconazole","65277-42-1","Rat cerebellar granule cell",2,384,1.18561e-05,4.21856e-06,1.93565e-05,0.105464
"2880","Metformin","1115-70-4","Rat cerebellar granule cell",2,384,1.01572e-09,3.99979e-05,3.99983e-05,0.999948
"2881","Metoclopramide","364-62-5","Rat cerebellar granule cell",2,384,1.82935e-06,3.49502e-05,3.66429e-05,0.873756
"2882","Nitrofurantoin","67-20-9","Rat cerebellar granule cell",2,384,2.03966e-09,3.99953e-05,3.99962e-05,0.999883
"2883","Oxytetracycline hydrochloride","2058-46-0","Rat cerebellar granule cell",2,384,4.86571e-10,3.99993e-05,3.99993e-05,0.999982
"2884","Panthenol","16485-10-2 ","Rat cerebellar granule cell",2,384,9.77829e-10,3.9998e-05,3.99983e-05,0.999951
"2885","Paracetamol","103-90-2","Rat cerebellar granule cell",2,384,1.48066e-08,3.99622e-05,3.99712e-05,0.999055
"2886","Topiramate","97240-79-4","Rat cerebellar granule cell",2,384,5.42939e-10,3.99991e-05,3.99992e-05,0.999979
"2887","Trimellitic anhydride","552-30-7","Rat cerebellar granule cell",2,384,1.4378e-07,3.96194e-05,3.97264e-05,0.990485
"2888","Verapamil hydrochloride","152-11-4","Rat cerebellar granule cell",2,384,1.20978e-05,3.19101e-06,1.90159e-05,0.0797752
"2889","Warfarin","129-06-6","Rat cerebellar granule cell",2,384,1.37383e-06,3.62293e-05,3.74678e-05,0.905733
"2890","2,4-Dinitrophenol","51-28-5","Balbc_3T3",2,384,3.30181e-08,3.95793e-05,3.97596e-05,0.989484
"2891","Aldrin","309-00-2","Balbc_3T3",2,384,5.28449e-06,1.0952e-07,6.92773e-06,0.00273801
"2892","Azinphos-methyl","86-50-0","Balbc_3T3",2,384,2.99028e-07,3.52782e-05,3.76394e-05,0.881955
"2893","Chlorpyrifos","2921-88-2","Balbc_3T3",2,384,2.51087e-06,1.83235e-06,2.25811e-05,0.0458087
"2894","DDD-p,p'","50-29-3","Balbc_3T3",2,384,5.67264e-06,4.54981e-08,5.49442e-06,0.00113745
"2895","DDT-o,p'","789-02-6","Balbc_3T3",2,384,5.35088e-06,9.65154e-08,6.65978e-06,0.00241289
"2896","DDT-p,p'","72-54-8","Balbc_3T3",2,384,4.79464e-06,2.3942e-07,9.21786e-06,0.0059855
"2897","Diazinon","333-41-5","Balbc_3T3",2,384,1.45114e-06,1.50607e-05,2.91568e-05,0.376518
"2898","Dicofol","115-32-2","Balbc_3T3",2,384,2.64089e-06,1.67774e-06,2.17521e-05,0.0419436
"2899","Dieldrin","60-57-1","Balbc_3T3",2,384,2.85958e-06,1.44184e-06,2.03708e-05,0.0360461
"2900","Disulfoton","298-04-4","Balbc_3T3",2,384,1.6763e-06,1.07192e-05,2.76388e-05,0.267981
"2901","Endosulfan I","115-29-7","Balbc_3T3",2,384,1.47474e-06,1.4616e-05,2.89939e-05,0.365399
"2902","Endrin","72-20-8","Balbc_3T3",2,384,3.53266e-06,8.70027e-07,1.6245e-05,0.0217507
"2903","Ethion","563-12-2","Balbc_3T3",2,384,2.75003e-06,1.55644e-06,2.10606e-05,0.0389111
"2904","Heptachlor","76-44-8","Balbc_3T3",2,384,4.76462e-06,2.49189e-07,9.36834e-06,0.00622972
"2905","Heptachlor epoxide B","1024-57-3","Balbc_3T3",2,384,2.55408e-06,1.77971e-06,2.23051e-05,0.0444928
"2906","Lindane","58-89-9","Balbc_3T3",2,384,1.34009e-06,1.71142e-05,2.99178e-05,0.427854
"2907","Methoxychlor-o,p'","72-43-5","Balbc_3T3",2,384,2.77192e-06,1.53299e-06,2.09225e-05,0.0383249
"2908","Parathion","56-38-2","Balbc_3T3",2,384,1.47477e-06,1.46162e-05,2.89943e-05,0.365405
"2909","Trifluralin","1582-09-8","Balbc_3T3",2,384,3.34007e-06,1.01284e-06,1.74033e-05,0.0253211
"2910","Eugenol F","97-53-0","Balbc_3T3",2,384,1.11095e-07,3.83422e-05,3.91195e-05,0.958556
"2911","Methyl-antranilate","134-20-3","Balbc_3T3",2,384,4.97043e-08,3.93191e-05,3.96211e-05,0.982977
"2912","Lilyfore","285977-85-7","Balbc_3T3",2,384,7.27494e-07,2.80286e-05,3.4379e-05,0.700716
"2913","Damascone beta","23726-91-2","Balbc_3T3",2,384,1.87657e-06,6.43545e-06,2.63252e-05,0.160886
"2914","Veloutone","14595-54-1","Balbc_3T3",2,384,3.20999e-06,1.1182e-06,1.81969e-05,0.0279551
"2915","Verdox","82356-51-2","Balbc_3T3",2,384,5.22829e-06,1.2165e-07,7.17074e-06,0.00304126
"2916","Nirvanol","1506-02-1","Balbc_3T3",2,384,4.0788e-06,5.38077e-07,1.30626e-05,0.0134519
"2917","Cetalox","3738-00-9","Balbc_3T3",2,384,3.45895e-06,9.13049e-07,1.65788e-05,0.0228262
"2918","Tonalide","21145-77-7","Balbc_3T3",2,384,4.0788e-06,5.38077e-07,1.30626e-05,0.0134519
"2919","Caffeine","8/2/1958","Balbc_3T3",2,384,6.26644e-09,3.9987e-05,3.99894e-05,0.999676
"2920","Lamotrigine","84057-84-1","Balbc_3T3",2,384,2.06746e-07,3.67826e-05,3.83553e-05,0.919565
"2921","Diclofenac","15307-79-6","Balbc_3T3",2,384,1.28941e-09,3.99586e-05,3.99747e-05,0.998965
"2922","2,4-Dichlorophenoxyacetic","94-75-7","Balbc_3T3",2,384,4.09158e-10,3.49741e-05,3.76627e-05,0.874353
"2923","(S)-Naproxen","22204-53-1","Balbc_3T3",2,384,1.16047e-09,2.97242e-05,3.54604e-05,0.743105
"2924","Ibuprofen","15687-27-1","Balbc_3T3",2,384,1.77813e-09,1.75456e-05,3.08473e-05,0.43864
"2925","Torasemide","56211-40-6","Balbc_3T3",2,384,1.45896e-07,2.5824e-05,3.38269e-05,0.645601
"2926","Warfarin","81-81-2","Balbc_3T3",2,384,2.77415e-09,3.60097e-05,3.81152e-05,0.900243
"2927","di-n-butylphthalate","84-74-2","Balbc_3T3",2,384,2.0037e-06,3.28212e-06,2.57768e-05,0.0820531
"2928","hexachlorophene","70-30-4","Balbc_3T3",2,384,3.66385e-08,1.40472e-08,3.60658e-06,0.00035118
"2929","hexamethylenetetramine","100-97-0","Balbc_3T3",2,384,5.78914e-09,3.99241e-05,3.99242e-05,0.998103
"2930","Malathion","121-75-5","Balbc_3T3",2,384,1.34151e-07,3.79741e-05,3.89371e-05,0.949353
"2931","pentachlorophenol","87-86-5","Balbc_3T3",2,384,4.75917e-09,1.57187e-06,2.17138e-05,0.0392967
"2932","2,2,2-trichloroethanol","115-20-8","Balbc_3T3",2,384,2.1106e-08,3.96797e-05,3.97767e-05,0.991993
"2933","diethylphthalate","84-66-2","Balbc_3T3",2,384,1.58562e-07,3.75788e-05,3.87416e-05,0.939469
"2934","4-chlorophenol","106-48-9","Balbc_3T3",2,384,1.42832e-07,3.78313e-05,3.88651e-05,0.945783
"2935","permethrin","52645-53-1","Balbc_3T3",2,384,5.28588e-06,1.09549e-07,6.92955e-06,0.00273872
"2936","Aniline","62-53-3","Balbc_3T3",2,384,1.04224e-08,3.99155e-05,3.99423e-05,0.997888
"2937","4-fluoroaniline","371-40-4","Balbc_3T3",2,384,1.40374e-08,3.98517e-05,3.99015e-05,0.996293
"2938","2,4,6-trichlorophenol","6/2/1988","Balbc_3T3",2,384,1.30142e-06,1.78098e-05,3.01754e-05,0.445245
"2939","Allyl alcohol","107-18-6","Balbc_3T3",2,384,6.62547e-09,3.99263e-05,3.99307e-05,0.998158
"2940","N-methylaniline","100-61-8","Balbc_3T3",2,384,3.23462e-08,3.95191e-05,3.96947e-05,0.987977
"2941","3,4-dichloroaniline","95-76-1","Balbc_3T3",2,384,2.65143e-07,3.58342e-05,3.79e-05,0.895856
"2942","4-decylaniline","37529-30-9","Balbc_3T3",2,384,5.07096e-06,1.59408e-07,7.88226e-06,0.00398521
"2943","naphthalene","91-20-3","Balbc_3T3",2,384,7.8894e-07,2.64844e-05,3.34513e-05,0.662111
"2944","1,2,4-trichlorobenzene","120-82-1","Balbc_3T3",2,384,1.38251e-06,9.47402e-06,2.33523e-05,0.23685
"2945","1,2-dichlorobenzene","95-50-1","Balbc_3T3",2,384,7.46737e-07,1.85931e-05,2.53524e-05,0.464828
"2946","dichloromethane","9/2/1975","Balbc_3T3",2,384,1.24932e-08,3.07575e-05,3.08067e-05,0.768937
"2947","tetrachloroethylene","127-18-4","Balbc_3T3",2,384,4.97973e-07,1.32847e-05,1.77667e-05,0.332117
"2948","2,3-dimethyl-1,3-butadiene","513-81-5","Balbc_3T3",2,384,1.66608e-08,9.47745e-07,1.0884e-06,0.0236936
"2949","cyclosporine A","59865-13-3","Balbc_3T3",2,384,4.15912e-07,3.33311e-05,3.67367e-05,0.833276
"2950","chlorpromazine","50-53-3","Balbc_3T3",2,384,3.49025e-06,9.00259e-07,1.6499e-05,0.0225065
"2951","PBDE 47","5436-43-1","Balbc_3T3",2,384,5.5899e-06,5.65186e-08,5.76254e-06,0.00141296
"2952","PBDE 99","60348-60-9","Balbc_3T3",2,384,5.95068e-06,1.84605e-08,4.81862e-06,0.000461513
"2953","PBDE 153","68631-49-2","Balbc_3T3",2,384,6.22658e-06,5.03353e-09,4.66169e-06,0.000125838
"2954","amiodarone","1951-25-3","Balbc_3T3",2,384,6.08277e-06,1.05707e-08,4.66241e-06,0.000264267
"2955","PFBS","375-73-5","Balbc_3T3",2,384,2.42414e-08,3.97107e-05,3.98292e-05,0.992768
"2956","4:2 FTS","757124-72-4","Balbc_3T3",2,384,3.9212e-08,3.94732e-05,3.96981e-05,0.986829
