,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
3091,HC Red 3,2871-01-4,FishRtgut,2,384,,,,
3092,Hydralazine hydrochloride,304-20-1,FishRtgut,2,384,,,,
3093,Ketoconazole,65277-42-1,FishRtgut,2,384,7.04E-07,2.85E-05,3.93E-05,0.72437415
3094,Metformin,1115-70-4,FishRtgut,2,384,,,,
3095,Metoclopramide,364-62-5,FishRtgut,2,384,1.77E-07,3.55E-05,3.98E-05,0.892199663
3096,Nitrofurantoin,67-20-9,FishRtgut,2,384,5.73E-09,4.00E-05,4.00E-05,0.999356354
3097,Oxytetracycline hydrochloride,2058-46-0,FishRtgut,2,384,,,,
3098,Panthenol,16485-10-2 ,FishRtgut,2,384,,,,
3099,Paracetamol,103-90-2,FishRtgut,2,384,1.02E-08,3.98E-05,4.00E-05,0.994641318
3100,Topiramate,97240-79-4,FishRtgut,2,384,5.40E-09,4.00E-05,4.00E-05,0.999616188
3101,Trimellitic anhydride,552-30-7,FishRtgut,2,384,,,,
3102,Verapamil hydrochloride,152-11-4,FishRtgut,2,384,,,,
3103,Warfarin,129-06-6,FishRtgut,2,384,,,,
3104,"2,4-Dinitrophenol",51-28-5,FishRtgill,2,384,2.16E-08,3.90E-05,4.00E-05,0.976389898
3105,Aldrin,309-00-2,FishRtgill,2,384,1.97E-06,7.13E-07,3.80E-05,0.018745173
3106,Azinphos-methyl,86-50-0,FishRtgill,2,384,3.29E-06,4.45E-10,3.67E-05,1.21179E-05
3107,Chlorpyrifos,2921-88-2,FishRtgill,2,384,1.14E-06,1.37E-05,3.89E-05,0.353354931
3108,"DDD-p,p'",50-29-3,FishRtgill,2,384,2.05E-06,4.65E-08,3.80E-05,0.001225605
3109,"DDT-o,p'",789-02-6,FishRtgill,2,384,1.82E-06,1.30E-07,3.82E-05,0.003418191
3110,"DDT-p,p'",72-54-8,FishRtgill,2,384,1.97E-06,1.32E-07,3.80E-05,0.003470824
3111,Diazinon,333-41-5,FishRtgill,2,384,2.69E-07,3.01E-05,3.97E-05,0.757909574
3112,Dicofol,115-32-2,FishRtgill,2,384,3.31E-06,1.60E-10,3.67E-05,4.36561E-06
3113,Dieldrin,60-57-1,FishRtgill,2,384,1.69E-06,3.18E-06,3.83E-05,0.0830581
3114,Disulfoton,298-04-4,FishRtgill,2,384,4.58E-07,2.69E-05,3.95E-05,0.680904958
3115,Endosulfan I,115-29-7,FishRtgill,2,384,2.80E-09,4.00E-05,4.00E-05,0.999520681
3116,Endrin,72-20-8,FishRtgill,2,384,5.52E-07,1.93E-05,3.94E-05,0.48983608
3117,Ethion,563-12-2,FishRtgill,2,384,5.86E-07,1.73E-05,3.94E-05,0.438672621
3118,Heptachlor,76-44-8,FishRtgill,2,384,2.15E-06,1.25E-06,3.78E-05,0.033122055
3119,Heptachlor epoxide B,1024-57-3,FishRtgill,2,384,1.79E-06,2.15E-06,3.82E-05,0.056219672
3120,Lindane,58-89-9,FishRtgill,2,384,4.21E-07,2.81E-05,3.96E-05,0.710174209
3121,"Methoxychlor-o,p'",72-43-5,FishRtgill,2,384,1.41E-06,1.74E-06,3.86E-05,0.045133402
3122,Parathion,56-38-2,FishRtgill,2,384,3.60E-07,2.95E-05,3.96E-05,0.745240963
3123,Trifluralin,1582-09-8,FishRtgill,2,384,7.53E-07,7.59E-06,3.92E-05,0.193495379
3124,Eugenol F,97-53-0,FishRtgill,2,384,5.10E-08,3.77E-05,3.99E-05,0.944598641
3125,Methyl-antranilate,134-20-3,FishRtgill,2,384,1.79E-08,3.93E-05,4.00E-05,0.983510579
3126,Lilyfore,285977-85-7,FishRtgill,2,384,,,,
3127,Damascone beta,23726-91-2,FishRtgill,2,384,,,,
3128,Veloutone,14595-54-1,FishRtgill,2,384,,,,
3129,Verdox,82356-51-2,FishRtgill,2,384,,,,
3130,Nirvanol,1506-02-1,FishRtgill,2,384,,,,
3131,Cetalox,3738-00-9,FishRtgill,2,384,,,,
3132,Tonalide,21145-77-7,FishRtgill,2,384,,,,
3133,Caffeine,58-08-2,FishRtgill,2,384,3.00E-09,4.00E-05,4.00E-05,0.999396318
3134,Lamotrigine,84057-84-1,FishRtgill,2,384,7.93E-08,3.67E-05,3.99E-05,0.919273232
3135,Diclofenac,15307-79-6,FishRtgill,2,384,,,,
3136,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgill,2,384,8.66E-08,3.55E-05,3.99E-05,0.889064486
3137,(S)-Naproxen,22204-53-1,FishRtgill,2,384,4.58E-07,1.93E-05,3.95E-05,0.488036053
3138,Ibuprofen,15687-27-1,FishRtgill,2,384,3.49E-07,2.67E-05,3.97E-05,0.672310287
3139,Torasemide,56211-40-6,FishRtgill,2,384,3.08E-07,2.78E-05,3.97E-05,0.700802157
3140,Warfarin,81-81-2,FishRtgill,2,384,7.38E-08,3.72E-05,3.99E-05,0.932942073
3141,di-n-butylphthalate,84-74-2,FishRtgill,2,384,8.36E-07,1.39E-05,3.92E-05,0.354330737
3142,hexachlorophene,70-30-4,FishRtgill,2,384,,,,
3143,hexamethylenetetramine,100-97-0,FishRtgill,2,384,,,,
3144,Malathion,121-75-5,FishRtgill,2,384,7.64E-08,3.57E-05,3.99E-05,0.895410824
3145,pentachlorophenol,87-86-5,FishRtgill,2,384,1.30E-06,2.45E-06,3.87E-05,0.063361803
3146,"2,2,2-trichloroethanol",115-20-8,FishRtgill,2,384,1.25E-08,3.94E-05,4.00E-05,0.984344932
3147,diethylphthalate,84-66-2,FishRtgill,2,384,6.33E-08,3.74E-05,3.99E-05,0.935804512
3148,4-chlorophenol,106-48-9,FishRtgill,2,384,7.74E-08,3.60E-05,3.99E-05,0.901014896
3149,permethrin,52645-53-1,FishRtgill,2,384,2.51E-06,5.54E-08,3.75E-05,0.00147847
3150,Aniline,62-53-3,FishRtgill,2,384,9.37E-09,3.96E-05,4.00E-05,0.990416248
3151,4-fluoroaniline,371-40-4,FishRtgill,2,384,9.42E-09,3.96E-05,4.00E-05,0.989867198
3152,"2,4,6-trichlorophenol",88-06-2,FishRtgill,2,384,6.31E-07,1.73E-05,3.94E-05,0.440057537
3153,Allyl alcohol,107-18-6,FishRtgill,2,384,3.18E-09,4.00E-05,4.00E-05,0.99899872
3154,N-methylaniline,100-61-8,FishRtgill,2,384,2.11E-08,3.91E-05,4.00E-05,0.977589057
3155,"3,4-dichloroaniline",95-76-1,FishRtgill,2,384,1.68E-07,3.26E-05,3.98E-05,0.818491891
3156,4-decylaniline,37529-30-9,FishRtgill,2,384,1.78E-06,3.98E-07,3.82E-05,0.010419834
3157,naphthalene,91-20-3,FishRtgill,2,384,3.06E-07,2.96E-05,3.97E-05,0.74560973
3158,"1,2,4-trichlorobenzene",120-82-1,FishRtgill,2,384,9.71E-07,1.32E-05,3.90E-05,0.337853814
3159,"1,2-dichlorobenzene",95-50-1,FishRtgill,2,384,4.21E-07,2.62E-05,3.96E-05,0.662854229
3160,dichloromethane,75-09-2,FishRtgill,2,384,1.35E-08,3.94E-05,4.00E-05,0.985811083
3161,tetrachloroethylene,127-18-4,FishRtgill,2,384,3.02E-07,3.02E-05,3.97E-05,0.759754206
3162,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgill,2,384,8.07E-08,3.69E-05,3.99E-05,0.923148558
3163,cyclosporine A,59865-13-3,FishRtgill,2,384,,,,
3164,chlorpromazine,50-53-3,FishRtgill,2,384,1.86E-06,2.61E-06,3.81E-05,0.068511482
3165,PBDE 47,5436-43-1,FishRtgill,2,384,2.38E-06,1.13E-07,3.76E-05,0.003004713
3166,PBDE 99,60348-60-9,FishRtgill,2,384,2.57E-06,5.08E-08,3.74E-05,0.001357049
3167,PBDE 153,68631-49-2,FishRtgill,2,384,2.74E-06,2.01E-08,3.73E-05,0.000539426
3168,amiodarone,1951-25-3,FishRtgill,2,384,3.02E-06,1.20E-09,3.70E-05,3.24913E-05
3169,PFBS,375-73-5,FishRtgill,2,384,5.09E-08,3.71E-05,3.99E-05,0.927820258
3170,4:2 FTS,757124-72-4,FishRtgill,2,384,,,,
3171,PFNA,375-95-1,FishRtgill,2,384,,,,
3172,PFHxA,307-24-4,FishRtgill,2,384,,,,
3173,PFBA,375-22-4,FishRtgill,2,384,,,,
3174,PFOA,335-67-1,FishRtgill,2,384,,,,
3175,6:2 FTS,27619-97-2,FishRtgill,2,384,,,,
3176,8:2 FTS,39108-34-4,FishRtgill,2,384,,,,
3177,PFUnDA,2058-94-8,FishRtgill,2,384,,,,
3178,PFOS,1763-23-1,FishRtgill,2,384,,,,
3179,PFHpA,375-85-9,FishRtgill,2,384,,,,
3180,PFPeA,2706-90-3,FishRtgill,2,384,,,,
3181,PFHxS,355-46-4,FishRtgill,2,384,,,,
3182,PFDA,335-76-2,FishRtgill,2,384,,,,
3183,Azathioprine,446-86-6,FishRtgill,2,384,5.98E-09,3.98E-05,4.00E-05,0.995016542
3184,Benzocaine,94-09-7,FishRtgill,2,384,3.09E-08,3.86E-05,4.00E-05,0.964611039
3185,Butylated hydroxyanisole,25013-16-5,FishRtgill,2,384,,,,
3186,Cetirizine dihydrochloride,83881-52-1,FishRtgill,2,384,,,,
3187,Cyclamate,139-05-9,FishRtgill,2,384,,,,
3188,Cyclophosphamide,6055-19-2,FishRtgill,2,384,,,,
3189,Cypermethrin,67375-30-8,FishRtgill,2,384,,,,
3190,DEET,134-62-3,FishRtgill,2,384,2.35E-08,3.90E-05,4.00E-05,0.975935279
3191,Dexamethasone,50-02-2,FishRtgill,2,384,2.64E-08,3.81E-05,4.00E-05,0.953442665
3192,Digoxin,20830-75-5,FishRtgill,2,384,3.48E-09,3.99E-05,4.00E-05,0.998138575
3193,Fenazaquin,120928-09-8,FishRtgill,2,384,,,,
3194,Fenbuconazole,114369-43-6,FishRtgill,2,384,,,,
3195,Fluazinam,79622-59-6,FishRtgill,2,384,9.86E-07,1.06E-05,3.90E-05,0.271137719
3196,Furosemide,54-31-9,FishRtgill,2,384,4.27E-08,3.78E-05,4.00E-05,0.946805648
3197,Glybenclamide,10238-21-8,FishRtgill,2,384,9.38E-07,3.62E-06,3.91E-05,0.092795898
3198,HC Red 3,2871-01-4,FishRtgill,2,384,,,,
3199,Hydralazine hydrochloride,304-20-1,FishRtgill,2,384,,,,
3200,Ketoconazole,65277-42-1,FishRtgill,2,384,3.73E-07,2.87E-05,3.96E-05,0.72437415
3201,Metformin,1115-70-4,FishRtgill,2,384,,,,
3202,Metoclopramide,364-62-5,FishRtgill,2,384,9.33E-08,3.56E-05,3.99E-05,0.892199663
3203,Nitrofurantoin,67-20-9,FishRtgill,2,384,3.01E-09,4.00E-05,4.00E-05,0.999356354
3204,Oxytetracycline hydrochloride,2058-46-0,FishRtgill,2,384,,,,
3205,Panthenol,16485-10-2 ,FishRtgill,2,384,,,,
3206,Paracetamol,103-90-2,FishRtgill,2,384,5.37E-09,3.98E-05,4.00E-05,0.994641318
3207,Topiramate,97240-79-4,FishRtgill,2,384,2.83E-09,4.00E-05,4.00E-05,0.999616188
3208,Trimellitic anhydride,552-30-7,FishRtgill,2,384,,,,
3209,Verapamil hydrochloride,152-11-4,FishRtgill,2,384,,,,
3210,Warfarin,129-06-6,FishRtgill,2,384,,,,
3211,"2,4-Dinitrophenol",51-28-5,Default,2,384,2.09E-07,3.89E-05,3.98E-05,0.976389898
3212,Aldrin,309-00-2,Default,2,384,1.02E-05,5.59E-07,2.98E-05,0.018745173
3213,Azinphos-methyl,86-50-0,Default,2,384,1.37E-05,3.19E-10,2.63E-05,1.21179E-05
3214,Chlorpyrifos,2921-88-2,Default,2,384,6.74E-06,1.18E-05,3.33E-05,0.353354931
3215,"DDD-p,p'",50-29-3,Default,2,384,1.04E-05,3.62E-08,2.96E-05,0.001225605
3216,"DDT-o,p'",789-02-6,Default,2,384,9.80E-06,1.03E-07,3.02E-05,0.003418191
3217,"DDT-p,p'",72-54-8,Default,2,384,1.02E-05,1.03E-07,2.98E-05,0.003470824
3218,Diazinon,333-41-5,Default,2,384,2.14E-06,2.87E-05,3.79E-05,0.757909574
3219,Dicofol,115-32-2,Default,2,384,1.37E-05,1.15E-10,2.63E-05,4.36561E-06
3220,Dieldrin,60-57-1,Default,2,384,9.22E-06,2.56E-06,3.08E-05,0.0830581
3221,Disulfoton,298-04-4,Default,2,384,3.20E-06,2.51E-05,3.68E-05,0.680904958
3222,Endosulfan I,115-29-7,Default,2,384,2.72E-08,4.00E-05,4.00E-05,0.999520681
3223,Endrin,72-20-8,Default,2,384,4.21E-06,1.75E-05,3.58E-05,0.48983608
3224,Ethion,563-12-2,Default,2,384,4.51E-06,1.56E-05,3.55E-05,0.438672621
3225,Heptachlor,76-44-8,Default,2,384,1.07E-05,9.71E-07,2.93E-05,0.033122055
3226,Heptachlor epoxide B,1024-57-3,Default,2,384,9.57E-06,1.71E-06,3.04E-05,0.056219672
3227,Lindane,58-89-9,Default,2,384,2.95E-06,2.63E-05,3.71E-05,0.710174209
3228,"Methoxychlor-o,p'",72-43-5,Default,2,384,8.46E-06,1.42E-06,3.15E-05,0.045133402
3229,Parathion,56-38-2,Default,2,384,2.57E-06,2.79E-05,3.74E-05,0.745240963
3230,Trifluralin,1582-09-8,Default,2,384,5.88E-06,6.60E-06,3.41E-05,0.193495379
3231,Eugenol F,97-53-0,Default,2,384,4.72E-07,3.73E-05,3.95E-05,0.944598641
3232,Methyl-antranilate,134-20-3,Default,2,384,1.63E-07,3.92E-05,3.98E-05,0.983510579
3233,Lilyfore,285977-85-7,Default,2,384,,,,
3234,Damascone beta,23726-91-2,Default,2,384,,,,
3235,Veloutone,14595-54-1,Default,2,384,,,,
3236,Verdox,82356-51-2,Default,2,384,,,,
3237,Nirvanol,1506-02-1,Default,2,384,,,,
3238,Cetalox,3738-00-9,Default,2,384,,,,
3239,Tonalide,21145-77-7,Default,2,384,,,,
3240,Caffeine,58-08-2,Default,2,384,2.86E-08,3.99E-05,4.00E-05,0.999396318
3241,Lamotrigine,84057-84-1,Default,2,384,7.01E-07,3.61E-05,3.93E-05,0.919273232
3242,Diclofenac,15307-79-6,Default,2,384,,,,
3243,"2,4-Dichlorophenoxyacetic",94-75-7,Default,2,384,8.53E-07,3.48E-05,3.91E-05,0.889064486
3244,(S)-Naproxen,22204-53-1,Default,2,384,3.86E-06,1.76E-05,3.61E-05,0.488036053
3245,Ibuprofen,15687-27-1,Default,2,384,2.79E-06,2.50E-05,3.72E-05,0.672310287
3246,Torasemide,56211-40-6,Default,2,384,2.52E-06,2.63E-05,3.75E-05,0.700802157
3247,Warfarin,81-81-2,Default,2,384,6.22E-07,3.67E-05,3.94E-05,0.932942073
3248,di-n-butylphthalate,84-74-2,Default,2,384,5.69E-06,1.22E-05,3.43E-05,0.354330737
3249,hexachlorophene,70-30-4,Default,2,384,,,,
3250,hexamethylenetetramine,100-97-0,Default,2,384,,,,
3251,Malathion,121-75-5,Default,2,384,7.82E-07,3.51E-05,3.92E-05,0.895410824
3252,pentachlorophenol,87-86-5,Default,2,384,8.07E-06,2.02E-06,3.19E-05,0.063361803
3253,"2,2,2-trichloroethanol",115-20-8,Default,2,384,1.34E-07,3.92E-05,3.99E-05,0.984344932
3254,diethylphthalate,84-66-2,Default,2,384,5.63E-07,3.69E-05,3.94E-05,0.935804512
3255,4-chlorophenol,106-48-9,Default,2,384,7.65E-07,3.54E-05,3.92E-05,0.901014896
3256,permethrin,52645-53-1,Default,2,384,1.17E-05,4.18E-08,2.83E-05,0.00147847
3257,Aniline,62-53-3,Default,2,384,9.49E-08,3.95E-05,3.99E-05,0.990416248
3258,4-fluoroaniline,371-40-4,Default,2,384,9.74E-08,3.95E-05,3.99E-05,0.989867198
3259,"2,4,6-trichlorophenol",88-06-2,Default,2,384,4.68E-06,1.55E-05,3.53E-05,0.440057537
3260,Allyl alcohol,107-18-6,Default,2,384,3.11E-08,3.99E-05,4.00E-05,0.99899872
3261,N-methylaniline,100-61-8,Default,2,384,2.02E-07,3.89E-05,3.98E-05,0.977589057
3262,"3,4-dichloroaniline",95-76-1,Default,2,384,1.49E-06,3.15E-05,3.85E-05,0.818491891
3263,4-decylaniline,37529-30-9,Default,2,384,9.68E-06,3.16E-07,3.03E-05,0.010419834
3264,naphthalene,91-20-3,Default,2,384,2.34E-06,2.81E-05,3.77E-05,0.74560973
3265,"1,2,4-trichlorobenzene",120-82-1,Default,2,384,6.22E-06,1.14E-05,3.38E-05,0.337853814
3266,"1,2-dichlorobenzene",95-50-1,Default,2,384,3.11E-06,2.45E-05,3.69E-05,0.662854229
3267,dichloromethane,75-09-2,Default,2,384,1.33E-07,3.93E-05,3.99E-05,0.985811083
3268,tetrachloroethylene,127-18-4,Default,2,384,2.28E-06,2.87E-05,3.77E-05,0.759754206
3269,"2,3-dimethyl-1,3-butadiene",513-81-5,Default,2,384,6.92E-07,3.63E-05,3.93E-05,0.923148558
3270,cyclosporine A,59865-13-3,Default,2,384,,,,
3271,chlorpromazine,50-53-3,Default,2,384,9.75E-06,2.07E-06,3.02E-05,0.068511482
3272,PBDE 47,5436-43-1,Default,2,384,1.14E-05,8.60E-08,2.86E-05,0.003004713
3273,PBDE 99,60348-60-9,Default,2,384,1.19E-05,3.82E-08,2.81E-05,0.001357049
3274,PBDE 153,68631-49-2,Default,2,384,1.23E-05,1.49E-08,2.77E-05,0.000539426
3275,amiodarone,1951-25-3,Default,2,384,1.30E-05,8.77E-10,2.70E-05,3.24913E-05
3276,PFBS,375-73-5,Default,2,384,5.38E-07,3.66E-05,3.95E-05,0.927820258
3277,4:2 FTS,757124-72-4,Default,2,384,,,,
3278,PFNA,375-95-1,Default,2,384,,,,
3279,PFHxA,307-24-4,Default,2,384,,,,
3280,PFBA,375-22-4,Default,2,384,,,,
3281,PFOA,335-67-1,Default,2,384,,,,
3282,6:2 FTS,27619-97-2,Default,2,384,,,,
3283,8:2 FTS,39108-34-4,Default,2,384,,,,
3284,PFUnDA,2058-94-8,Default,2,384,,,,
3285,PFOS,1763-23-1,Default,2,384,,,,
3286,PFHpA,375-85-9,Default,2,384,,,,
3287,PFPeA,2706-90-3,Default,2,384,,,,
3288,PFHxS,355-46-4,Default,2,384,,,,
3289,PFDA,335-76-2,Default,2,384,,,,
3290,Azathioprine,446-86-6,Default,2,384,6.04E-08,3.97E-05,3.99E-05,0.995016542
3291,Benzocaine,94-09-7,Default,2,384,2.99E-07,3.83E-05,3.97E-05,0.964611039
3292,Butylated hydroxyanisole,25013-16-5,Default,2,384,,,,
3293,Cetirizine dihydrochloride,83881-52-1,Default,2,384,,,,
3294,Cyclamate,139-05-9,Default,2,384,,,,
3295,Cyclophosphamide,6055-19-2,Default,2,384,,,,
3296,Cypermethrin,67375-30-8,Default,2,384,,,,
3297,DEET,134-62-3,Default,2,384,2.19E-07,3.88E-05,3.98E-05,0.975935279
3298,Dexamethasone,50-02-2,Default,2,384,3.24E-07,3.78E-05,3.97E-05,0.953442665
3299,Digoxin,20830-75-5,Default,2,384,3.60E-08,3.99E-05,4.00E-05,0.998138575
3300,Fenazaquin,120928-09-8,Default,2,384,,,,
3301,Fenbuconazole,114369-43-6,Default,2,384,,,,
3302,Fluazinam,79622-59-6,Default,2,384,6.46E-06,9.09E-06,3.35E-05,0.271137719
3303,Furosemide,54-31-9,Default,2,384,4.25E-07,3.75E-05,3.96E-05,0.946805648
3304,Glybenclamide,10238-21-8,Default,2,384,6.81E-06,3.08E-06,3.32E-05,0.092795898
3305,HC Red 3,2871-01-4,Default,2,384,,,,
3306,Hydralazine hydrochloride,304-20-1,Default,2,384,,,,
3307,Ketoconazole,65277-42-1,Default,2,384,2.70E-06,2.70E-05,3.73E-05,0.72437415
3308,Metformin,1115-70-4,Default,2,384,,,,
3309,Metoclopramide,364-62-5,Default,2,384,8.71E-07,3.49E-05,3.91E-05,0.892199663
3310,Nitrofurantoin,67-20-9,Default,2,384,2.88E-08,3.99E-05,4.00E-05,0.999356354
3311,Oxytetracycline hydrochloride,2058-46-0,Default,2,384,,,,
3312,Panthenol,16485-10-2 ,Default,2,384,,,,
3313,Paracetamol,103-90-2,Default,2,384,5.91E-08,3.97E-05,3.99E-05,0.994641318
3314,Topiramate,97240-79-4,Default,2,384,2.69E-08,4.00E-05,4.00E-05,0.999616188
3315,Trimellitic anhydride,552-30-7,Default,2,384,,,,
3316,Verapamil hydrochloride,152-11-4,Default,2,384,,,,
3317,Warfarin,129-06-6,Default,2,384,,,,
3318,"2,4-Dinitrophenol",51-28-5,MCF7,2,384,8.82E-08,3.90E-05,3.99E-05,0.976389898
3319,Aldrin,309-00-2,MCF7,2,384,3.55E-06,6.83E-07,3.65E-05,0.018745173
3320,Azinphos-methyl,86-50-0,MCF7,2,384,5.83E-06,4.14E-10,3.42E-05,1.21179E-05
3321,Chlorpyrifos,2921-88-2,MCF7,2,384,2.09E-06,1.34E-05,3.79E-05,0.353354931
3322,"DDD-p,p'",50-29-3,MCF7,2,384,3.68E-06,4.45E-08,3.63E-05,0.001225605
3323,"DDT-o,p'",789-02-6,MCF7,2,384,3.29E-06,1.25E-07,3.67E-05,0.003418191
3324,"DDT-p,p'",72-54-8,MCF7,2,384,3.55E-06,1.26E-07,3.64E-05,0.003470824
3325,Diazinon,333-41-5,MCF7,2,384,5.27E-07,2.99E-05,3.95E-05,0.757909574
3326,Dicofol,115-32-2,MCF7,2,384,5.86E-06,1.49E-10,3.41E-05,4.36561E-06
3327,Dieldrin,60-57-1,MCF7,2,384,3.06E-06,3.07E-06,3.69E-05,0.0830581
3328,Disulfoton,298-04-4,MCF7,2,384,8.75E-07,2.66E-05,3.91E-05,0.680904958
3329,Endosulfan I,115-29-7,MCF7,2,384,5.57E-08,3.99E-05,3.99E-05,0.999520681
3330,Endrin,72-20-8,MCF7,2,384,1.02E-06,1.91E-05,3.90E-05,0.48983608
3331,Ethion,563-12-2,MCF7,2,384,1.08E-06,1.71E-05,3.89E-05,0.438672621
3332,Heptachlor,76-44-8,MCF7,2,384,3.88E-06,1.20E-06,3.61E-05,0.033122055
3333,Heptachlor epoxide B,1024-57-3,MCF7,2,384,3.23E-06,2.07E-06,3.68E-05,0.056219672
3334,Lindane,58-89-9,MCF7,2,384,8.09E-07,2.78E-05,3.92E-05,0.710174209
3335,"Methoxychlor-o,p'",72-43-5,MCF7,2,384,2.55E-06,1.69E-06,3.75E-05,0.045133402
3336,Parathion,56-38-2,MCF7,2,384,7.00E-07,2.93E-05,3.93E-05,0.745240963
3337,Trifluralin,1582-09-8,MCF7,2,384,1.36E-06,7.48E-06,3.86E-05,0.193495379
3338,Eugenol F,97-53-0,MCF7,2,384,1.40E-07,3.77E-05,3.99E-05,0.944598641
3339,Methyl-antranilate,134-20-3,MCF7,2,384,8.23E-08,3.93E-05,3.99E-05,0.983510579
3340,Lilyfore,285977-85-7,MCF7,2,384,,,,
3341,Damascone beta,23726-91-2,MCF7,2,384,,,,
3342,Veloutone,14595-54-1,MCF7,2,384,,,,
3343,Verdox,82356-51-2,MCF7,2,384,,,,
3344,Nirvanol,1506-02-1,MCF7,2,384,,,,
3345,Cetalox,3738-00-9,MCF7,2,384,,,,
3346,Tonalide,21145-77-7,MCF7,2,384,,,,
3347,Caffeine,58-08-2,MCF7,2,384,5.60E-08,3.99E-05,3.99E-05,0.999396318
3348,Lamotrigine,84057-84-1,MCF7,2,384,1.90E-07,3.66E-05,3.98E-05,0.919273232
3349,Diclofenac,15307-79-6,MCF7,2,384,,,,
3350,"2,4-Dichlorophenoxyacetic",94-75-7,MCF7,2,384,1.99E-07,3.54E-05,3.98E-05,0.889064486
3351,(S)-Naproxen,22204-53-1,MCF7,2,384,8.46E-07,1.91E-05,3.92E-05,0.488036053
3352,Ibuprofen,15687-27-1,MCF7,2,384,6.67E-07,2.64E-05,3.93E-05,0.672310287
3353,Torasemide,56211-40-6,MCF7,2,384,5.94E-07,2.76E-05,3.94E-05,0.700802157
3354,Warfarin,81-81-2,MCF7,2,384,1.82E-07,3.71E-05,3.98E-05,0.932942073
3355,di-n-butylphthalate,84-74-2,MCF7,2,384,1.54E-06,1.36E-05,3.85E-05,0.354330737
3356,hexachlorophene,70-30-4,MCF7,2,384,,,,
3357,hexamethylenetetramine,100-97-0,MCF7,2,384,,,,
3358,Malathion,121-75-5,MCF7,2,384,1.81E-07,3.57E-05,3.98E-05,0.895410824
3359,pentachlorophenol,87-86-5,MCF7,2,384,2.35E-06,2.39E-06,3.76E-05,0.063361803
3360,"2,2,2-trichloroethanol",115-20-8,MCF7,2,384,7.20E-08,3.93E-05,3.99E-05,0.984344932
3361,diethylphthalate,84-66-2,MCF7,2,384,1.62E-07,3.73E-05,3.98E-05,0.935804512
3362,4-chlorophenol,106-48-9,MCF7,2,384,1.84E-07,3.59E-05,3.98E-05,0.901014896
3363,permethrin,52645-53-1,MCF7,2,384,4.51E-06,5.25E-08,3.55E-05,0.00147847
3364,Aniline,62-53-3,MCF7,2,384,6.69E-08,3.96E-05,3.99E-05,0.990416248
3365,4-fluoroaniline,371-40-4,MCF7,2,384,6.69E-08,3.95E-05,3.99E-05,0.989867198
3366,"2,4,6-trichlorophenol",88-06-2,MCF7,2,384,1.16E-06,1.71E-05,3.88E-05,0.440057537
3367,Allyl alcohol,107-18-6,MCF7,2,384,5.63E-08,3.99E-05,3.99E-05,0.99899872
3368,N-methylaniline,100-61-8,MCF7,2,384,8.74E-08,3.90E-05,3.99E-05,0.977589057
3369,"3,4-dichloroaniline",95-76-1,MCF7,2,384,3.45E-07,3.25E-05,3.97E-05,0.818491891
3370,4-decylaniline,37529-30-9,MCF7,2,384,3.22E-06,3.83E-07,3.68E-05,0.010419834
3371,naphthalene,91-20-3,MCF7,2,384,5.96E-07,2.94E-05,3.94E-05,0.74560973
3372,"1,2,4-trichlorobenzene",120-82-1,MCF7,2,384,1.78E-06,1.29E-05,3.82E-05,0.337853814
3373,"1,2-dichlorobenzene",95-50-1,MCF7,2,384,8.02E-07,2.60E-05,3.92E-05,0.662854229
3374,dichloromethane,75-09-2,MCF7,2,384,7.41E-08,3.94E-05,3.99E-05,0.985811083
3375,tetrachloroethylene,127-18-4,MCF7,2,384,5.91E-07,2.99E-05,3.94E-05,0.759754206
3376,"2,3-dimethyl-1,3-butadiene",513-81-5,MCF7,2,384,1.93E-07,3.67E-05,3.98E-05,0.923148558
3377,cyclosporine A,59865-13-3,MCF7,2,384,,,,
3378,chlorpromazine,50-53-3,MCF7,2,384,3.36E-06,2.51E-06,3.66E-05,0.068511482
3379,PBDE 47,5436-43-1,MCF7,2,384,4.27E-06,1.07E-07,3.57E-05,0.003004713
3380,PBDE 99,60348-60-9,MCF7,2,384,4.60E-06,4.80E-08,3.54E-05,0.001357049
3381,PBDE 153,68631-49-2,MCF7,2,384,4.90E-06,1.89E-08,3.51E-05,0.000539426
3382,amiodarone,1951-25-3,MCF7,2,384,5.37E-06,1.13E-09,3.46E-05,3.24913E-05
3383,PFBS,375-73-5,MCF7,2,384,1.37E-07,3.70E-05,3.99E-05,0.927820258
3384,4:2 FTS,757124-72-4,MCF7,2,384,,,,
3385,PFNA,375-95-1,MCF7,2,384,,,,
3386,PFHxA,307-24-4,MCF7,2,384,,,,
3387,PFBA,375-22-4,MCF7,2,384,,,,
3388,PFOA,335-67-1,MCF7,2,384,,,,
3389,6:2 FTS,27619-97-2,MCF7,2,384,,,,
3390,8:2 FTS,39108-34-4,MCF7,2,384,,,,
3391,PFUnDA,2058-94-8,MCF7,2,384,,,,
3392,PFOS,1763-23-1,MCF7,2,384,,,,
3393,PFHpA,375-85-9,MCF7,2,384,,,,
3394,PFPeA,2706-90-3,MCF7,2,384,,,,
3395,PFHxS,355-46-4,MCF7,2,384,,,,
3396,PFDA,335-76-2,MCF7,2,384,,,,
