,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
123,Heptachlor epoxide B,1024-57-3,Balbc_3T3,2,96,5.63E-05,5.27E-06,9.37E-05,0.056219672
124,Lindane,58-89-9,Balbc_3T3,2,96,1.85E-05,9.34E-05,1.32E-04,0.710174209
125,"Methoxychlor-o,p'",72-43-5,Balbc_3T3,2,96,4.87E-05,4.57E-06,1.01E-04,0.045133402
126,Parathion,56-38-2,Balbc_3T3,2,96,1.61E-05,9.98E-05,1.34E-04,0.745240963
127,Trifluralin,1582-09-8,Balbc_3T3,2,96,3.17E-05,2.29E-05,1.18E-04,0.193495379
128,Eugenol F,97-53-0,Balbc_3T3,2,96,2.57E-06,1.39E-04,1.47E-04,0.944598641
129,Methyl-antranilate,134-20-3,Balbc_3T3,2,96,8.34E-07,1.47E-04,1.49E-04,0.983510579
130,Lilyfore,285977-85-7,Balbc_3T3,2,96,,,,
131,Damascone beta,23726-91-2,Balbc_3T3,2,96,,,,
132,Veloutone,14595-54-1,Balbc_3T3,2,96,,,,
133,Verdox,82356-51-2,Balbc_3T3,2,96,,,,
134,Nirvanol,1506-02-1,Balbc_3T3,2,96,,,,
135,Cetalox,3738-00-9,Balbc_3T3,2,96,,,,
136,Tonalide,21145-77-7,Balbc_3T3,2,96,,,,
137,Caffeine,58-08-2,Balbc_3T3,2,96,5.13E-08,1.50E-04,1.50E-04,0.999396318
138,Lamotrigine,84057-84-1,Balbc_3T3,2,96,3.96E-06,1.34E-04,1.46E-04,0.919273232
139,Diclofenac,15307-79-6,Balbc_3T3,2,96,,,,
140,"2,4-Dichlorophenoxyacetic",94-75-7,Balbc_3T3,2,96,4.49E-06,1.29E-04,1.46E-04,0.889064486
141,(S)-Naproxen,22204-53-1,Balbc_3T3,2,96,2.10E-05,6.29E-05,1.29E-04,0.488036053
142,Ibuprofen,15687-27-1,Balbc_3T3,2,96,1.61E-05,9.00E-05,1.34E-04,0.672310287
143,Torasemide,56211-40-6,Balbc_3T3,2,96,1.45E-05,9.50E-05,1.36E-04,0.700802157
144,Warfarin,81-81-2,Balbc_3T3,2,96,3.63E-06,1.37E-04,1.46E-04,0.932942073
145,di-n-butylphthalate,84-74-2,Balbc_3T3,2,96,3.33E-05,4.13E-05,1.17E-04,0.354330737
146,hexachlorophene,70-30-4,Balbc_3T3,2,96,,,,
147,hexamethylenetetramine,100-97-0,Balbc_3T3,2,96,,,,
148,Malathion,121-75-5,Balbc_3T3,2,96,4.01E-06,1.31E-04,1.46E-04,0.895410824
149,pentachlorophenol,87-86-5,Balbc_3T3,2,96,4.62E-05,6.57E-06,1.04E-04,0.063361803
150,"2,2,2-trichloroethanol",115-20-8,Balbc_3T3,2,96,5.89E-07,1.47E-04,1.49E-04,0.984344932
151,diethylphthalate,84-66-2,Balbc_3T3,2,96,3.16E-06,1.37E-04,1.47E-04,0.935804512
152,4-chlorophenol,106-48-9,Balbc_3T3,2,96,4.01E-06,1.32E-04,1.46E-04,0.901014896
153,permethrin,52645-53-1,Balbc_3T3,2,96,6.87E-05,1.20E-07,8.13E-05,0.00147847
154,Aniline,62-53-3,Balbc_3T3,2,96,4.03E-07,1.48E-04,1.50E-04,0.990416248
155,4-fluoroaniline,371-40-4,Balbc_3T3,2,96,4.09E-07,1.48E-04,1.50E-04,0.989867198
156,"2,4,6-trichlorophenol",88-06-2,Balbc_3T3,2,96,2.69E-05,5.42E-05,1.23E-04,0.440057537
157,Allyl alcohol,107-18-6,Balbc_3T3,2,96,6.26E-08,1.50E-04,1.50E-04,0.99899872
158,N-methylaniline,100-61-8,Balbc_3T3,2,96,1.02E-06,1.46E-04,1.49E-04,0.977589057
159,"3,4-dichloroaniline",95-76-1,Balbc_3T3,2,96,8.34E-06,1.16E-04,1.42E-04,0.818491891
160,4-decylaniline,37529-30-9,Balbc_3T3,2,96,5.64E-05,9.75E-07,9.36E-05,0.010419834
161,naphthalene,91-20-3,Balbc_3T3,2,96,1.41E-05,1.01E-04,1.36E-04,0.74560973
162,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,2,96,3.71E-05,3.82E-05,1.13E-04,0.337853814
163,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,2,96,1.87E-05,8.70E-05,1.31E-04,0.662854229
164,dichloromethane,75-09-2,Balbc_3T3,2,96,6.21E-07,1.47E-04,1.49E-04,0.985811083
165,tetrachloroethylene,127-18-4,Balbc_3T3,2,96,1.39E-05,1.03E-04,1.36E-04,0.759754206
166,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,2,96,3.99E-06,1.35E-04,1.46E-04,0.923148558
167,cyclosporine A,59865-13-3,Balbc_3T3,2,96,,,,
168,chlorpromazine,50-53-3,Balbc_3T3,2,96,5.76E-05,6.33E-06,9.24E-05,0.068511482
169,PBDE 47,5436-43-1,Balbc_3T3,2,96,6.67E-05,2.50E-07,8.33E-05,0.003004713
170,PBDE 99,60348-60-9,Balbc_3T3,2,96,6.95E-05,1.09E-07,8.05E-05,0.001357049
171,PBDE 153,68631-49-2,Balbc_3T3,2,96,7.20E-05,4.21E-08,7.80E-05,0.000539426
172,amiodarone,1951-25-3,Balbc_3T3,2,96,7.56E-05,2.42E-09,7.44E-05,3.24913E-05
173,PFBS,375-73-5,Balbc_3T3,2,96,2.69E-06,1.37E-04,1.47E-04,0.927820258
174,4:2 FTS,757124-72-4,Balbc_3T3,2,96,,,,
175,PFNA,375-95-1,Balbc_3T3,2,96,,,,
176,PFHxA,307-24-4,Balbc_3T3,2,96,,,,
177,PFBA,375-22-4,Balbc_3T3,2,96,,,,
178,PFOA,335-67-1,Balbc_3T3,2,96,,,,
179,6:2 FTS,27619-97-2,Balbc_3T3,2,96,,,,
180,8:2 FTS,39108-34-4,Balbc_3T3,2,96,,,,
181,PFUnDA,2058-94-8,Balbc_3T3,2,96,,,,
182,PFOS,1763-23-1,Balbc_3T3,2,96,,,,
183,PFHpA,375-85-9,Balbc_3T3,2,96,,,,
184,PFPeA,2706-90-3,Balbc_3T3,2,96,,,,
185,PFHxS,355-46-4,Balbc_3T3,2,96,,,,
186,PFDA,335-76-2,Balbc_3T3,2,96,,,,
187,Azathioprine,446-86-6,Balbc_3T3,2,96,2.17E-07,1.49E-04,1.50E-04,0.995016542
188,Benzocaine,94-09-7,Balbc_3T3,2,96,1.55E-06,1.43E-04,1.48E-04,0.964611039
189,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,2,96,,,,
190,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,2,96,,,,
191,Cyclamate,139-05-9,Balbc_3T3,2,96,,,,
192,Cyclophosphamide,6055-19-2,Balbc_3T3,2,96,,,,
193,Cypermethrin,67375-30-8,Balbc_3T3,2,96,,,,
194,DEET,134-62-3,Balbc_3T3,2,96,1.14E-06,0.000145282,0.000148864,0.975935279
195,Dexamethasone,50-02-2,Balbc_3T3,2,96,1.43E-06,1.42E-04,0.000148568,0.953442665
196,Digoxin,20830-75-5,Balbc_3T3,2,96,8.23E-08,0.000149639,0.000149918,0.998138575
197,Fenazaquin,120928-09-8,Balbc_3T3,2,96,,,,
198,Fenbuconazole,114369-43-6,Balbc_3T3,2,96,,,,
199,Fluazinam,79622-59-6,Balbc_3T3,2,96,3.77E-05,3.04358E-05,0.000112252,0.271137719
200,Furosemide,54-31-9,Balbc_3T3,2,96,2.19E-06,0.000139945,0.000147808,0.946805648
201,Glybenclamide,10238-21-8,Balbc_3T3,2,96,3.73E-05,1.04614E-05,0.000112735,0.092795898
202,HC Red 3,2871-01-4,Balbc_3T3,2,96,,,,
203,Hydralazine hydrochloride,304-20-1,Balbc_3T3,2,96,,,,
204,Ketoconazole,65277-42-1,Balbc_3T3,2,96,1.67E-05,9.66E-05,0.000133321,0.72437415
205,Metformin,1115-70-4,Balbc_3T3,2,96,,,,
206,Metoclopramide,364-62-5,Balbc_3T3,2,96,4.75E-06,1.30E-04,0.000145251,0.892199663
207,Nitrofurantoin,67-20-9,Balbc_3T3,2,96,5.21E-08,0.000149851,0.000149948,0.999356354
208,Oxytetracycline hydrochloride,2058-46-0,Balbc_3T3,2,96,,,,
209,Panthenol,16485-10-2 ,Balbc_3T3,2,96,,,,
210,Paracetamol,103-90-2,Balbc_3T3,2,96,1.93E-07,0.000149004,0.000149807,0.994641318
211,Topiramate,97240-79-4,Balbc_3T3,2,96,4.22E-08,0.0001499,0.000149958,0.999616188
212,Trimellitic anhydride,552-30-7,Balbc_3T3,2,96,,,,
213,Verapamil hydrochloride,152-11-4,Balbc_3T3,2,96,,,,
214,Warfarin,129-06-6,Balbc_3T3,2,96,,,,
215,"2,4-Dinitrophenol",51-28-5,FishRtgut,2,96,1.47E-07,1.46E-04,1.50E-04,0.976389898
216,Aldrin,309-00-2,FishRtgut,2,96,1.29E-05,2.57E-06,1.37E-04,0.018745173
217,Azinphos-methyl,86-50-0,FishRtgut,2,96,2.10E-05,1.56E-09,1.29E-04,1.21179E-05
218,Chlorpyrifos,2921-88-2,FishRtgut,2,96,7.55E-06,5.03E-05,1.42E-04,0.353354931
219,"DDD-p,p'",50-29-3,FishRtgut,2,96,1.34E-05,1.67E-07,1.37E-04,0.001225605
220,"DDT-o,p'",789-02-6,FishRtgut,2,96,1.20E-05,4.72E-07,1.38E-04,0.003418191
221,"DDT-p,p'",72-54-8,FishRtgut,2,96,1.29E-05,4.76E-07,1.37E-04,0.003470824
222,Diazinon,333-41-5,FishRtgut,2,96,1.82E-06,1.12E-04,1.48E-04,0.757909574
223,Dicofol,115-32-2,FishRtgut,2,96,2.11E-05,5.63E-10,1.29E-04,4.36561E-06
224,Dieldrin,60-57-1,FishRtgut,2,96,1.11E-05,1.15E-05,1.39E-04,0.0830581
225,Disulfoton,298-04-4,FishRtgut,2,96,3.08E-06,1.00E-04,1.47E-04,0.680904958
226,Endosulfan I,115-29-7,FishRtgut,2,96,1.90E-08,1.50E-04,1.50E-04,0.999520681
227,Endrin,72-20-8,FishRtgut,2,96,3.71E-06,7.17E-05,1.46E-04,0.48983608
228,Ethion,563-12-2,FishRtgut,2,96,3.94E-06,6.41E-05,1.46E-04,0.438672621
229,Heptachlor,76-44-8,FishRtgut,2,96,1.40E-05,4.50E-06,1.36E-04,0.033122055
230,Heptachlor epoxide B,1024-57-3,FishRtgut,2,96,1.17E-05,7.77E-06,1.38E-04,0.056219672
231,Lindane,58-89-9,FishRtgut,2,96,2.84E-06,1.05E-04,1.47E-04,0.710174209
232,"Methoxychlor-o,p'",72-43-5,FishRtgut,2,96,9.32E-06,6.35E-06,1.41E-04,0.045133402
233,Parathion,56-38-2,FishRtgut,2,96,2.43E-06,1.10E-04,1.48E-04,0.745240963
234,Trifluralin,1582-09-8,FishRtgut,2,96,5.04E-06,2.80E-05,1.45E-04,0.193495379
235,Eugenol F,97-53-0,FishRtgut,2,96,3.47E-07,1.41E-04,1.50E-04,0.944598641
236,Methyl-antranilate,134-20-3,FishRtgut,2,96,1.22E-07,1.47E-04,1.50E-04,0.983510579
237,Lilyfore,285977-85-7,FishRtgut,2,96,,,,
238,Damascone beta,23726-91-2,FishRtgut,2,96,,,,
239,Veloutone,14595-54-1,FishRtgut,2,96,,,,
240,Verdox,82356-51-2,FishRtgut,2,96,,,,
241,Nirvanol,1506-02-1,FishRtgut,2,96,,,,
242,Cetalox,3738-00-9,FishRtgut,2,96,,,,
243,Tonalide,21145-77-7,FishRtgut,2,96,,,,
244,Caffeine,58-08-2,FishRtgut,2,96,2.04E-08,1.50E-04,1.50E-04,0.999396318
245,Lamotrigine,84057-84-1,FishRtgut,2,96,5.39E-07,1.37E-04,1.49E-04,0.919273232
246,Diclofenac,15307-79-6,FishRtgut,2,96,,,,
247,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgut,2,96,5.88E-07,1.33E-04,1.49E-04,0.889064486
248,(S)-Naproxen,22204-53-1,FishRtgut,2,96,3.09E-06,7.17E-05,1.47E-04,0.488036053
249,Ibuprofen,15687-27-1,FishRtgut,2,96,2.36E-06,9.93E-05,1.48E-04,0.672310287
250,Torasemide,56211-40-6,FishRtgut,2,96,2.08E-06,1.04E-04,1.48E-04,0.700802157
251,Warfarin,81-81-2,FishRtgut,2,96,5.02E-07,1.39E-04,1.49E-04,0.932942073
252,di-n-butylphthalate,84-74-2,FishRtgut,2,96,5.60E-06,5.12E-05,1.44E-04,0.354330737
253,hexachlorophene,70-30-4,FishRtgut,2,96,,,,
254,hexamethylenetetramine,100-97-0,FishRtgut,2,96,,,,
255,Malathion,121-75-5,FishRtgut,2,96,5.19E-07,1.34E-04,1.49E-04,0.895410824
256,pentachlorophenol,87-86-5,FishRtgut,2,96,8.62E-06,8.96E-06,1.41E-04,0.063361803
257,"2,2,2-trichloroethanol",115-20-8,FishRtgut,2,96,8.52E-08,1.48E-04,1.50E-04,0.984344932
258,diethylphthalate,84-66-2,FishRtgut,2,96,4.30E-07,1.40E-04,1.50E-04,0.935804512
259,4-chlorophenol,106-48-9,FishRtgut,2,96,5.26E-07,1.35E-04,1.49E-04,0.901014896
260,permethrin,52645-53-1,FishRtgut,2,96,1.63E-05,1.98E-07,1.34E-04,0.00147847
261,Aniline,62-53-3,FishRtgut,2,96,6.37E-08,1.48E-04,1.50E-04,0.990416248
262,4-fluoroaniline,371-40-4,FishRtgut,2,96,6.40E-08,1.48E-04,1.50E-04,0.989867198
263,"2,4,6-trichlorophenol",88-06-2,FishRtgut,2,96,4.24E-06,6.41E-05,1.46E-04,0.440057537
264,Allyl alcohol,107-18-6,FishRtgut,2,96,2.17E-08,1.50E-04,1.50E-04,0.99899872
265,N-methylaniline,100-61-8,FishRtgut,2,96,1.44E-07,1.46E-04,1.50E-04,0.977589057
266,"3,4-dichloroaniline",95-76-1,FishRtgut,2,96,1.14E-06,1.22E-04,1.49E-04,0.818491891
267,4-decylaniline,37529-30-9,FishRtgut,2,96,1.17E-05,1.44E-06,1.38E-04,0.010419834
268,naphthalene,91-20-3,FishRtgut,2,96,2.07E-06,1.10E-04,1.48E-04,0.74560973
269,"1,2,4-trichlorobenzene",120-82-1,FishRtgut,2,96,6.48E-06,4.85E-05,1.44E-04,0.337853814
270,"1,2-dichlorobenzene",95-50-1,FishRtgut,2,96,2.84E-06,9.75E-05,1.47E-04,0.662854229
271,dichloromethane,75-09-2,FishRtgut,2,96,9.18E-08,1.48E-04,1.50E-04,0.985811083
272,tetrachloroethylene,127-18-4,FishRtgut,2,96,2.04E-06,1.12E-04,1.48E-04,0.759754206
273,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgut,2,96,5.48E-07,1.38E-04,1.49E-04,0.923148558
274,cyclosporine A,59865-13-3,FishRtgut,2,96,,,,
275,chlorpromazine,50-53-3,FishRtgut,2,96,1.22E-05,9.44E-06,1.38E-04,0.068511482
276,PBDE 47,5436-43-1,FishRtgut,2,96,1.54E-05,4.04E-07,1.35E-04,0.003004713
277,PBDE 99,60348-60-9,FishRtgut,2,96,1.66E-05,1.81E-07,1.33E-04,0.001357049
278,PBDE 153,68631-49-2,FishRtgut,2,96,1.77E-05,7.14E-08,1.32E-04,0.000539426
279,amiodarone,1951-25-3,FishRtgut,2,96,1.93E-05,4.25E-09,1.31E-04,3.24913E-05
280,PFBS,375-73-5,FishRtgut,2,96,3.46E-07,1.39E-04,1.50E-04,0.927820258
281,4:2 FTS,757124-72-4,FishRtgut,2,96,,,,
282,PFNA,375-95-1,FishRtgut,2,96,,,,
283,PFHxA,307-24-4,FishRtgut,2,96,,,,
284,PFBA,375-22-4,FishRtgut,2,96,,,,
285,PFOA,335-67-1,FishRtgut,2,96,,,,
286,6:2 FTS,27619-97-2,FishRtgut,2,96,,,,
287,8:2 FTS,39108-34-4,FishRtgut,2,96,,,,
288,PFUnDA,2058-94-8,FishRtgut,2,96,,,,
289,PFOS,1763-23-1,FishRtgut,2,96,,,,
290,PFHpA,375-85-9,FishRtgut,2,96,,,,
291,PFPeA,2706-90-3,FishRtgut,2,96,,,,
292,PFHxS,355-46-4,FishRtgut,2,96,,,,
293,PFDA,335-76-2,FishRtgut,2,96,,,,
294,Azathioprine,446-86-6,FishRtgut,2,96,4.07E-08,1.49E-04,1.50E-04,0.995016542
295,Benzocaine,94-09-7,FishRtgut,2,96,2.10E-07,1.44E-04,1.50E-04,0.964611039
296,Butylated hydroxyanisole,25013-16-5,FishRtgut,2,96,,,,
297,Cetirizine dihydrochloride,83881-52-1,FishRtgut,2,96,,,,
298,Cyclamate,139-05-9,FishRtgut,2,96,,,,
299,Cyclophosphamide,6055-19-2,FishRtgut,2,96,,,,
300,Cypermethrin,67375-30-8,FishRtgut,2,96,,,,
301,DEET,134-62-3,FishRtgut,2,96,1.60E-07,0.000146234,0.00014984,0.975935279
302,Dexamethasone,50-02-2,FishRtgut,2,96,1.79E-07,1.43E-04,0.000149821,0.953442665
303,Digoxin,20830-75-5,FishRtgut,2,96,2.37E-08,0.000149697,0.000149976,0.998138575
304,Fenazaquin,120928-09-8,FishRtgut,2,96,,,,
305,Fenbuconazole,114369-43-6,FishRtgut,2,96,,,,
306,Fluazinam,79622-59-6,FishRtgut,2,96,6.57E-06,3.88879E-05,0.000143425,0.271137719
307,Furosemide,54-31-9,FishRtgut,2,96,2.90E-07,0.000141746,0.00014971,0.946805648
308,Glybenclamide,10238-21-8,FishRtgut,2,96,6.26E-06,1.33385E-05,0.00014374,0.092795898
309,HC Red 3,2871-01-4,FishRtgut,2,96,,,,
310,Hydralazine hydrochloride,304-20-1,FishRtgut,2,96,,,,
311,Ketoconazole,65277-42-1,FishRtgut,2,96,2.52E-06,1.07E-04,0.000147482,0.72437415
312,Metformin,1115-70-4,FishRtgut,2,96,,,,
313,Metoclopramide,364-62-5,FishRtgut,2,96,6.34E-07,1.33E-04,0.000149366,0.892199663
314,Nitrofurantoin,67-20-9,FishRtgut,2,96,2.05E-08,0.000149883,0.00014998,0.999356354
315,Oxytetracycline hydrochloride,2058-46-0,FishRtgut,2,96,,,,
316,Panthenol,16485-10-2 ,FishRtgut,2,96,,,,
317,Paracetamol,103-90-2,FishRtgut,2,96,3.65E-08,0.00014916,0.000149963,0.994641318
