,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
3109,"DDT-o,p'",789-02-6,FishRtgill,2,384,1.84E-06,1.32E-07,2.04E-05,0.006455554
3110,"DDT-p,p'",72-54-8,FishRtgill,2,384,1.34E-06,2.66E-07,1.84E-05,0.014475667
3111,Diazinon,333-41-5,FishRtgill,2,384,1.58E-07,6.70E-06,1.47E-05,0.454744329
3112,Dicofol,115-32-2,FishRtgill,2,384,4.73E-07,1.21E-06,1.76E-05,0.068955307
3113,Dieldrin,60-57-1,FishRtgill,2,384,5.27E-07,1.07E-06,1.74E-05,0.061440283
3114,Disulfoton,298-04-4,FishRtgill,2,384,1.92E-07,5.01E-06,1.51E-05,0.331694573
3115,Endosulfan I,115-29-7,FishRtgill,2,384,1.61E-07,6.52E-06,1.47E-05,0.44251938
3116,Endrin,72-20-8,FishRtgill,2,384,7.24E-07,7.14E-07,1.72E-05,0.041634285
3117,Ethion,563-12-2,FishRtgill,2,384,5.00E-07,1.14E-06,1.75E-05,0.065127306
3118,Heptachlor,76-44-8,FishRtgill,2,384,1.32E-06,2.74E-07,1.83E-05,0.014982094
3119,Heptachlor epoxide B,1024-57-3,FishRtgill,2,384,4.53E-07,1.27E-06,1.76E-05,0.072120204
3120,Lindane,58-89-9,FishRtgill,2,384,1.43E-07,7.47E-06,1.46E-05,0.510217563
3121,"Methoxychlor-o,p'",72-43-5,FishRtgill,2,384,5.05E-07,1.12E-06,1.75E-05,0.06437867
3122,Parathion,56-38-2,FishRtgill,2,384,1.61E-07,6.52E-06,1.47E-05,0.44251938
3123,Trifluralin,1582-09-8,FishRtgill,2,384,6.60E-07,8.03E-07,1.71E-05,0.046854026
3124,Eugenol F,97-53-0,FishRtgill,2,384,1.88E-08,2.61E-05,2.68E-05,0.974200527
3125,Methyl-antranilate,134-20-3,FishRtgill,2,384,1.00E-08,3.04E-05,3.08E-05,0.99019704
3126,Lilyfore,285977-85-7,FishRtgill,2,384,8.19E-08,1.30E-05,1.68E-05,0.77326174
3127,Damascone beta,23726-91-2,FishRtgill,2,384,2.27E-07,3.16E-06,1.56E-05,0.202935234
3128,Veloutone,14595-54-1,FishRtgill,2,384,6.22E-07,8.69E-07,1.72E-05,0.050571755
3129,Verdox,82356-51-2,FishRtgill,2,384,1.69E-06,1.56E-07,1.96E-05,0.00796788
3130,Nirvanol,1506-02-1,FishRtgill,2,384,9.36E-07,4.93E-07,1.73E-05,0.028437992
3131,Cetalox,3738-00-9,FishRtgill,2,384,6.21E-07,6.57E-07,1.52E-05,0.043327129
3132,Tonalide,21145-77-7,FishRtgill,2,384,9.36E-07,4.93E-07,1.73E-05,0.028437992
3133,Caffeine,58-08-2,FishRtgill,2,384,2.65E-09,3.91E-05,3.91E-05,1.000304038
3134,Lamotrigine,84057-84-1,FishRtgill,2,384,3.08E-08,2.23E-05,2.35E-05,0.947481012
3135,Diclofenac,15307-79-6,FishRtgill,2,384,2.62E-09,4.00E-05,4.00E-05,0.999969329
3136,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgill,2,384,4.67E-09,3.69E-05,4.00E-05,0.924333076
3137,(S)-Naproxen,22204-53-1,FishRtgill,2,384,7.06E-09,3.31E-05,3.99E-05,0.828427689
3138,Ibuprofen,15687-27-1,FishRtgill,2,384,1.34E-08,2.19E-05,3.99E-05,0.549262767
3139,Torasemide,56211-40-6,FishRtgill,2,384,3.82E-08,2.37E-05,3.19E-05,0.743698713
3140,Warfarin,81-81-2,FishRtgill,2,384,4.42E-09,3.75E-05,3.99E-05,0.941505608
3141,di-n-butylphthalate,84-74-2,FishRtgill,2,384,2.98E-07,1.98E-06,1.87E-05,0.105854763
3142,hexachlorophene,70-30-4,FishRtgill,2,384,1.76E-06,3.77E-07,3.72E-05,0.010156585
3143,hexamethylenetetramine,100-97-0,FishRtgill,2,384,2.38E-09,3.66E-05,3.66E-05,1.000385412
3144,Malathion,121-75-5,FishRtgill,2,384,2.18E-08,2.50E-05,2.58E-05,0.967913055
3145,pentachlorophenol,87-86-5,FishRtgill,2,384,4.77E-08,3.26E-06,3.98E-05,0.08201945
3146,"2,2,2-trichloroethanol",115-20-8,FishRtgill,2,384,4.87E-09,3.12E-05,3.13E-05,0.997078122
3147,diethylphthalate,84-66-2,FishRtgill,2,384,2.48E-08,2.39E-05,2.49E-05,0.961116816
3148,4-chlorophenol,106-48-9,FishRtgill,2,384,2.29E-08,2.45E-05,2.54E-05,0.965509205
3149,permethrin,52645-53-1,FishRtgill,2,384,1.77E-06,1.45E-07,2.01E-05,0.007245657
3150,Aniline,62-53-3,FishRtgill,2,384,3.36E-09,3.64E-05,3.64E-05,0.999464278
3151,4-fluoroaniline,371-40-4,FishRtgill,2,384,3.97E-09,3.50E-05,3.50E-05,0.998681172
3152,"2,4,6-trichlorophenol",88-06-2,FishRtgill,2,384,1.37E-07,7.69E-06,1.45E-05,0.528719239
3153,Allyl alcohol,107-18-6,FishRtgill,2,384,2.53E-09,3.62E-05,3.62E-05,1.000235302
3154,N-methylaniline,100-61-8,FishRtgill,2,384,6.74E-09,3.01E-05,3.03E-05,0.994431355
3155,"3,4-dichloroaniline",95-76-1,FishRtgill,2,384,3.70E-08,2.05E-05,2.20E-05,0.930025578
3156,4-decylaniline,37529-30-9,FishRtgill,2,384,1.56E-06,1.95E-07,1.92E-05,0.01014587
3157,naphthalene,91-20-3,FishRtgill,2,384,6.82E-08,9.41E-06,1.26E-05,0.746223652
3158,"1,2,4-trichlorobenzene",120-82-1,FishRtgill,2,384,3.18E-08,8.89E-07,2.55E-06,0.348332316
3159,"1,2-dichlorobenzene",95-50-1,FishRtgill,2,384,1.30E-08,1.33E-06,1.96E-06,0.680785945
3160,dichloromethane,75-09-2,FishRtgill,2,384,3.00E-10,2.38E-06,2.38E-06,0.998206451
3161,tetrachloroethylene,127-18-4,FishRtgill,2,384,4.61E-09,5.05E-07,7.25E-07,0.696672964
3162,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgill,2,384,7.69E-11,1.80E-08,2.15E-08,0.838476732
3163,cyclosporine A,59865-13-3,FishRtgill,2,384,5.25E-08,1.73E-05,1.96E-05,0.882653472
3164,chlorpromazine,50-53-3,FishRtgill,2,384,7.10E-07,7.34E-07,1.72E-05,0.042757652
3165,PBDE 47,5436-43-1,FishRtgill,2,384,2.15E-06,8.57E-08,2.18E-05,0.003929009
3166,PBDE 99,60348-60-9,FishRtgill,2,384,2.75E-06,3.36E-08,2.50E-05,0.001342522
3167,PBDE 153,68631-49-2,FishRtgill,2,384,3.34E-06,1.06E-08,2.85E-05,0.000372014
3168,amiodarone,1951-25-3,FishRtgill,2,384,3.02E-06,2.06E-08,2.66E-05,0.000776636
3169,PFBS,375-73-5,FishRtgill,2,384,5.85E-09,3.35E-05,3.36E-05,0.996361397
3170,4:2 FTS,757124-72-4,FishRtgill,2,384,8.29E-09,3.12E-05,3.15E-05,0.992782666
3171,PFNA,375-95-1,FishRtgill,2,384,1.28E-06,2.86E-07,1.81E-05,0.015768742
3172,PFHxA,307-24-4,FishRtgill,2,384,2.20E-07,3.79E-06,1.57E-05,0.241309502
3173,PFBA,375-22-4,FishRtgill,2,384,7.70E-09,3.11E-05,3.13E-05,0.993490514
3174,PFOA,335-67-1,FishRtgill,2,384,2.01E-07,4.07E-06,1.48E-05,0.27439223
3175,6:2 FTS,27619-97-2,FishRtgill,2,384,5.53E-08,1.63E-05,1.87E-05,0.869228551
3176,8:2 FTS,39108-34-4,FishRtgill,2,384,2.16E-07,3.88E-06,1.55E-05,0.250477863
3177,PFUnDA,2058-94-8,FishRtgill,2,384,1.58E-07,1.66E-06,3.98E-05,0.041751562
3178,PFOS,1763-23-1,FishRtgill,2,384,1.58E-07,1.66E-06,3.98E-05,0.041751562
3179,PFHpA,375-85-9,FishRtgill,2,384,1.11E-07,8.99E-06,1.44E-05,0.624882399
3180,PFPeA,2706-90-3,FishRtgill,2,384,1.96E-08,2.45E-05,2.53E-05,0.970870084
3181,PFHxS,355-46-4,FishRtgill,2,384,3.78E-08,2.00E-05,2.16E-05,0.926731714
3182,PFDA,335-76-2,FishRtgill,2,384,3.09E-07,1.14E-06,3.97E-05,0.028655711
3183,Azathioprine,446-86-6,FishRtgill,2,384,2.69E-09,3.88E-05,3.88E-05,1.000259671
3184,Benzocaine,94-09-7,FishRtgill,2,384,9.74E-09,3.06E-05,3.09E-05,0.990681691
3185,Butylated hydroxyanisole,25013-16-5,FishRtgill,2,384,1.03E-07,1.07E-05,1.57E-05,0.686130849
3186,Cetirizine dihydrochloride,83881-52-1,FishRtgill,2,384,3.10E-09,3.75E-05,3.75E-05,0.999801852
3187,Cyclamate,139-05-9,FishRtgill,2,384,2.60E-09,3.95E-05,3.95E-05,1.000365602
3188,Cyclophosphamide,6055-19-2,FishRtgill,2,384,3.07E-09,3.75E-05,3.76E-05,0.999829995
3189,Cypermethrin,67375-30-8,FishRtgill,2,384,1.92E-06,1.19E-07,2.07E-05,0.005742934
3190,DEET,134-62-3,FishRtgill,2,384,1.62E-08,2.72E-05,2.78E-05,0.979296352
3191,Dexamethasone,50-02-2,FishRtgill,2,384,1.07E-08,3.01E-05,3.04E-05,0.989154705
3192,Digoxin,20830-75-5,FishRtgill,2,384,4.49E-09,3.52E-05,3.52E-05,0.998152269
3193,Fenazaquin,120928-09-8,FishRtgill,2,384,7.83E-07,6.41E-07,1.72E-05,0.037346358
3194,Fenbuconazole,114369-43-6,FishRtgill,2,384,8.08E-08,1.31E-05,1.69E-05,0.777564681
3195,Fluazinam,79622-59-6,FishRtgill,2,384,1.90E-07,5.08E-06,1.51E-05,0.337196496
3196,Furosemide,54-31-9,FishRtgill,2,384,2.96E-09,3.95E-05,4.00E-05,0.988819057
3197,Glybenclamide,10238-21-8,FishRtgill,2,384,3.92E-07,1.49E-06,1.79E-05,0.083044954
3198,HC Red 3,2871-01-4,FishRtgill,2,384,2.70E-09,3.88E-05,3.88E-05,1.000249737
3199,Hydralazine hydrochloride,304-20-1,FishRtgill,2,384,3.11E-09,3.75E-05,3.75E-05,0.999787255
3200,Ketoconazole,65277-42-1,FishRtgill,2,384,2.50E-07,3.03E-06,1.68E-05,0.179988856
3201,Metformin,1115-70-4,FishRtgill,2,384,2.60E-09,3.97E-05,3.97E-05,1.000377836
3202,Metoclopramide,364-62-5,FishRtgill,2,384,3.32E-08,2.15E-05,2.29E-05,0.940508131
3203,Nitrofurantoin,67-20-9,FishRtgill,2,384,2.61E-09,3.94E-05,3.94E-05,1.000357685
3204,Oxytetracycline hydrochloride,2058-46-0,FishRtgill,2,384,2.59E-09,3.99E-05,3.99E-05,1.000387563
3205,Panthenol,16485-10-2 ,FishRtgill,2,384,2.60E-09,3.97E-05,3.97E-05,1.000378555
3206,Paracetamol,103-90-2,FishRtgill,2,384,2.85E-09,3.82E-05,3.82E-05,1.000075203
3207,Topiramate,97240-79-4,FishRtgill,2,384,2.59E-09,3.98E-05,3.98E-05,1.000386574
3208,Trimellitic anhydride,552-30-7,FishRtgill,2,384,5.59E-09,3.39E-05,3.40E-05,0.99673725
3209,Verapamil hydrochloride,152-11-4,FishRtgill,2,384,2.72E-07,2.44E-06,1.78E-05,0.137294246
3210,Warfarin,129-06-6,FishRtgill,2,384,2.65E-08,2.34E-05,2.45E-05,0.957225144
3211,"2,4-Dinitrophenol",51-28-5,Default,2,384,6.50E-08,3.23E-05,3.25E-05,0.994283919
3212,Aldrin,309-00-2,Default,2,384,1.18E-05,1.05E-07,1.45E-05,0.007245657
3213,Azinphos-methyl,86-50-0,Default,2,384,3.55E-07,1.95E-05,2.12E-05,0.91971443
3214,Chlorpyrifos,2921-88-2,Default,2,384,3.67E-06,1.20E-06,1.62E-05,0.073737078
3215,"DDD-p,p'",50-29-3,Default,2,384,1.43E-05,4.89E-08,1.53E-05,0.003201257
3216,"DDT-o,p'",789-02-6,Default,2,384,1.23E-05,9.55E-08,1.48E-05,0.006455554
3217,"DDT-p,p'",72-54-8,Default,2,384,9.63E-06,2.09E-07,1.44E-05,0.014475667
3218,Diazinon,333-41-5,Default,2,384,1.36E-06,6.49E-06,1.43E-05,0.454744329
3219,Dicofol,115-32-2,Default,2,384,3.90E-06,1.11E-06,1.60E-05,0.068955307
3220,Dieldrin,60-57-1,Default,2,384,4.30E-06,9.66E-07,1.57E-05,0.061440283
3221,Disulfoton,298-04-4,Default,2,384,1.65E-06,4.83E-06,1.46E-05,0.331694573
3222,Endosulfan I,115-29-7,Default,2,384,1.39E-06,6.32E-06,1.43E-05,0.44251938
3223,Endrin,72-20-8,Default,2,384,5.73E-06,6.23E-07,1.50E-05,0.041634285
3224,Ethion,563-12-2,Default,2,384,4.10E-06,1.03E-06,1.59E-05,0.065127306
3225,Heptachlor,76-44-8,Default,2,384,9.50E-06,2.16E-07,1.44E-05,0.014982094
3226,Heptachlor epoxide B,1024-57-3,Default,2,384,3.75E-06,1.17E-06,1.62E-05,0.072120204
3227,Lindane,58-89-9,Default,2,384,1.23E-06,7.26E-06,1.42E-05,0.510217563
3228,"Methoxychlor-o,p'",72-43-5,Default,2,384,4.14E-06,1.02E-06,1.58E-05,0.06437867
3229,Parathion,56-38-2,Default,2,384,1.39E-06,6.32E-06,1.43E-05,0.44251938
3230,Trifluralin,1582-09-8,Default,2,384,5.28E-06,7.09E-07,1.51E-05,0.046854026
3231,Eugenol F,97-53-0,Default,2,384,1.64E-07,2.60E-05,2.67E-05,0.974200527
3232,Methyl-antranilate,134-20-3,Default,2,384,8.83E-08,3.04E-05,3.07E-05,0.99019704
3233,Lilyfore,285977-85-7,Default,2,384,7.12E-07,1.28E-05,1.65E-05,0.77326174
3234,Damascone beta,23726-91-2,Default,2,384,1.94E-06,3.03E-06,1.49E-05,0.202935234
3235,Veloutone,14595-54-1,Default,2,384,5.00E-06,7.72E-07,1.53E-05,0.050571755
3236,Verdox,82356-51-2,Default,2,384,1.15E-05,1.16E-07,1.45E-05,0.00796788
3237,Nirvanol,1506-02-1,Default,2,384,7.16E-06,4.14E-07,1.46E-05,0.028437992
3238,Cetalox,3738-00-9,Default,2,384,5.00E-06,5.84E-07,1.35E-05,0.043327129
3239,Tonalide,21145-77-7,Default,2,384,7.16E-06,4.14E-07,1.46E-05,0.028437992
3240,Caffeine,58-08-2,Default,2,384,2.46E-08,3.90E-05,3.90E-05,1.000304038
3241,Lamotrigine,84057-84-1,Default,2,384,2.70E-07,2.21E-05,2.34E-05,0.947481012
3242,Diclofenac,15307-79-6,Default,2,384,2.46E-08,4.00E-05,4.00E-05,0.999969329
3243,"2,4-Dichlorophenoxyacetic",94-75-7,Default,2,384,7.52E-08,3.69E-05,3.99E-05,0.924333076
3244,(S)-Naproxen,22204-53-1,Default,2,384,1.33E-07,3.30E-05,3.98E-05,0.828427689
3245,Ibuprofen,15687-27-1,Default,2,384,2.85E-07,2.17E-05,3.96E-05,0.549262767
3246,Torasemide,56211-40-6,Default,2,384,4.01E-07,2.35E-05,3.16E-05,0.743698713
3247,Warfarin,81-81-2,Default,2,384,6.59E-08,3.75E-05,3.98E-05,0.941505608
3248,di-n-butylphthalate,84-74-2,Default,2,384,2.53E-06,1.87E-06,1.76E-05,0.105854763
3249,hexachlorophene,70-30-4,Default,2,384,1.97E-05,2.00E-07,1.97E-05,0.010156585
3250,hexamethylenetetramine,100-97-0,Default,2,384,2.22E-08,3.65E-05,3.65E-05,1.000385412
3251,Malathion,121-75-5,Default,2,384,1.91E-07,2.49E-05,2.57E-05,0.967913055
3252,pentachlorophenol,87-86-5,Default,2,384,1.04E-06,3.18E-06,3.88E-05,0.08201945
3253,"2,2,2-trichloroethanol",115-20-8,Default,2,384,4.34E-08,3.12E-05,3.13E-05,0.997078122
3254,diethylphthalate,84-66-2,Default,2,384,2.17E-07,2.38E-05,2.48E-05,0.961116816
3255,4-chlorophenol,106-48-9,Default,2,384,2.00E-07,2.44E-05,2.53E-05,0.965509205
3256,permethrin,52645-53-1,Default,2,384,1.19E-05,1.07E-07,1.47E-05,0.007245657
3257,Aniline,62-53-3,Default,2,384,3.05E-08,3.64E-05,3.64E-05,0.999464278
3258,4-fluoroaniline,371-40-4,Default,2,384,3.57E-08,3.49E-05,3.50E-05,0.998681172
3259,"2,4,6-trichlorophenol",88-06-2,Default,2,384,1.19E-06,7.49E-06,1.42E-05,0.528719239
3260,Allyl alcohol,107-18-6,Default,2,384,2.34E-08,3.62E-05,3.62E-05,1.000235302
3261,N-methylaniline,100-61-8,Default,2,384,5.96E-08,3.01E-05,3.02E-05,0.994431355
3262,"3,4-dichloroaniline",95-76-1,Default,2,384,3.23E-07,2.03E-05,2.19E-05,0.930025578
3263,4-decylaniline,37529-30-9,Default,2,384,1.09E-05,1.48E-07,1.45E-05,0.01014587
3264,naphthalene,91-20-3,Default,2,384,5.95E-07,9.29E-06,1.25E-05,0.746223652
3265,"1,2,4-trichlorobenzene",120-82-1,Default,2,384,2.82E-07,8.84E-07,2.54E-06,0.348332316
3266,"1,2-dichlorobenzene",95-50-1,Default,2,384,1.15E-07,1.33E-06,1.95E-06,0.680785945
3267,dichloromethane,75-09-2,Default,2,384,2.69E-09,2.38E-06,2.38E-06,0.998206451
3268,tetrachloroethylene,127-18-4,Default,2,384,4.07E-08,5.04E-07,7.24E-07,0.696672964
3269,"2,3-dimethyl-1,3-butadiene",513-81-5,Default,2,384,6.78E-10,1.80E-08,2.15E-08,0.838476732
3270,cyclosporine A,59865-13-3,Default,2,384,4.58E-07,1.71E-05,1.94E-05,0.882653472
3271,chlorpromazine,50-53-3,Default,2,384,5.63E-06,6.42E-07,1.50E-05,0.042757652
3272,PBDE 47,5436-43-1,Default,2,384,1.37E-05,5.95E-08,1.51E-05,0.003929009
3273,PBDE 99,60348-60-9,Default,2,384,1.63E-05,2.14E-08,1.59E-05,0.001342522
3274,PBDE 153,68631-49-2,Default,2,384,1.84E-05,6.24E-09,1.68E-05,0.000372014
3275,amiodarone,1951-25-3,Default,2,384,1.73E-05,1.27E-08,1.63E-05,0.000776636
3276,PFBS,375-73-5,Default,2,384,5.19E-08,3.34E-05,3.36E-05,0.996361397
3277,4:2 FTS,757124-72-4,Default,2,384,7.31E-08,3.12E-05,3.14E-05,0.992782666
3278,PFNA,375-95-1,Default,2,384,9.29E-06,2.26E-07,1.44E-05,0.015768742
3279,PFHxA,307-24-4,Default,2,384,1.89E-06,3.63E-06,1.50E-05,0.241309502
3280,PFBA,375-22-4,Default,2,384,6.80E-08,3.11E-05,3.13E-05,0.993490514
3281,PFOA,335-67-1,Default,2,384,1.73E-06,3.91E-06,1.43E-05,0.27439223
3282,6:2 FTS,27619-97-2,Default,2,384,4.82E-07,1.61E-05,1.85E-05,0.869228551
3283,8:2 FTS,39108-34-4,Default,2,384,1.85E-06,3.72E-06,1.49E-05,0.250477863
3284,PFUnDA,2058-94-8,Default,2,384,3.39E-06,1.53E-06,3.66E-05,0.041751562
3285,PFOS,1763-23-1,Default,2,384,3.39E-06,1.53E-06,3.66E-05,0.041751562
3286,PFHpA,375-85-9,Default,2,384,9.61E-07,8.80E-06,1.41E-05,0.624882399
3287,PFPeA,2706-90-3,Default,2,384,1.72E-07,2.44E-05,2.52E-05,0.970870084
3288,PFHxS,355-46-4,Default,2,384,3.30E-07,1.99E-05,2.15E-05,0.926731714
3289,PFDA,335-76-2,Default,2,384,6.16E-06,9.68E-07,3.38E-05,0.028655711
3290,Azathioprine,446-86-6,Default,2,384,2.49E-08,3.88E-05,3.88E-05,1.000259671
3291,Benzocaine,94-09-7,Default,2,384,8.57E-08,3.06E-05,3.09E-05,0.990681691
3292,Butylated hydroxyanisole,25013-16-5,Default,2,384,8.90E-07,1.05E-05,1.53E-05,0.686130849
3293,Cetirizine dihydrochloride,83881-52-1,Default,2,384,2.83E-08,3.75E-05,3.75E-05,0.999801852
3294,Cyclamate,139-05-9,Default,2,384,2.42E-08,3.95E-05,3.95E-05,1.000365602
3295,Cyclophosphamide,6055-19-2,Default,2,384,2.81E-08,3.75E-05,3.75E-05,0.999829995
3296,Cypermethrin,67375-30-8,Default,2,384,1.27E-05,8.54E-08,1.49E-05,0.005742934
3297,DEET,134-62-3,Default,2,384,1.42E-07,2.71E-05,2.77E-05,0.979296352
3298,Dexamethasone,50-02-2,Default,2,384,9.39E-08,3.00E-05,3.03E-05,0.989154705
3299,Digoxin,20830-75-5,Default,2,384,4.03E-08,3.51E-05,3.52E-05,0.998152269
3300,Fenazaquin,120928-09-8,Default,2,384,6.14E-06,5.54E-07,1.48E-05,0.037346358
3301,Fenbuconazole,114369-43-6,Default,2,384,7.03E-07,1.29E-05,1.66E-05,0.777564681
3302,Fluazinam,79622-59-6,Default,2,384,1.63E-06,4.90E-06,1.45E-05,0.337196496
3303,Furosemide,54-31-9,Default,2,384,3.31E-08,3.95E-05,4.00E-05,0.988819057
3304,Glybenclamide,10238-21-8,Default,2,384,3.28E-06,1.38E-06,1.66E-05,0.083044954
3305,HC Red 3,2871-01-4,Default,2,384,2.50E-08,3.88E-05,3.88E-05,1.000249737
3306,Hydralazine hydrochloride,304-20-1,Default,2,384,2.85E-08,3.74E-05,3.75E-05,0.999787255
3307,Ketoconazole,65277-42-1,Default,2,384,2.13E-06,2.88E-06,1.60E-05,0.179988856
3308,Metformin,1115-70-4,Default,2,384,2.41E-08,3.96E-05,3.96E-05,1.000377836
3309,Metoclopramide,364-62-5,Default,2,384,2.90E-07,2.14E-05,2.27E-05,0.940508131
3310,Nitrofurantoin,67-20-9,Default,2,384,2.42E-08,3.94E-05,3.94E-05,1.000357685
3311,Oxytetracycline hydrochloride,2058-46-0,Default,2,384,2.41E-08,3.98E-05,3.98E-05,1.000387563
3312,Panthenol,16485-10-2 ,Default,2,384,2.41E-08,3.97E-05,3.97E-05,1.000378555
3313,Paracetamol,103-90-2,Default,2,384,2.63E-08,3.81E-05,3.82E-05,1.000075203
3314,Topiramate,97240-79-4,Default,2,384,2.41E-08,3.98E-05,3.98E-05,1.000386574
3315,Trimellitic anhydride,552-30-7,Default,2,384,4.97E-08,3.39E-05,3.40E-05,0.99673725
3316,Verapamil hydrochloride,152-11-4,Default,2,384,2.32E-06,2.32E-06,1.69E-05,0.137294246
3317,Warfarin,129-06-6,Default,2,384,2.32E-07,2.33E-05,2.43E-05,0.957225144
3318,"2,4-Dinitrophenol",51-28-5,MCF7,2,384,5.84E-08,3.23E-05,3.25E-05,0.994283919
3319,Aldrin,309-00-2,MCF7,2,384,4.52E-06,1.32E-07,1.82E-05,0.007245657
3320,Azinphos-methyl,86-50-0,MCF7,2,384,1.33E-07,1.96E-05,2.14E-05,0.91971443
3321,Chlorpyrifos,2921-88-2,MCF7,2,384,1.20E-06,1.28E-06,1.73E-05,0.073737078
3322,"DDD-p,p'",50-29-3,MCF7,2,384,5.80E-06,6.51E-08,2.03E-05,0.003201257
3323,"DDT-o,p'",789-02-6,MCF7,2,384,4.78E-06,1.21E-07,1.88E-05,0.006455554
3324,"DDT-p,p'",72-54-8,MCF7,2,384,3.54E-06,2.51E-07,1.73E-05,0.014475667
3325,Diazinon,333-41-5,MCF7,2,384,4.35E-07,6.65E-06,1.46E-05,0.454744329
3326,Dicofol,115-32-2,MCF7,2,384,1.28E-06,1.19E-06,1.72E-05,0.068955307
3327,Dieldrin,60-57-1,MCF7,2,384,1.42E-06,1.04E-06,1.70E-05,0.061440283
3328,Disulfoton,298-04-4,MCF7,2,384,5.26E-07,4.97E-06,1.50E-05,0.331694573
3329,Endosulfan I,115-29-7,MCF7,2,384,4.43E-07,6.47E-06,1.46E-05,0.44251938
3330,Endrin,72-20-8,MCF7,2,384,1.95E-06,6.92E-07,1.66E-05,0.041634285
3331,Ethion,563-12-2,MCF7,2,384,1.35E-06,1.11E-06,1.71E-05,0.065127306
3332,Heptachlor,76-44-8,MCF7,2,384,3.48E-06,2.59E-07,1.73E-05,0.014982094
3333,Heptachlor epoxide B,1024-57-3,MCF7,2,384,1.23E-06,1.25E-06,1.73E-05,0.072120204
3334,Lindane,58-89-9,MCF7,2,384,3.95E-07,7.42E-06,1.45E-05,0.510217563
3335,"Methoxychlor-o,p'",72-43-5,MCF7,2,384,1.37E-06,1.10E-06,1.71E-05,0.06437867
3336,Parathion,56-38-2,MCF7,2,384,4.43E-07,6.48E-06,1.46E-05,0.44251938
3337,Trifluralin,1582-09-8,MCF7,2,384,1.78E-06,7.80E-07,1.67E-05,0.046854026
3338,Eugenol F,97-53-0,MCF7,2,384,8.15E-08,2.60E-05,2.67E-05,0.974200527
3339,Methyl-antranilate,134-20-3,MCF7,2,384,6.33E-08,3.04E-05,3.07E-05,0.99019704
3340,Lilyfore,285977-85-7,MCF7,2,384,2.36E-07,1.29E-05,1.67E-05,0.77326174
3341,Damascone beta,23726-91-2,MCF7,2,384,6.19E-07,3.13E-06,1.54E-05,0.202935234
3342,Veloutone,14595-54-1,MCF7,2,384,1.68E-06,8.46E-07,1.67E-05,0.050571755
3343,Verdox,82356-51-2,MCF7,2,384,4.41E-06,1.45E-07,1.82E-05,0.00796788
3344,Nirvanol,1506-02-1,MCF7,2,384,2.50E-06,4.73E-07,1.66E-05,0.028437992
3345,Cetalox,3738-00-9,MCF7,2,384,1.68E-06,6.39E-07,1.48E-05,0.043327129
3346,Tonalide,21145-77-7,MCF7,2,384,2.50E-06,4.73E-07,1.66E-05,0.028437992
3347,Caffeine,58-08-2,MCF7,2,384,5.40E-08,3.90E-05,3.90E-05,1.000304038
3348,Lamotrigine,84057-84-1,MCF7,2,384,1.14E-07,2.22E-05,2.35E-05,0.947481012
3349,Diclofenac,15307-79-6,MCF7,2,384,5.51E-08,3.99E-05,3.99E-05,0.999969329
3350,"2,4-Dichlorophenoxyacetic",94-75-7,MCF7,2,384,6.62E-08,3.69E-05,3.99E-05,0.924333076
3351,(S)-Naproxen,22204-53-1,MCF7,2,384,7.85E-08,3.30E-05,3.99E-05,0.828427689
3352,Ibuprofen,15687-27-1,MCF7,2,384,1.10E-07,2.18E-05,3.98E-05,0.549262767
3353,Torasemide,56211-40-6,MCF7,2,384,1.50E-07,2.37E-05,3.18E-05,0.743698713
3354,Warfarin,81-81-2,MCF7,2,384,6.42E-08,3.75E-05,3.98E-05,0.941505608
3355,di-n-butylphthalate,84-74-2,MCF7,2,384,8.12E-07,1.95E-06,1.84E-05,0.105854763
3356,hexachlorophene,70-30-4,MCF7,2,384,8.83E-06,3.08E-07,3.03E-05,0.010156585
3357,hexamethylenetetramine,100-97-0,MCF7,2,384,5.03E-08,3.65E-05,3.65E-05,1.000385412
3358,Malathion,121-75-5,MCF7,2,384,8.84E-08,2.49E-05,2.58E-05,0.967913055
3359,pentachlorophenol,87-86-5,MCF7,2,384,3.13E-07,3.24E-06,3.95E-05,0.08201945
3360,"2,2,2-trichloroethanol",115-20-8,MCF7,2,384,5.05E-08,3.12E-05,3.13E-05,0.997078122
3361,diethylphthalate,84-66-2,MCF7,2,384,9.53E-08,2.39E-05,2.49E-05,0.961116816
3362,4-chlorophenol,106-48-9,MCF7,2,384,9.07E-08,2.45E-05,2.54E-05,0.965509205
3363,permethrin,52645-53-1,MCF7,2,384,4.61E-06,1.35E-07,1.86E-05,0.007245657
3364,Aniline,62-53-3,MCF7,2,384,5.27E-08,3.64E-05,3.64E-05,0.999464278
3365,4-fluoroaniline,371-40-4,MCF7,2,384,5.26E-08,3.49E-05,3.50E-05,0.998681172
3366,"2,4,6-trichlorophenol",88-06-2,MCF7,2,384,3.80E-07,7.64E-06,1.45E-05,0.528719239
3367,Allyl alcohol,107-18-6,MCF7,2,384,5.02E-08,3.62E-05,3.62E-05,1.000235302
3368,N-methylaniline,100-61-8,MCF7,2,384,5.41E-08,3.01E-05,3.02E-05,0.994431355
